ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Véranda,Dressing,Buanderie,Local_vélo,Nombre_de_Garages,Orientation_de_la_façade_du_bien,Jardin,Surface_du_jardin,Référence_PEB,Année_de_construction,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Largeur_de_la_façade,Orientation_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Nombre_de_places_de_parking_extérieur,Surface_des_caves,Surface_du_grenier,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Surface_constructible,Étage_de_lappartement,Panneaux_solaires,Parlophone,Possibilités_pour_profession_libérale,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Espace_ouvert_sensible_à_leau__WORG,Surface_du_bureau,Balcon,Surface_du_dressing,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4800/ensival/vbc80524,VBC80524,Immeuble mixte à vendre,199000,Rue de la Grappe 49,4800 Ensival,À rénover,Non,A l’acte,4,12 m²,10 m²,12 m²,12 m²,189 m²,Non,21 m²,Oui,Oui,Oui,16 m²,Oui,5,Indépendante,13 m²,2,2,3,Gaz,Double vitrage,Non,Non,2,5,Oui,107 m²,229 m²,Oui,Oui,Oui,Non,515 kWh/m²/an,97336 kWh/an,17/03/2035,93,"non, pas d'attestation",Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/ensival/vbc76651,VBC76651,Maison à vendre,185000,En Mi-ville 48,4800 Ensival,Normal,Non,A convenir,2,,,,,121 m²,Non,16 m²,Non,Oui,Non,,Oui,,,,1,,1,Gaz,,Non,,2,2,,,92 m²,,Oui,Oui,,186 kWh/m²/an,,14/05/2035,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,1,Sud-ouest,Oui,50 m²,20250514008216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/ensival/vbc62026,VBC62026,Maison à vendre,170000,Rue de la paix 26,4800 Ensival,À rénover,Oui,,2,16 m²,15 m²,,,115 m²,,30 m²,Oui,,,,Oui,1,Kitchenette,9 m²,1,,1,Gaz,Double vitrage,Non,Non,2,2,Oui,16 m²,245 m²,Oui,Oui,Oui,Non,383 kWh/m²/an,49456 kWh/an,13/04/2035,71,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,Sud-ouest,Oui,180 m²,,1957,26 m²,Semi-équipée,6 m²,7 m,Nord-est,40 m,7 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4800/ensival/vbc75103,VBC75103,Villa à vendre,375000,"Avenue Edouard Cordonnier, 85",4800 Ensival,,Non,,4,,,,,154 m²,,39 m²,Non,Oui,Non,,Oui,2,,,1,,,Mazout,,,,4,,Oui,63 m²,1547 m²,,,,,446 kWh/m²/an,,,42,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,2,Sud-est,Oui,,20250309006857,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/ensival/vbc53200,VBC53200,Maison à vendre,245000,Rue Moreau 6,4800 Ensival,,Non,,6,,,,,198 m²,,,Non,Oui,Non,,,,,,1,,,Mazout,,,,2,,Oui,18 m²,290 m²,,,,,284 kWh/m²/an,,,70,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,Sud-est,Oui,,20250317014554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/ensival/vbc61566,VBC61566,Maison à vendre,99000,En Mi-Ville 58,4800 Ensival,Normal,,,1,12 m²,,,,52 m²,Non,17 m²,Oui,Oui,,,,,Kitchenette,8 m²,1,,2,Gaz,Double vitrage,,,3,,,,33 m²,Oui,,,,391 kWh/m²/an,25010 kWh/an,01/04/2035,71,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,,,Semi-équipée,8 m²,,,,,,,,7 m²,7 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/ensival/vbc44092,VBC44092,Maison à vendre,215000,Rue Moreau 53,4800 Ensival,,,,5,,,,,249 m²,,38 m²,,Oui,,,,,,,1,1,,Gaz,,,,2,,Oui,17 m²,330 m²,,,,,367 kWh/m²/an,91529 kWh/an,,68,,,Information non communiquée,Information non communiquée,,,,,,,Oui,,20240726005464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc91317,VBC91317,Maison à vendre,369000,Rue de Jehanster 33,4800 Verviers,,Non,,5,,,,,233 m²,,,Non,Oui,Non,,Oui,1,,,1,,,Gaz,,,,2,,Oui,7 m²,171 m²,,,,,229 kWh/m²/an,,,42,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,1,,,,20250311016814,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc90894,VBC90894,Maison à vendre,89000,Rue de Mangombroux 88,4800 Verviers,À rénover,Non,A l’acte,7,17 m²,14 m²,18 m²,12 m²,165 m²,Non,14 m²,Oui,Oui,Oui,12 m²,,,Indépendante,7 m²,1,1,1,Gaz,Double vitrage,Non,Non,2,3,Oui,,150 m²,Oui,Oui,Oui,Non,318 kWh/m²/an,52639 kWh/an,22/05/2034,,"oui, attestation conforme",Non,Pas de risque d’inondation,Inondable délimitée,,,,,,Nord,Oui,70 m²,,1874,,,,9 m,Sud,,9 m,Non,Non,,,,7 m²,05/11/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc89098,VBC89098,Maison à vendre,259000,Rue du Prince 60,4800 Verviers,À rénover,,A l’acte,5,12 m²,17 m²,12 m²,20 m²,227 m²,Non,60 m²,Oui,Oui,Oui,76 m²,Oui,,,26 m²,3,3,3,Gaz,Double vitrage,,,3,,Oui,24 m²,274 m²,Oui,,,Non,417 kWh/m²/an,105931 kWh/an,30/08/2034,77,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,Oui,,1,,,,,,206 m²,,3 m²,,,,,,,,18 m²,48 m²,21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vbc88707,VBC88707,Maison à vendre,199000,Rue Nicolas Arnold 41,4800 Petit-Rechain,,Non,A l’acte,4,,,,,155 m²,Non,29 m²,Non,Non,Non,,,,,,1,,3,Mazout,,Non,,2,,Oui,7 m²,181 m²,,Oui,Oui,,336 kWh/m²/an,,26/11/2034,83,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,,,Oui,100 m²,20241126019752,1925,,Non équipée,,6 m,,,,,,,,,,,67 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc88391,VBC88391,Appartement à vendre,230000,Rue de Liège 49 3ème,4800 Verviers,,Non,A convenir,3,,,,,123 m²,Non,40 m²,Non,Non,Non,,Oui,,,,,1,1,,,Oui,,2,5,Oui,3 m²,,,,,,202 kWh/m²/an,,08/12/2034,202,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,1,Sud-est,,,20241209011673,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc88341,VBC88341,Maison à vendre,180000,Rue du Viaduc 63,4800 Verviers,,Non,A l’acte,3,,,,,214 m²,Non,,Non,Non,Non,,,,,,1,2,3,Gaz,,Non,,,,Oui,26 m²,,,,,,303 kWh/m²/an,,03/05/2035,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,20250503006694,,,,,,,,,,,,,,,,259 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc88340,VBC88340,Maison à vendre,290000,Rue Rogier 9,4800 Verviers,Normal,Non,A l’acte,2,,,,,198 m²,Non,,Non,Non,Non,,,,,,1,,2,Gaz,,Non,,,,Oui,,150 m²,,,,,434 kWh/m²/an,,25/05/2035,,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,Oui,,20250525009346,,,,,,,,,,,,,,,,265 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc87999,VBC87999,Maison à vendre,199000,Rue de Mangombroux 198,4800 Verviers,Excellent,,A l’acte,2,16 m²,12 m²,,,96 m²,Non,18 m²,,,Oui,19 m²,Oui,,Américaine,9 m²,1,1,2,,Double vitrage,Non,Non,4,1,Oui,,125 m²,Oui,,Oui,Non,239 kWh/m²/an,26998 kWh/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1850,,Equipée,,9 m,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc47754,VBC47754,Maison à vendre,169000,Rue du Paradis 64,4800 Verviers,Remis à neuf,Non,A l’acte,3,14 m²,14 m²,22 m²,,95 m²,,,Non,Oui,Non,,,,,,1,,2,Gaz,Double vitrage,,,2,2,Oui,30 m²,150 m²,Oui,,,,372 kWh/m²/an,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,Oui,80 m²,20250214012100,1875,,Equipée,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc21495,VBC21495,Appartement à vendre,292500,Avenue Peltzer 21,4800 Verviers,Nouveau,,,2,13 m²,10 m²,,,91 m²,,,Oui,,,,,,,,1,,1,,Double vitrage,Oui,,,,Oui,15 m²,,,Oui,Oui,,47 kWh/m²/an,4400 kWh/an,17/09/2034,,,,Information non communiquée,Information non communiquée,,,,,,,,,,2024,,Super équipée,,,Ouest,,,Oui,,,,,,,,3,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vwc99079,VWC99079,Maison à vendre,360216,Clos Poussard,4800 Petit-Rechain,,Non,,4,,,,,140 m²,,42 m²,Oui,Non,,,Oui,1,Pas de cuisine,,1,,,Gaz,Double vitrage,Non,Oui,,,Oui,17 m²,,Oui,Oui,,Non,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,,,Oui,254 m²,B,,16 m²,,,,,,,,,1,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,pas d'application,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vwc99080,VWC99080,Maison à vendre,353586,Clos Poussard,4800 Petit-Rechain,,Non,,4,,,,,140 m²,,,Oui,Oui,,,Oui,1,Pas de cuisine,,1,,,Mazout,Double vitrage,Non,Oui,3,,Oui,17 m²,,Oui,Oui,,Non,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,Non,,Non,,,,Oui,208 m²,B,,,,,,,,,,,1,,33 m²,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,pas d'application,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vwd00161,VWD00161,Maison à vendre,338757,Rue Clos Poussard 1,4800 Petit-Rechain,Nouveau,Non,A partir du : 01/04/2023,3,,,,,135 m²,,,Non,Oui,,,Oui,1,Pas de cuisine,,,,,Gaz,Double vitrage,Non,Oui,3,,Oui,15 m²,239 m²,Oui,Oui,,Non,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,Non,,Oui,Non,,,Oui,102 m²,B,2022,,,,,,,,,,1,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,,"non, pas d'attestation",Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/petit-rechain/vbc73936,VBC73936,Maison à vendre,240000,Rue de Grand-Rechain 56,4800 Petit-Rechain,À rénover,Non,A l’acte,3,,,,,,,,Non,Non,Non,,Oui,,,,1,,1,Mazout,,,,4,,,,601 m²,Oui,,,,552 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,Nord,,,2024227011796,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc86713,VBC86713,Maison à vendre,65000,Pied Vache 11,4800 Verviers,À rénover,Non,A l’acte,4,,,,,,,,Non,Non,Non,,,,,,,,,,,,,2,,,,140 m²,,,,,859 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,Oui,,20240627015147,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4800/verviers/vbc86480,VBC86480,Immeuble mixte à vendre,149000,Rue Fernand Houget 14,4800 Verviers,,Non,,3,,,,,296 m²,,,Non,Non,Non,,,,,,2,,,Non specifié,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc86453,VBC86453,Appartement à vendre,95000,Rue du Pont 4-6,4800 Verviers,Normal,Non,A l’acte,1,12 m²,,,,71 m²,Non,14 m²,Oui,,,,,,Américaine,17 m²,1,1,1,,Double vitrage,Non,Non,2,4,Oui,0 m²,,Oui,Oui,Oui,Non,262 kWh/m²/an,18705 kWh/an,,48,"non, pas d'attestation",Non,Risque élevé,Information non communiquée,,,,,,Est,,,,1919,,Equipée,6 m²,9 m,Est,,9 m,Non,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/4800/verviers/vbc72751,VBC72751,Loft à vendre,149000,Rue Fernand Houget 14,4800 Verviers,Normal,,,3,13 m²,15 m²,40 m²,,296 m²,Non,136 m²,,,,,,,Américaine,9 m²,2,2,2,Gaz,Double vitrage,Oui,Oui,2,5,,,,Oui,Oui,Oui,Non,95 kWh/m²/an,28260 kWh/an,27/11/2033,20,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,Nord-ouest,,,,,,Equipée,,,,,,,,1,,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc85064,VBC85064,Appartement à vendre,149000,Rue des Carrières 34 3,4800 Verviers,,Non,,2,,,,,84 m²,Non,25 m²,Non,Non,Non,,,,,,,1,1,,,Non,,3,3,Oui,,,,,,,476 kWh/m²/an,,12/10/2033,4760,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,Ouest,,,20231013012961,,,,,8 m,,33 m,,,,,,,,,84 m²,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc85000,VBC85000,Maison à vendre,219000,Rue Peltzer de Clermont 28,4800 Verviers,Remis à neuf,,,4,,,,,124 m²,Non,13 m²,Oui,,,,,,Indépendante,,1,,,Gaz,,,,2,3,Oui,,90 m²,Oui,Oui,Oui,Non,166 kWh/m²/an,28040 kWh/an,13/10/2024,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1850,,,,,,,,,,,,,,09/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc84935,VBC84935,Maison à vendre,229000,Rue des Hougnes 64,4800 Verviers,À rénover,,A l’acte,5,10 m²,14 m²,15 m²,15 m²,158 m²,Non,27 m²,,,Oui,6 m²,Oui,,,5 m²,1,1,1,,,Non,Non,2,3,Oui,8 m²,,,,,Non,302 kWh/m²/an,50347 kWh/an,14/04/2033,55,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,1,Nord,,,,1930,,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc82574,VBC82574,Maison à vendre,99000,Rue de la Montagne 78,4800 Verviers,À rénover,,A l’acte,5,15 m²,15 m²,24 m²,15 m²,155 m²,Non,,,,,,,,Indépendante,,2,2,2,,,Non,Non,2,3,,,,,,,Non,295 kWh/m²/an,,,62,"non, pas d'attestation",,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,,,,,,,Oui,,,,,,,,,,,,,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc80525,VBC80525,Maison à vendre,229000,Rue de Stembert 286,4800 Verviers,,,A l’acte,3,,,,,170 m²,Non,,,Oui,,,Oui,1,Américaine,,1,,,Gaz,Double vitrage,,,2,4,Oui,,226 m²,Oui,Oui,Oui,,370 kWh/m²/an,,23/12/2034,68,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,1,Nord-ouest,Oui,,,,,Equipée,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/4800/verviers/vbc80110,VBC80110,Maison de maître à vendre,249500,Rue du Palais 47,4800 Verviers,Normal,Oui,,6,17 m²,17 m²,16 m²,17 m²,294 m²,Non,18 m²,Oui,Oui,Oui,16 m²,,,Américaine,6 m²,2,2,3,Gaz,Double vitrage,Non,Non,2,3,Oui,15 m²,100 m²,Oui,Oui,Oui,Non,242 kWh/m²/an,71309 kWh/an,02/04/2034,48,"oui, attestation conforme",,Risque moyen,Information non communiquée,,,,,,Nord-est,,,,1875,,Equipée,,6 m,Sud-est,,6 m,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/4800/lambermont/vbc79253,VBC79253,Loft à vendre,149000,Rue Francval 22 03,4800 Lambermont,À rénover,Non,A l’acte,2,22 m²,16 m²,,,140 m²,Non,40 m²,Oui,,,,,,,10 m²,1,1,2,Bois,,Non,Non,3,1,,,,,,Oui,Non,507 kWh/m²/an,60066 kWh/an,01/04/2035,8,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4800/verviers/vbc77828,VBC77828,Immeuble mixte à vendre,485000,Rue des Chapeliers 128,4800 Verviers,,,A l’acte,,,,,,930 m²,,,,,,,Oui,,Indépendante,,6,6,6,Non specifié,,Oui,Oui,2,2,Oui,,1306 m²,,Oui,Oui,Non,,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vwd13500,VWD13500,Maison à vendre,209000,Rue de Mangombroux 191C,4800 Verviers,Remis à neuf,Non,A l’acte,1,11 m²,,,,82 m²,,26 m²,Oui,Non,,,Oui,,,17 m²,1,,,Gaz,Triple vitrage,,,2,,Oui,44 m²,,Oui,Oui,Oui,,147 kWh/m²/an,12263 kWh/an,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,Non,,,,,,20221210001469,,,,5 m²,,Sud,,,,,,,,,,,,,,Non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/4800/verviers/vbc76486,VBC76486,Loft à vendre,256000,Rue des Chapeliers 133 a,4800 Verviers,Normal,Non,A l’acte,2,46 m²,33 m²,,,312 m²,Non,118 m²,,,,,Oui,1,Américaine,38 m²,1,1,1,Gaz,Double vitrage,Oui,Non,3,2,Oui,30 m²,,Oui,Oui,Oui,Non,285 kWh/m²/an,78703 kWh/an,27/03/2035,52,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,Sud,,,,,,Equipée,19 m²,12 m,Sud,22 m,12 m,Oui,Non,,,,,,,3,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc75919,VBC75919,Maison à vendre,155000,de la Cité 64,4800 Verviers,À rénover,Non,,4,,,,,163 m²,Non,,Non,Non,Non,,,,,,,1,2,Gaz,,Non,,2,,Oui,,210 m²,,,,,332 kWh/m²/an,,07/01/2035,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,Oui,,,,,,,,,,,,,,,,,,81 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc75255,VBC75255,Maison à vendre,260000,Rue Nicolas Dubois 41,4800 Verviers,Excellent,,A l’acte,4,13 m²,13 m²,11 m²,11 m²,145 m²,Non,32 m²,Oui,Oui,,,Oui,,Américaine,,1,1,2,Gaz,Double vitrage,Non,Non,2,,,,193 m²,Oui,Oui,Oui,Non,247 kWh/m²/an,35863 kWh/an,07/04/2035,46,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,Nord,Oui,120 m²,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4800/verviers/vbc75094,VBC75094,Maison à vendre,319000,"Rue de Jehanster, 50",4800 Verviers,,,,4,,,,,204 m²,,54 m²,,Oui,,,,,,,1,,,Gaz,,,,2,,Oui,10 m²,283 m²,,,,,303 kWh/m²/an,61679 kWh/an,,56,,,Information non communiquée,Information non communiquée,,,,,,Sud-ouest,Oui,,20240221005193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4800/verviers/vbc74606,VBC74606,Appartement à vendre,265000,Rue Henri Pirenne 77 207,4800 Verviers,,,,2,,,,,90 m²,Non,41 m²,,,,,,,,,1,,1,,,Oui,,2,3,Oui,9 m²,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,Non,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/4800/verviers/vbc74205,VBC74205,Loft à vendre,129000,Rue Francval 20 02,4800 Verviers,À rénover,Non,A l’acte,2,18 m²,15 m²,,,216 m²,Non,83 m²,,,,,Oui,1,Indépendante,16 m²,1,,2,,Double vitrage,Non,Non,2,1,,,,,,Oui,Non,667189 kWh/m²/an,125837 kWh/an,01/04/2035,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
