ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Garage,Équipement_de_la_cuisine,Nombre_de_façades,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Véranda,Nombre_de_salles_de_bain,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Largeur_de_la_façade,Surface_constructible,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_de_Garages,Type_de_vitrage,Panneaux_solaires,Pompe_à_chaleur,Air_conditionné,Alarme_antieffraction,Orientation_de_la_façade_du_bien,Parlophone,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Étage_de_lappartement,Nombre_de_places_de_parking_extérieur,Permis_de_bâtir_obtenu,Largeur_du_terrain_à_rue,Bien_actuellement_loué,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_toilettes,Raccordé_à_leau_courante,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Emission_de_CO2,Surface_du_garage,Conso_annuelle_totale_dénergie_primaire,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Chauffage_au_sol,Compteur_Bihoraire,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Niveau_S,Surface_du_séjour,Surface_du_bureau,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_des_caves,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Profondeur_du_terrain,Surface_du_grenier,Possibilités_pour_profession_libérale,Surface_totale,Porte_de_garage_motorisée,Domotique,Porte_daccès_sécurisée,Niveau_K,Nombre_de_douches,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Piscine_extérieure,Surface_salle_à_manger,Orientation_de_la_terrasse,Feu_ouvert,Balcon,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Station_de_charge_électrique,Adoucisseur_deau,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Attestation__Installation_électrique__Validité,Panneaux_solaires_thermiques,Appartement_de_service,Surface_du_dressing,Surface_de_la_véranda,Niveau_E,Attestation__Citernes_à_mazout__Validité,Clef_électronique
https://immovlan.be/fr/detail/villa/a-vendre/3990/peer/rbt66539,RBT66539,Villa à vendre,995000,Baan naar Bree 126,3990 Peer,Excellent,1974,A l’acte,6,550 m²,Non,Oui,Oui,Oui,Super équipée,4,Oui,85000 m²,Oui,8500 m²,20210628 kWh/m²/an,Non,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/peer/rbt64468,RBT64468,Maison à vendre,349000,Meeuwerbaan 41,3990 Peer,Normal,1984,,4,161 m²,Non,Oui,Non,,,,Oui,724 m²,Oui,1077 m²,228 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,1,Gaz,Non,Non,11 m,153 m²,20241207-0003471679-RES1,07/12/2034,"non, pas d'attestation",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/peer/rbt36362,RBT36362,Maison à vendre,199000,Lijsterstraat 2,3990 Peer,À rénover,1967,,3,171 m²,Non,Non,Non,Oui,,,Oui,,,735 m²,914 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Non specifié,Non,Non,,,,,"non, pas d'attestation",,Non,2,Simple vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3990/peer/rbt31308,RBT31308,Appartement à vendre,349000,Markt 9 2,3990 Peer,Normal,,,3,304 m²,,Non,Non,,,,Oui,,Oui,,140 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,Non,,,20230131-0002796687-RES-1,31/01/2033,"non, pas d'attestation",,Non,,Double vitrage,Oui,Oui,Oui,Oui,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3990/peer/rbt26480,RBT26480,Penthouse à vendre,295000,Zuidervest 109 bus 3,3990 Peer,À rénover,2025,,2,101 m²,,Non,Non,,,,,,Oui,,20 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Solaire,Non,Non,,191 m²,,,pas d'application,,Non,,,Oui,Oui,Oui,,,Oui,2,21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3990/peer/rbt26479,RBT26479,Appartement à vendre,255000,Zuidervest 109 bus 2,3990 Peer,À rénover,2025,,2,80 m²,Non,Non,Non,,,,,,Oui,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Solaire,Non,Non,,191 m²,,,pas d'application,,Non,,,Oui,Oui,Oui,,,Oui,3,13 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/peer/rbt20944,RBT20944,Maison à vendre,285000,Kiezel Kleine Brogel 15A,3990 Peer,En cours de construction,2023,,3,160 m²,,Non,Oui,Oui,,,Oui,,Oui,239 m²,15 kWh/m²/an,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Non specifié,Non,Non,,,,,pas d'application,,Non,,,,,,,Est,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/peer/rbt08182,RBT08182,Maison à vendre,221914,Roggestraat 22,3990 Peer,Nouveau,,,3,144 m²,Non,,,,,3,Oui,,Oui,347 m²,,,,,,,Pas de risque d’inondation,Information non communiquée,,1,Gaz,Non,,,,,,pas d'application,Non,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/peer/rbt08181,RBT08181,Maison à vendre,270862,Roggestraat 24,3990 Peer,Nouveau,,,3,144 m²,Non,,,,,3,Oui,,Oui,308 m²,,,,,,,Pas de risque d’inondation,Information non communiquée,,1,Gaz,Non,,,,,,pas d'application,Non,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/peer/rbt08180,RBT08180,Maison à vendre,221914,Roggestraat 20,3990 Peer,Nouveau,,,3,144 m²,Non,,,,,3,Oui,,Oui,299 m²,,,,,,,Pas de risque d’inondation,Information non communiquée,,1,Gaz,Non,,,,,,pas d'application,Non,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/peer/rbs36914,RBS36914,Maison à vendre,,,3990 Peer,Normal,1939,,5,325 m²,Non,Oui,Non,Oui,,,Oui,,,3080 m²,153 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,2,Gaz,Non,Non,11 m,166 m²,20230405-0002858886-RES-2,05/04/2033,"non, pas d'attestation",Non,Oui,,,,,,Oui,Ouest,,3,,,,,46 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/wijchmaal/rbt72046,RBT72046,Maison à vendre,385000,Roggestraat 33,3990 Wijchmaal,Nouveau,2025,Immédiatement,3,160 m²,Non,Non,Non,Oui,,3,Oui,361 m²,Oui,539 m²,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,Non,,840 m,86 m²,,,"oui, attestation conforme",Non,,,,,,,,Sud-ouest,,,16 m²,,,,,Non,Non,Non,Non,Non,2,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3990/grote-brogel/rbs27715,RBS27715,Maison à vendre,240000,LAARDERWEG 66,3990 Grote-Brogel,Normal,,,,241 m²,,,Oui,,,4,,,,760 m²,360 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,11 m,,20241125-0003457221-RES-1,25/11/2034,"oui, attestation non conforme",,,,,,,,,,,,,,,Oui,14 m,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4000/rocourt/vbc89338,VBC89338,Bungalow à vendre,375000,Clos des Porions 6,4000 Rocourt,,1995,A l’acte,3,149 m²,Non,Non,Oui,Oui,,4,Oui,,Oui,1543 m²,593 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Electrique,Non,,,,,19/11/2034,"non, pas d'attestation",,,1,,,,,,Sud-ouest,,,20 m²,,2,,,Non,Non,Non,Non,Non,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc77904,VBC77904,Appartement à vendre,285570,"Chaussée de Tongres, 52",4000 Rocourt,,,,2,93 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,Sud,,,14 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/rocourt/vbc77917,VBC77917,Maison à vendre,320000,Rue de Lantin 134 B,4000 Rocourt,Normal,1982,,3,130 m²,Non,Non,Non,Oui,,,Oui,360 m²,Oui,530 m²,232 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Electrique,Non,Non,,70 m²,20250512001048,12/05/2035,"non, pas d'attestation",,Non,1,Double vitrage,Oui,,,,,,2,13 m²,,,,,,,,,,,,,,60,24 m²,43168 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4000/rocourt/rwc39463,RWC39463,Villa à vendre,346550,,4000 Rocourt,Excellent,,A convenir,3,812 m²,,,Oui,Oui,Super équipée,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,1,Gaz,,,,,,,"oui, attestation conforme",,,,,Oui,Oui,,,,Oui,,,,2,,,Non,,,,,,Oui,,,,,,1,Américaine,Oui,Oui,Oui,Oui,Oui,Oui,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc64801,VBC64801,Appartement à vendre,179000,Rue Lohest 95 32,4000 Rocourt,Normal,,A l’acte,2,79 m²,Non,Non,Non,Oui,,,,,Oui,,218 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Oui,,,,20180111013787,11/01/2028,"oui, attestation conforme",,,,,,,,,,,,6 m²,,,,,Non,Non,Non,Non,Non,1,,,,,,,,,,,,,,,,41 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/rocourt/vbc57897,VBC57897,Maison à vendre,180000,Rue François Lefebvre 43,4000 Rocourt,À rénover,1920,,2,174 m²,Non,Non,Oui,,Semi-équipée,2,Oui,80 m²,Oui,,276 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,Gaz,Non,,7 m,112 m²,20241119012732,19/11/2034,"non, pas d'attestation",,,,,,,,,,,,13 m²,,,,,Non,Non,Non,Non,Non,2,,,,53,,,,,,,,,,,,32 m²,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4000/rocourt/vbc47435,VBC47435,Villa à vendre,390000,,4000 Rocourt,Normal,,,3,118 m²,,Oui,,Oui,,4,Oui,270 m²,Oui,610 m²,329 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Mazout,,,12 m,,,02/03/2026,,,,1,Double vitrage,,,,,,,1,,,2,,12 m,,,,,,2,Oui,,,83,,82875 kWh/an,,,,,,,,,,33 m²,,14 m²,9 m²,12 m²,29 m²,16 m²,8 m²,Est,31 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/rocourt/vbc21512,VBC21512,Maison à vendre,249000,Chaussée de Tongres 295,4000 Rocourt,Normal,,,3,146 m²,,Oui,Oui,,,2,Oui,157 m²,Oui,234 m²,249 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Mazout,,,6 m,,,,,,,,Double vitrage,,,,,,,2,30 m²,,,,6 m,,,,,,1,,,,,,38513 kWh/an,,,,,,Oui,,,,31 m²,,14 m²,15 m²,,21 m²,19 m²,,,38 m,36 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/rocourt/vwd11920,VWD11920,Maison à vendre,359000,rue de lantin 196,4000 Rocourt,Excellent,2025,A partir du : 01/04/2025,4,175 m²,,Non,Oui,Oui,Super équipée,2,Oui,300 m²,Oui,427 m²,68 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Non specifié,,,10 m,,,,"oui, attestation conforme",,Non,,,,Oui,,,,,,35 m²,,1,,,Non,,,Oui,,,,,,,14 m²,11900 kWh/an,1,Américaine,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,40 m²,Oui,175 m²,Oui,Oui,Oui,32,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/rocourt/vbc11959,VBC11959,Maison à vendre,225000,"Rue de l'Arbre Sainte Barbe, 318/5",4000 Rocourt,,,,3,130 m²,,,,,,2,,,Oui,116 m²,117 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,20230430001979,,,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,22,,15245 kWh/an,,,,,,,,,,35 m²,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04430,VBC04430,Appartement à vendre,292755,Chaussée de Tongres 52,4000 Rocourt,,,,2,93 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,16 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04426,VBC04426,Appartement à vendre,285570,Chaussée de Tongres 52,4000 Rocourt,,,,2,93 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,14 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04422,VBC04422,Appartement à vendre,301050,Chaussée de Tongres 52,4000 Rocourt,,,,2,93 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,12 m²,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04420,VBC04420,Appartement à vendre,304665,Chaussée de Tongres 52,4000 Rocourt,,,,2,101 m²,,,,,,3,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Air pulsé,,,,,,,,,,,,,,,,,,,13 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04419,VBC04419,Appartement à vendre,312900,Chaussée de Tongres 52,4000 Rocourt,,,,2,94 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,16 m²,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04418,VBC04418,Appartement à vendre,296542,Chaussée de Tongres 52,4000 Rocourt,,,,2,97 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,14 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04416,VBC04416,Appartement à vendre,320700,Chaussée de Tongres 52,4000 Rocourt,,,,2,101 m²,,,,,,3,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Air pulsé,,,,,,,,,,,,,,,,,,,13 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04415,VBC04415,Appartement à vendre,305700,Chaussée de Tongres 52,4000 Rocourt,,,,2,95 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,12 m²,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04414,VBC04414,Appartement à vendre,299000,Chaussée de Tongres 52,4000 Rocourt,,,,2,100 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,7 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04413,VBC04413,Appartement à vendre,318600,Chaussée de Tongres 52,4000 Rocourt,,,,2,102 m²,,,,,,3,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Air pulsé,,,,,,,,,,,,,,,,,,,8 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04411,VBC04411,Appartement à vendre,421300,Chaussée de Tongres 52,4000 Rocourt,,,,3,129 m²,,,,,,4,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,2,Air pulsé,,,,,,,,,,,,,,,,,,,48 m²,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04410,VBC04410,Appartement à vendre,297540,Chaussée de Tongres 52,4000 Rocourt,,,,2,96 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,17 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04409,VBC04409,Appartement à vendre,302670,Chaussée de Tongres 52,4000 Rocourt,,,,2,102 m²,,,,,,3,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Air pulsé,,,,,,,,,,,,,,,,,,,8 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04408,VBC04408,Appartement à vendre,293692,Chaussée de Tongres 52,4000 Rocourt,,,,2,96 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,14 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04407,VBC04407,Appartement à vendre,218000,Chaussée de Tongres 52,4000 Rocourt,,,,2,63 m²,,,,,,1,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Air pulsé,,,,,,,,,,,,,,,,,,,11 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04404,VBC04404,Appartement à vendre,293650,Chaussée de Tongres 52,4000 Rocourt,,,,2,84 m²,,,,,,1,Oui,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Air pulsé,,,,,,,,,,,,,,,,,,,8 m²,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04403,VBC04403,Appartement à vendre,300390,Chaussée de Tongres 52,4000 Rocourt,,,,2,97 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,17 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/rocourt/vbc04401,VBC04401,Appartement à vendre,295260,Chaussée de Tongres 52,4000 Rocourt,,,,2,100 m²,,,,,,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,,,,,,,,,6 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/rocourt/vbc15645,VBC15645,Maison à vendre,299000,Avenue des Lilas 42,4000 Rocourt,À rénover,1976,A l’acte,3,177 m²,Non,Non,Oui,Oui,Semi-équipée,4,Oui,,,353 m²,345 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,Mazout,Non,,,,20240704018614,,"oui, attestation non conforme",,,1,,,,,,Nord-est,,1,,,,,,Non,Non,Non,Non,Non,1,Oui,,,85,,,,,,,,,,,,32 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc88904,VBC88904,Maison à vendre,169000,Rue Renardi 41,4000 Liège,À rénover,,,2,145 m²,,Non,Oui,,,,Oui,,Oui,242 m²,400 kWh/m²/an,Non,,,,,Information non communiquée,Information non communiquée,Non,1,Gaz,Non,Non,,,20240814010367,14/08/2034,pas d'application,,Non,,Double vitrage,,,,,,,,19 m²,,,,,,,,,,,,,,,,58900 kWh/an,,,,,,,,,,,,,,,,,5 m²,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/liege/vbc88266,VBC88266,Appartement à vendre,649000,Rue Lebeau 4 3,4000 Liège,Remis à neuf,,,3,215 m²,,Non,Non,Oui,,,,,Oui,,141 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,2,Gaz,Oui,Non,,,20250207014855,07/02/2035,"non, pas d'attestation",,Non,,,,,,,,,,7 m²,3,,,,,,,,,,,,,,,30003 kWh/an,,,,,,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/glain/vbc87769,VBC87769,Maison à vendre,169000,Rue du Centre 290,4000 Glain,À rénover,,,2,100 m²,,Oui,Oui,,,,Oui,,,100 m²,649 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,Non,,,20250321003413,21/03/2035,pas d'application,,Non,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,119,,49872 kWh/an,,,,,,,,,,,,,,,8 m²,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
