ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Grenier,Véranda,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Caves,Salle_à_manger,Dressing,Buanderie,Local_vélo,Surface_constructible,Référence_PEB,Emission_de_CO2,Nombre_détages_de_limmeuble,Garage,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Raccordé_au_gaz_de_ville,Balcon,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_salle_à_manger,Nombre_de_Garages,Surface_chambre_à_coucher_5,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Citerne_à_eau_de_pluie,Panneaux_solaires,Surface_du_grenier,Parlophone,Étage_de_lappartement,Surface_du_dressing,Pompe_à_chaleur,Surface_des_caves,Surface_du_garage,Orientation_du_jardin,Porte_daccès_sécurisée,Maison_basse_énergie,Compteur_deau_individuel,Attestation__Installation_électrique__Validité,Surface_totale,Compteur_Bihoraire,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Profondeur_du_terrain,Appartement_de_service
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vba82854,VBA82854,Appartement à vendre,,,6900 Marche-en-Famenne,,Oui,,,2,15 m²,15 m²,,,105 m²,Non,39 m²,,,,,,1,,,,Gaz,Double vitrage,Oui,Oui,,,,,Oui,94 m²,Oui,13 m²,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,5,Oui,,,,,,,Oui,,,,,,,,,,,,1,,Oui,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/aye/vba38853,VBA38853,Maison à vendre,550000,Rue de la Commanderie 8,6900 Aye,Normal,,1968,A l’acte,2,14 m²,9 m²,,,216 m²,Oui,,,,Equipée,Américaine,,1,1,3,,,Double vitrage,Non,Oui,Nord-ouest,4,9 m,7,Oui,1041 m²,Oui,83 m²,,1207 m²,9 m,Oui,Oui,Non,206 kWh/m²/an,,,,,,,Risque élevé,Information non communiquée,Oui,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,42 m,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vba38852,VBA38852,Appartement à vendre,550000,Rue de la Commanderie 8,6900 Marche-en-Famenne,Normal,,,,2,14 m²,9 m²,,,216 m²,,,,,,,,1,,3,12 m²,,Double vitrage,,,Nord-ouest,4,9 m,7,Oui,1041 m²,Oui,83 m²,,,9 m,Oui,Oui,,206 kWh/m²/an,35684 kWh/an,,,,,,Information non communiquée,Information non communiquée,Oui,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,87 m²,,,,,,,,,,,,42 m,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vba32953,VBA32953,Maison à vendre,249000,Ch. de Rochefort 69,6900 Marche-en-Famenne,Normal,,1957,,3,16 m²,19 m²,16 m²,,135 m²,Non,18 m²,Oui,Oui,Semi-équipée,Kitchenette,27 m²,1,1,2,,Mazout,Double vitrage,Non,Non,Nord-est,2,6 m,,Oui,729 m²,Oui,24 m²,Sud-ouest,729 m²,6 m,Oui,Oui,Non,349 kWh/m²/an,50375 kWh/an,,,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,Oui,,,,,,,86,2,Oui,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,63 m²,,,,,,,,,,,70 m,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vaz81741,VAZ81741,Appartement à vendre,,,6900 Marche-en-Famenne,,,,,0,,,,,,Non,,,,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,Non,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vaz81740,VAZ81740,Appartement à vendre,,,6900 Marche-en-Famenne,,,,,0,,,,,,Non,,,,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,Non,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vaz81739,VAZ81739,Appartement à vendre,,,6900 Marche-en-Famenne,,,,,0,,,,,,Non,,,,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,Non,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/studio/a-vendre/6900/marche-en-famenne/vbc50774,VBC50774,Studio à vendre,85000,Place aux Foires 17 13,6900 Marche-en-Famenne,,Non,,,,,,,,38 m²,Non,,Non,Non,,,,,1,,,Non specifié,,Oui,,,,,,,,Oui,,,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc48159,VBC48159,Appartement à vendre,199000,Avenue du Monument 21B 7,6900 Marche-en-Famenne,,Non,1997,,1,,,,,59 m²,Non,,Non,Non,,,,,1,1,,Gaz,,Oui,,,2,,,,,Oui,2 m²,,,,,,,288 kWh/m²/an,,12/03/2025,pas d'application,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20250312019056,,4,,,,,,,,,,,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/6900/marche-en-famenne/vbc32197,VBC32197,Studio à vendre,75000,Avenue de la Toison d'Or 17 63,6900 Marche-en-Famenne,,,,,,,,,,28 m²,Non,,,,,,,,1,,,Electrique,,Oui,,,,,,Non,,Non,,,,,,Oui,,1188 kWh/m²/an,33789 kWh/an,18/08/2032,pas d'application,,,,Information non communiquée,Information non communiquée,,,,,,,20220818011331,,6,Oui,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6900/marche-en-famenne/vbc21859,VBC21859,Chalet à vendre,165000,Rue de la Roche 26,6900 Marche-en-Famenne,,Non,,,2,,,,,45 m²,Oui,,Non,Non,,,,1,,1,,Bois,,Non,,,,,,Oui,,Non,,,458 m²,,,,,891 kWh/m²/an,40593 kWh/an,14/01/2035,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20250114024146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6900/marche-en-famenne/vbc90604,VBC90604,Immeuble mixte à vendre,389000,Rue des Carmes 15,6900 Marche-en-Famenne,Normal,,1958,,3,16 m²,13 m²,8 m²,,500 m²,Non,27 m²,,,Equipée,Américaine,18 m²,1,1,1,,Mazout,Double vitrage,Non,Non,,3,,,,,Oui,39 m²,,333 m²,,,,Non,303 kWh/m²/an,56511 kWh/an,23/01/2029,"non, pas d'attestation",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,75,3,Oui,,,,,,,,,,,,,,,31 m²,1,,,,,,,,,,,,200 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc87236,VBC87236,Maison à vendre,285000,Rue Albert Ier 15,6900 Marche-en-Famenne,Normal,Non,1930,A l’acte,4,16 m²,15 m²,13 m²,22 m²,264 m²,Non,15 m²,Oui,,Equipée,Américaine,16 m²,1,1,2,,Mazout,Double vitrage,Non,Non,Nord-ouest,3,10 m,3,Oui,500 m²,Oui,,,773 m²,10 m,Oui,Oui,Non,208 kWh/m²/an,52895 kWh/an,10/10/2034,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Oui,Oui,Oui,,,,,51,3,Oui,,,,,,,,,,,,,,,15 m²,1,,,1,,Oui,,,,7 m²,,,22 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6900/marche-en-famenne/vbc87218,VBC87218,Chalet à vendre,230000,Rue de Grusone 70,6900 Marche-en-Famenne,Normal,Non,1970,A l’acte,2,,,,,70 m²,Oui,,,,Semi-équipée,Kitchenette,,1,,1,,Mazout,Double vitrage,Non,Non,,4,,,Oui,,,,,4830 m²,,Non,,Non,245 kWh/m²/an,16416 kWh/an,15/05/2035,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,62,1,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vwd09717,VWD09717,Appartement à vendre,245000,,6900 Marche-en-Famenne,Excellent,,,A l’acte,3,,,,,339 m²,,,,,Super équipée,Américaine,,1,,,,Mazout,Double vitrage,,,,4,,,Oui,,Oui,,,,,,Oui,,392 kWh/m²/an,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,Oui,,,,,,2021110012085,,2,,,,,,,,,,,,,,,Non,,,,Oui,,,,,,0,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vwd09714,VWD09714,Appartement à vendre,185000,,6900 Marche-en-Famenne,Excellent,,,A l’acte,1,,,,,273 m²,,,,,Equipée,,,1,,,,Mazout,Double vitrage,,,,4,,,,,,,,,,Oui,Oui,,436 kWh/m²/an,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,,,Oui,,,20211110012248,,2,,,,,,,,,,,,,,,,,,,Oui,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6900/marche-en-famenne/vwd05777,VWD05777,Immeuble mixte à vendre,400000,,6900 Marche-en-Famenne,Normal,,,A l’acte,4,,,,,618 m²,,,,,Semi-équipée,,,1,,,,Mazout,Double vitrage,,,,4,,12,,,Oui,,,1068 m²,,,Oui,,392 kWh/m²/an,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,,,Oui,,,20211110012085,,,Oui,,,,,,,,,,,,,,Non,,,,,5,,,,,,,,,,,,,,,618 m²,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc86887,VBC86887,Appartement à vendre,210000,Place du roi Albert 15 /A,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,3,17 m²,12 m²,13 m²,,129 m²,Non,31 m²,,,Equipée,Américaine,17 m²,1,,,10 m²,Mazout,Double vitrage,Non,Non,,2,,,,,,,,,,Oui,Oui,Non,371 kWh/m²/an,50840 kWh/an,22/05/2035,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc86460,VBC86460,Maison à vendre,325000,Rue du Luxembourg 48,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,5,8 m²,8 m²,14 m²,15 m²,205 m²,Non,24 m²,Non,Non,Equipée,,13 m²,1,,2,8 m²,,Double vitrage,Non,Non,,,,,Oui,,Oui,35 m²,,,,,Oui,,363 kWh/m²/an,89766 kWh/an,,,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Oui,Non,Non,Non,Non,140 m²,20250530016498,90,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,8 m²,,,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/6900/marche-en-famenne/vbc85671,VBC85671,Triplex à vendre,275000,,6900 Marche-en-Famenne,,Non,1988,,1,,,,,102 m²,Non,43 m²,Non,Non,,,,1,1,1,,Mazout,,Non,,,3,,,,,Oui,17 m²,,,,,Oui,,,,03/06/2035,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,,20250603023950,44,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc84380,VBC84380,Maison à vendre,260000,rue Saint-Denis 62,6900 Marche-en-Famenne,Normal,,1941,,2,,,,,172 m²,,,Oui,Non,,,,1,,,3 m²,Mazout,Double vitrage,Non,Non,Sud-est,,9 m,,Oui,818 m²,,,,818 m²,13 m,,,,353 kWh/m²/an,42873 kWh/an,30/04/2029,pas d'application,,Non,,Information non communiquée,Information non communiquée,Oui,,,,,195 m²,20190430008921,86,,Oui,,,,,,,,,,,,,,Non,,1,,,,,Oui,40 m²,,,,,9 m²,23 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc84378,VBC84378,Maison à vendre,400000,Chaussée de Rochefort 103,6900 Marche-en-Famenne,Normal,,1970,,4,,,,,494 m²,,,Oui,Non,,,,2,,,9 m²,Mazout,Double vitrage,Non,Non,Nord-ouest,,,1,Oui,,Oui,,,1577 m²,,,,,325 kWh/m²/an,131312 kWh/an,08/05/2035,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Oui,,,,,,20250508013842,80,,Oui,,,,,,,,,,,,,,Non,,1,,,,,,92 m²,,,,,17 m²,26 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc84376,VBC84376,Maison à vendre,265000,rue des Cerisiers 6,6900 Marche-en-Famenne,Normal,,1967,A convenir,3,,,,,136 m²,,,Oui,Non,,,,1,,,3 m²,Mazout,Double vitrage,Non,Non,Sud-est,,,1,Oui,,Oui,,,516 m²,,,,,369 kWh/m²/an,42974 kWh/an,08/05/2035,pas d'application,,Non,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,20250508006357,91,,Oui,,,,,,,,,,,,,,Non,,1,,,,,,7 m²,,,,,2 m²,20 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc83564,VBC83564,Maison à vendre,398500,Rue de la Carrière 4,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,4,11 m²,10 m²,14 m²,11 m²,130 m²,Non,20 m²,Oui,Non,Equipée,,13 m²,2,,3,4 m²,,Double vitrage,Non,Non,,,,1,Oui,,Oui,30 m²,,,,,Oui,Non,313 kWh/m²/an,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,468 m²,20250528016591,77,,,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc81220,VBC81220,Maison à vendre,210000,Rue Porte Haute 16 A,6900 Marche-en-Famenne,À rénover,Non,,,4,,,,,427 m²,Non,48 m²,Oui,Non,,,,2,,4,,Mazout,,Oui,,Sud,2,,,,,Oui,47 m²,,310 m²,,,Oui,,283 kWh/m²/an,,15/09/2026,pas d'application,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,310 m²,20162915017192,,5,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc80060,VBC80060,Maison à vendre,,,6900 Marche-en-Famenne,À rénover,,,Immédiatement,3,,,,,190 m²,Non,,,,,,,1,,,,,,Non,Non,,3,,,Oui,,,,,,,Oui,,Non,555 kWh/m²/an,53560 kWh/an,14/05/2035,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,138,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/6900/marche-en-famenne/vbc79246,VBC79246,Rez-de-chaussée à vendre,338000,Rue de Bastogne 113B 1,6900 Marche-en-Famenne,,,2024,A l’acte,3,15 m²,9 m²,9 m²,,139 m²,Non,40 m²,,,,Indépendante,6 m²,2,2,2,5 m²,,,Oui,,Sud,3,,,Oui,111 m²,Oui,,Nord-est,,,Oui,Oui,,82 kWh/m²/an,11359 kWh/an,21/12/2033,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,82,4,,,,,Oui,,,,,,Oui,,,,,,,,,,,Oui,,Oui,0,,,,,Nord-est,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc77708,VBC77708,Maison à vendre,265000,Aux Trois Sapins 8,6900 Marche-en-Famenne,À rénover,Non,1980,,5,16 m²,16 m²,13 m²,13 m²,242 m²,Non,34 m²,Oui,Oui,Equipée,Américaine,14 m²,1,1,1,,Bois,Double vitrage,Non,Non,Ouest,4,,5,Oui,805 m²,Oui,,,805 m²,,Oui,Oui,Non,311 kWh/m²/an,64967 kWh/an,19/05/2035,"non, pas d'attestation",,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,8,1,Oui,,,,,,,,,,,,,,,,1,10 m²,,,,,,,,,,,35 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6900/marche-en-famenne/vbc77463,VBC77463,Villa à vendre,425000,Rue de Bastogne 48,6900 Marche-en-Famenne,Excellent,Non,,Immédiatement,3,15 m²,21 m²,15 m²,,177 m²,Non,30 m²,Oui,Non,Equipée,,16 m²,3,,2,5 m²,,Double vitrage,Non,Non,,,,,Oui,,,,,,,,Oui,Non,111 kWh/m²/an,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,1189 m²,20210608514016,23,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,pas d'application,Non,Non,,,,,1,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc76719,VBC76719,Maison à vendre,169000,Rue Porte Haute 15,6900 Marche-en-Famenne,Normal,,1850,A l’acte,2,12 m²,15 m²,,,107 m²,Non,25 m²,,,Equipée,Américaine,,1,1,2,,Gaz,Double vitrage,Non,Non,,2,,,,,,,,,,,,Non,206 kWh/m²/an,20201 kWh/an,15/05/2025,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,38,4,,,,,,,,,,,,,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6900/marche-en-famenne/vbc76479,VBC76479,Immeuble mixte à vendre,439000,Rue Jean de Bohême 11-12 11,6900 Marche-en-Famenne,Normal,Oui,1899,A l’acte,7,16 m²,13 m²,13 m²,14 m²,379 m²,Non,,,,Equipée,Américaine,,3,2,3,,Gaz,,Non,Non,,2,,,,,Oui,20 m²,,155 m²,,Oui,Oui,Non,248 kWh/m²/an,60252 kWh/an,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,46,4,,,,,,,,,,,Oui,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc76100,VBC76100,Maison à vendre,630000,Avenue de la Toison d'Or 104,6900 Marche-en-Famenne,Normal,,1919,,5,21 m²,14 m²,12 m²,9 m²,375 m²,Non,34 m²,Oui,,Equipée,Américaine,27 m²,2,,4,,Mazout,,Non,,Nord-est,4,76 m,6,Oui,,Oui,,Nord-est,2802 m²,,Oui,Oui,,480 kWh/m²/an,180366 kWh/an,08/10/2028,,,,,Risque moyen,Information non communiquée,Oui,Oui,,,,,,120,1,,,,,,,,,,,,,,,,28 m²,,10 m²,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc75561,VBC75561,Maison à vendre,,Rue Hubert Gouverneur 25,6900 Marche-en-Famenne,Normal,,1962,,5,,,,,299 m²,,,Oui,Non,,,,2,,,4 m²,Mazout,Double vitrage,Non,Non,Sud-est,,16 m,,Oui,686 m²,,,,686 m²,20 m,,,,261 kWh/m²/an,74725 kWh/an,14/04/2035,pas d'application,,Non,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,324 m²,20250414021098,65,,Oui,,,,,,,,,,,,,,Non,,1,,,,,,11 m²,,,,,6 m²,26 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc74688,VBC74688,Maison à vendre,189000,Rue Delvigne 17,6900 Marche-en-Famenne,À rénover,Non,1899,,4,25 m²,18 m²,12 m²,27 m²,180 m²,Non,24 m²,Oui,,,,12 m²,2,1,2,,,Double vitrage,Non,Non,Est,4,,,Oui,1379 m²,,,,1379 m²,,Oui,Oui,Non,1039 kWh/m²/an,228692 kWh/an,14/10/2025,"oui, attestation conforme",,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,288,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc74686,VBC74686,Maison à vendre,425000,Rue Saumont 36,6900 Marche-en-Famenne,Normal,,2010,A l’acte,4,13 m²,15 m²,14 m²,19 m²,232 m²,Non,22 m²,,,Equipée,Américaine,15 m²,2,2,2,,Gaz,Double vitrage,Non,Non,,4,,,Oui,1491 m²,Oui,25 m²,,1491 m²,,,,Non,228 kWh/m²/an,,22/02/2035,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,Oui,Oui,,,,,43,3,,,,,,,,,,,,,,,,22 m²,,,,,,,,,,5 m²,,,27 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc73249,VBC73249,Maison à vendre,339000,Rue de la Viorne 26,6900 Marche-en-Famenne,,,2024,,3,,,,,177 m²,,,Oui,,,,,1,1,2,,,Double vitrage,Non,Non,,3,,,Oui,,Oui,,,406 m²,,Oui,Oui,Non,72 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,1,Oui,,,,,,,,,,Oui,,,,,,1,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc71690,VBC71690,Maison à vendre,1650000,Du Boseron 8,6900 Marche-en-Famenne,Normal,,1850,A l’acte,9,46 m²,29 m²,19 m²,19 m²,569 m²,,,,,Super équipée,,,7,3,7,,Mazout,,Non,Non,,4,,,Oui,2287 m²,Oui,,,2287 m²,,,,Oui,247 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,61,2,,,,,,,,,,,,,,,,,,11 m²,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc69492,VBC69492,Maison à vendre,249000,Rue des Forgerons 7,6900 Marche-en-Famenne,Normal,Non,,Immédiatement,2,10 m²,10 m²,,,110 m²,Non,31 m²,,,,,27 m²,1,1,,,,Double vitrage,Non,Non,Sud-est,4,,3,Oui,,Oui,,Nord-ouest,640 m²,,Non,Oui,Non,544 kWh/m²/an,58419 kWh/an,06/04/2035,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,134,1,Oui,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc68343,VBC68343,Maison à vendre,199000,Rue des Combattants 74,6900 Marche-en-Famenne,À rénover,Oui,,Immédiatement,3,17 m²,10 m²,15 m²,,122 m²,Non,26 m²,,,Semi-équipée,Kitchenette,13 m²,1,1,2,5 m²,Mazout,Double vitrage,Non,Non,Sud-est,2,,,Oui,,Oui,,Nord-ouest,2798 m²,,Oui,Oui,Non,436 kWh/m²/an,67799 kWh/an,13/11/2034,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,,,,,,,,108,2,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc65689,VBC65689,Maison à vendre,326500,Rue de la Campagnette,6900 Marche-en-Famenne,Nouveau,,,,3,,,,,129 m²,Non,,,,Non équipée,,,,1,2,,Gaz,,Non,,Nord-ouest,4,,1,Oui,,Oui,,,1075 m²,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,,,,,,,,,,Oui,,,,,,,,,,,,,Non,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/marche-en-famenne/vbc64994,VBC64994,Maison à vendre,299000,rue Saint pierre 3,6900 Marche-en-Famenne,Excellent,,2005,A l’acte,3,,,,,122 m²,Non,30 m²,,,Equipée,Américaine,,1,,,,,,,,,4,,,Oui,,Oui,,,925 m²,,Non,Oui,Non,318 kWh/m²/an,45616 kWh/an,12/03/2035,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,,Oui,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/6900/marche-en-famenne/vbc63571,VBC63571,Rez-de-chaussée à vendre,245000,Rue du Luxembourg 2 40,6900 Marche-en-Famenne,,Non,1993,A convenir,2,,,,,109 m²,Non,42 m²,Non,Non,Super équipée,,,1,,1,,Electrique,,Oui,,Sud-est,3,,,Non,,Oui,4 m²,,,,,,,374 kWh/m²/an,39224 kWh/an,30/03/2033,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20230330023173,107,4,Oui,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
