ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Surface_constructible,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Équipement_de_la_cuisine,Type_de_vitrage,Alarme_antieffraction,Feu_ouvert,Accessible_aux_moins_valides,Surface_du_jardin,Orientation_du_jardin,Orientation_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Date_de_validité_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_chambre_à_coucher_5,Surface_du_bureau,Surface_salle_à_manger,Surface_de_la_cuisine,Parlophone,Largeur_de_la_façade,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Grenier,Chauffage_au_sol,Surface_du_grenier,Surface_du_garage,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Raccordé_au_gaz_de_ville,Nombre_de_place_de_parking_intérieur,Station_de_charge_électrique,Panneaux_solaires,Air_conditionné,Surface_des_caves,Surface_du_dressing,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Étage_de_lappartement,Balcon,Surface_totale,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Pompe_à_chaleur,Adoucisseur_deau
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc45956,VBC45956,Villa à vendre,995000,Chemin des Ornois 28,1380 Lasne,À rénover,Non,1920,A l’acte,6,280 m²,Non,40 m²,Oui,,Oui,,,,Oui,1,2,1,4,Mazout,Non,4,2,1,Oui,Oui,20 m²,8950 m²,,Oui,586 kWh/m²/an,,"oui, attestation non conforme",Risque moyen,Information non communiquée,18 m²,12 m²,18 m²,12 m²,Super équipée,,,,Non,8700 m²,,Sud-ouest,Non,Non,28/07/2033,Non,11 m²,,18 m²,18 m²,,18 m,,,,163352 kWh/an,40,,Non,Non,Oui,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc43195,VBC43195,Maison à vendre,1580000,Chemin du Gros Tienne 132,1380 Lasne,Excellent,Non,1930,Immédiatement,4,355 m²,Non,,Oui,,,,,,,,2,2,3,Gaz,Non,4,1,2,Oui,Oui,20 m²,4900 m²,,Oui,315 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,20 m²,12 m²,20 m²,25 m²,Super équipée,Double vitrage,,,Non,4700 m²,,Sud,,Oui,27/09/2032,,,,,,,,,,,111887 kWh/an,58,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc36517,VBC36517,Maison à vendre,725000,,1380 Lasne,Remis à neuf,Non,1920,A l’acte,4,480 m²,Non,55 m²,,,Oui,,,,Oui,2,4,1,5,Mazout,Non,3,4,2,Oui,Oui,,649 m²,,,468 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,18 m²,21 m²,27 m²,26 m²,Equipée,Double vitrage,,,Non,649 m²,,,,Non,29/04/2025,,,1 m²,,21 m²,,,,,,164175 kWh/an,116,,,,Oui,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/1380/lasne/vbc34387,VBC34387,Triplex à vendre,265000,,1380 Lasne,Excellent,Non,,A l’acte,2,85 m²,Non,27 m²,Oui,,,,,,,,1,,1,,Non,2,2,,Oui,Oui,3 m²,,,Oui,357 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,13 m²,13 m²,,,Super équipée,,,,Non,,Sud,Sud,Oui,Non,,,,,,,,,,,,28467 kWh/an,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc31337,VBC31337,Maison à vendre,325000,,1380 Lasne,À rénover,Non,1850,A l’acte,3,207 m²,Non,,Oui,Oui,Oui,,,,Oui,1,1,1,2,Mazout,Non,4,3,1,Oui,,,674 m²,,Oui,530 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,15 m²,16 m²,19 m²,,Super équipée,,,,Non,523 m²,,,Oui,Non,,Non,,,16 m²,12 m²,Oui,11 m,,11 m,,122886 kWh/an,131,,Oui,Non,Oui,,43 m²,18 m²,7 m²,Nord-ouest,,,,,,29 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc31330,VBC31330,Maison à vendre,265000,,1380 Lasne,Excellent,Non,,A l’acte,2,85 m²,Non,27 m²,Oui,,,Oui,,,,,1,,1,,Non,2,2,,Oui,Oui,3 m²,48 m²,,Oui,357 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,13 m²,13 m²,,,Super équipée,,,,Non,,Sud,Sud,Oui,Non,,,,,,,,,,,,28467 kWh/an,,,,,Oui,,,,,,,,,,,,65 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc29600,VBC29600,Maison à vendre,549000,Avenue du Champ del Croix 4,1380 Lasne,À rénover,,1984,,4,279 m²,Non,38 m²,,,,,,,Oui,1,1,1,2,Mazout,Non,4,,2,Oui,Oui,38 m²,1475 m²,279 m²,Oui,,20240523003225,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,,Super équipée,,,,,1340 m²,,,,,23/05/2034,,,,,,,,,,,54132 kWh/an,49,,,,Oui,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc28197,VBC28197,Maison à vendre,650000,,1380 Lasne,Nouveau,,1974,A l’acte,4,189 m²,Non,38 m²,Oui,Oui,,,,,Oui,1,2,,,,Non,4,1,4,Oui,Oui,25 m²,1659 m²,,Oui,64 kWh/m²/an,,,Information non communiquée,Information non communiquée,14 m²,10 m²,9 m²,12 m²,Super équipée,Double vitrage,,,Non,1659 m²,,,Oui,Non,26/05/2034,,9 m²,,,9 m²,Oui,,,,Oui,11642 kWh/an,,,,,Oui,,,,,,Oui,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc21604,VBC21604,Villa à vendre,1850000,,1380 Lasne,Excellent,Non,2016,A l’acte,4,400 m²,,34 m²,Oui,,Oui,,,,Oui,2,2,1,4,,Non,4,1,4,Oui,Oui,100 m²,4195 m²,,,57 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,26 m²,16 m²,16 m²,21 m²,Super équipée,Double vitrage,Oui,,Oui,3500 m²,,Sud,Oui,Oui,25/04/2026,,,40 m²,30 m²,34 m²,,22 m,,22 m,Oui,28974 kWh/an,13,,,,Oui,,,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc17946,VBC17946,Maison à vendre,2590000,,1380 Lasne,,Non,,,,,,,Non,Non,,,Non,Non,,,,,,Non specifié,Non,,,,,,,19409 m²,,,0 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,,,Non,Non,,,,,,Non,,,,,,,Non,,,,,,,,,,Non,Non,,,,,,,,,Non,,,,,,,Non,Non,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc08029,VBC08029,Maison à vendre,500000,,1380 Lasne,À rénover,,,A l’acte,2,150 m²,Non,32 m²,,Oui,,,,,Oui,1,1,,1,Mazout,Non,4,,7,Oui,Oui,,1754 m²,,Oui,610 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,11 m²,13 m²,,,,Double vitrage,,,Oui,1541 m²,Nord-est,,Oui,Non,06/12/2034,,,,,9 m²,,10 m,49 m,10 m,,55618 kWh/an,151,,,,,,,,3 m²,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbb83127,VBB83127,Maison à vendre,595000,,1380 Lasne,Remis à neuf,,1910,A l’acte,3,175 m²,Non,40 m²,Oui,,,,,,,,2,,2,,Non,4,2,2,Oui,Oui,30 m²,900 m²,,,214 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,12 m²,13 m²,13 m²,,Super équipée,Double vitrage,,Oui,Oui,900 m²,Nord-ouest,Nord-ouest,,Non,,,,,,16 m²,,,,,,37893 kWh/an,26,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1380/lasne/vbb67949,VBB67949,Fermette à vendre,675000,,1380 Lasne,À rénover,,1820,A l’acte,4,230 m²,Non,40 m²,,,,,,,Oui,1,3,,3,Mazout,,4,1,4,Oui,Oui,20 m²,1890 m²,,Oui,466 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,28 m²,20 m²,16 m²,13 m²,,,,,Non,1500 m²,Ouest,Ouest,Oui,Non,,,,,,14 m²,,,,,,116486 kWh/an,115,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbb20475,VBB20475,Maison à vendre,1150000,,1380 Lasne,À rénover,Non,1976,A l’acte,5,275 m²,Non,60 m²,Oui,,Oui,,,,Oui,,4,3,5,Mazout,Non,4,2,4,Oui,Oui,,2646 m²,,,251 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,42 m²,23 m²,14 m²,13 m²,Super équipée,Double vitrage,Oui,,Non,2646 m²,,,Oui,Non,23/02/2034,,10 m²,,21 m²,16 m²,,,,,,108469 kWh/an,62,,,,Oui,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc92240,VBC92240,Villa à vendre,2500000,,1380 Lasne,Excellent,Non,2016,A l’acte,3,425 m²,Non,148 m²,Non,Non,Non,Non,Non,Non,Oui,8,3,3,4,Non specifié,Non,4,2,6,Oui,Oui,120 m²,4250 m²,1015 m²,Oui,158 kWh/m²/an,20230130015817,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc91737,VBC91737,Maison à vendre,1350000,,1380 Lasne,Normal,Non,1960,,4,250 m²,Non,,Oui,,,,,,Oui,1,4,2,2,Mazout,Non,4,,,Oui,Oui,100 m²,7800 m²,,Oui,407 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,18 m²,17 m²,12 m²,11 m²,Super équipée,Double vitrage,Oui,Oui,Non,7800 m²,Sud-ouest,Sud,Non,Oui,08/01/2035,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc91155,VBC91155,Villa à vendre,850000,Route de l'etat 26,1380 Lasne,Excellent,Non,1984,,5,299 m²,Non,33 m²,,Oui,Oui,,,,Oui,2,2,2,3,Mazout,Non,4,2,6,Oui,Oui,23 m²,2224 m²,,Oui,265 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,12 m²,21 m²,15 m²,14 m²,Super équipée,Double vitrage,Oui,Oui,Non,1940 m²,Ouest,Ouest,,Non,16/05/2029,Non,27 m²,18 m²,12 m²,12 m²,Oui,9 m,56 m,9 m,Oui,79321 kWh/an,67,05/08/2020,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc89200,VBC89200,Villa à vendre,1750000,,1380 Lasne,Excellent,,1985,A l’acte,5,335 m²,Non,,Oui,,,,,,Oui,4,3,1,3,,Non,4,2,,Oui,Oui,,8700 m²,,Oui,375 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,24 m²,12 m²,12 m²,14 m²,,Double vitrage,Oui,Oui,Non,,Sud-ouest,Sud-ouest,Oui,Oui,,,16 m²,,,,Oui,,,,,127283 kWh/an,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc89164,VBC89164,Maison à vendre,399000,Route de Genval 175,1380 Lasne,À rénover,Non,1931,A l’acte,4,173 m²,Non,,,,Oui,,,,Oui,1,1,1,2,Gaz,Non,2,4,,Oui,Oui,13 m²,315 m²,,Oui,329 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,10 m²,13 m²,14 m²,10 m²,,,,,Non,,,Sud-est,Oui,Non,04/06/2035,Non,,,14 m²,20 m²,,6 m,,6 m,,123525 kWh/an,62,06/03/2025,Non,Non,Oui,,47 m²,25 m²,6 m²,Nord-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc87518,VBC87518,Maison à vendre,2350000,,1380 Lasne,Excellent,Non,2015,A l’acte,5,500 m²,Non,76 m²,Oui,,Oui,,,,Oui,1,4,1,5,,Non,4,1,3,Oui,Oui,30 m²,2440 m²,,Oui,15 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,24 m²,23 m²,32 m²,21 m²,Super équipée,Triple vitrage,Oui,,Non,1500 m²,,Sud,Oui,Oui,12/11/2024,,12 m²,17 m²,,25 m²,,,,,Oui,7483 kWh/an,2,,,,,,,,,,Oui,3,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc87517,VBC87517,Maison à vendre,2350000,,1380 Lasne,Excellent,Non,2015,A l’acte,5,500 m²,Non,76 m²,Oui,,Oui,,,,Oui,1,4,1,5,,Non,4,1,3,Oui,Oui,30 m²,2440 m²,,Oui,15 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,24 m²,23 m²,32 m²,21 m²,Super équipée,Triple vitrage,Oui,,Non,1500 m²,,Sud,Oui,Oui,12/11/2024,,12 m²,17 m²,,25 m²,,,,,Oui,7483 kWh/an,2,,,,,,,,,,Oui,3,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc61715,VBC61715,Maison à vendre,595000,Rue du printemps 26,1380 Lasne,À rénover,Non,1918,,4,278 m²,Non,37 m²,Oui,,Oui,Oui,Oui,,Oui,1,1,1,2,Mazout,Non,4,1,,Oui,Oui,,1549 m²,,,146633 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,11 m²,30 m²,30 m²,,,,,,Non,1291 m²,,,Oui,Non,22/07/2033,Non,,,20 m²,13 m²,,9 m,,9 m,,446 kWh/an,,,Oui,Non,Oui,,,26 m²,6 m²,Ouest,,,,,,51 m²,9 m²,Indépendante,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc86436,VBC86436,Maison à vendre,575000,Avenue de Manhattan 23,1380 Lasne,Excellent,,1991,A l’acte,3,165 m²,Non,35 m²,,,,,,,Oui,,1,1,2,Gaz,Non,4,1,2,Oui,Oui,20 m²,556 m²,,,230 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,16 m²,15 m²,14 m²,,Super équipée,,,,Non,556 m²,Nord-est,,Oui,Non,28/04/2035,,,,,17 m²,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc85094,VBC85094,Villa à vendre,1495000,,1380 Lasne,Normal,Non,2007,Immédiatement,4,388 m²,,,Oui,,Oui,Oui,,,Oui,1,3,,3,Mazout,,4,2,,Oui,,,2628 m²,,Oui,181 kWh/m²/an,20250411007674,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,Non équipée,Double vitrage,Non,Oui,,,,,Oui,,,Oui,,,,,Oui,7 m,,,,70205 kWh/an,45,,Oui,Oui,Oui,Oui,,,,Sud,,,,Non,Non,,,,Non,Non,Oui,Non,Non,Non,"oui, attestation conforme",Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1380/lasne/vbc80663,VBC80663,Fermette à vendre,765000,,1380 Lasne,Normal,Non,1800,A l’acte,4,260 m²,Non,37 m²,Oui,,,,,,,,3,,3,Mazout,Non,4,1,2,Oui,Oui,40 m²,2236 m²,,Oui,368 kWh/m²/an,,"non, pas d'attestation",Information non communiquée,Information non communiquée,28 m²,16 m²,14 m²,12 m²,,Double vitrage,,Oui,Non,1500 m²,Sud,Sud-ouest,,Non,,,,,,26 m²,,,,,Oui,96554 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc80254,VBC80254,Appartement à vendre,350000,Place du jeu de balle 1,1380 Lasne,Normal,Non,1999,Immédiatement,3,113 m²,Non,34 m²,Oui,,,,,,Oui,1,1,,2,Gaz,Non,,1,1,,,,,,Oui,145 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,12 m²,10 m²,9 m²,,Equipée,Double vitrage,,,Non,,,,Oui,Non,19/09/2033,,,,,,Oui,,,,,16397 kWh/an,27,,,,,,,,,Nord,Oui,1,,,,,,Américaine,,,,,,,,,1,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc78722,VBC78722,Maison à vendre,995000,,1380 Lasne,Excellent,Non,1850,A l’acte,4,371 m²,Non,70 m²,Oui,,Oui,,,,Oui,,2,2,3,Mazout,Non,4,2,,Oui,Oui,,1890 m²,,,187 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,35 m²,23 m²,20 m²,16 m²,Super équipée,Double vitrage,,,Non,1690 m²,,Est,,Non,03/06/2025,,,20 m²,,20 m²,,,,,,69211 kWh/an,46,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc78016,VBC78016,Villa à vendre,1075000,,1380 Lasne,Normal,Non,1974,,6,345 m²,Non,64 m²,,,Oui,,,,Oui,2,2,2,3,Mazout,Non,4,1,3,Oui,Oui,,5513 m²,,,292 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,26 m²,15 m²,11 m²,12 m²,Equipée,,,,Non,5513 m²,,,Oui,Non,26/04/2023,,19 m²,16 m²,20 m²,24 m²,,24 m,,24 m,,121979 kWh/an,72,,,,Oui,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc77370,VBC77370,Villa à vendre,1750000,,1380 Lasne,Excellent,,1925,Immédiatement,5,350 m²,,,Oui,,Oui,Oui,Oui,,Oui,2,4,,1,Gaz,,4,2,,Oui,Oui,,2380 m²,,Oui,296 kWh/m²/an,20231027018503,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Non équipée,Double vitrage,Oui,Oui,,,,,Oui,,,Oui,,,,,Oui,,,,,102239 kWh/an,55,,Oui,Oui,,Non,,,,Sud,,,,Non,Non,,,,Non,Non,Oui,Non,Non,Non,pas d'application,Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc75152,VBC75152,Villa à vendre,1499000,,1380 Lasne,À rénover,,1990,Immédiatement,4,520 m²,,,Oui,,Oui,Oui,Oui,,Oui,2,3,,2,Gaz,,4,1,,Oui,,,7529 m²,,Oui,198 kWh/m²/an,20210225020450,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,Non équipée,Double vitrage,Oui,Oui,,,,,Non,,,Oui,,,,,Oui,,,,,79450 kWh/an,,,Oui,Oui,,Non,,,,,Oui,,,Non,Non,,,,Non,Non,Oui,Non,Non,Non,"oui, attestation non conforme",Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc75031,VBC75031,Maison à vendre,1499000,,1380 Lasne,Normal,Non,,A l’acte,5,475 m²,Non,74 m²,Oui,,Oui,,,,Oui,2,5,1,5,Mazout,Non,4,1,6,Oui,Oui,40 m²,7220 m²,,,198 kWh/m²/an,,"oui, attestation non conforme",Risque moyen,Information non communiquée,20 m²,20 m²,13 m²,15 m²,Super équipée,Double vitrage,,,Non,7000 m²,,Sud-est,,Non,25/02/2031,,10 m²,1 m²,21 m²,21 m²,,,,,,79450 kWh/an,37,,,,Oui,,,,,,Oui,6,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc74651,VBC74651,Villa à vendre,985000,,1380 Lasne,À rénover,,1978,A l’acte,6,495 m²,Non,,Oui,Oui,,,,,Oui,5,5,,4,Mazout,Non,4,1,4,Oui,Oui,100 m²,3850 m²,,Oui,245 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,,,,,Oui,2000 m²,Est,Est,Oui,Non,,,,,,,,,,,,134265 kWh/an,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc74310,VBC74310,Villa à vendre,1150000,,1380 Lasne,Normal,Non,1995,A l’acte,5,260 m²,Non,,Oui,,Oui,,,,Oui,2,4,3,4,Mazout,Non,4,1,,Oui,Oui,,4973 m²,,,326 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,20 m²,19 m²,18 m²,9 m²,Super équipée,,Oui,,Non,4973 m²,,Sud-est,Oui,Non,15/06/2032,,7 m²,8 m²,,,,,,,,86951 kWh/an,68,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1380/lasne/vbc72728,VBC72728,Immeuble mixte à vendre,745000,Avenue Bois de Chapelle 2,1380 Lasne,À rénover,Non,1985,A l’acte,5,255 m²,Non,43 m²,Oui,,,,,,,,1,1,3,Gaz,Non,4,1,7,Oui,Oui,,1518 m²,,Oui,236 kWh/m²/an,,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,,Semi-équipée,Double vitrage,Oui,,Non,1000 m²,,Sud-ouest,Oui,Non,13/05/2035,,,,,9 m²,,,,,,32188 kWh/an,43,,,,Oui,,,,,,Oui,,,,,,,Kitchenette,,,,,,,,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc72615,VBC72615,Villa à vendre,525000,Rue des Fiefs 21B,1380 Lasne,À rénover,Oui,1970,,3,199 m²,Non,33 m²,Oui,,Oui,,,,Oui,1,2,1,2,Gaz,Non,4,,3,Oui,Oui,44 m²,,,Oui,660 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,13 m²,9 m²,44 m²,,,,Oui,,Non,2011 m²,,Sud-est,Oui,Non,28/04/2035,,,,15 m²,17 m²,,15 m,,15 m,,136681 kWh/an,137,,,,,,,,,Nord-est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc71687,VBC71687,Appartement à vendre,200000,Ruelle des Béguines 1 E,1380 Lasne,Normal,Oui,1995,,1,45 m²,Non,,,,,,,,,,1,1,1,Gaz,Non,2,2,,,,,,,Oui,195 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,11 m²,,,,,Double vitrage,,,Non,,,,Oui,Non,01/11/2025,,,,,,Oui,,,,,8516 kWh/an,1564,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc71087,VBC71087,Appartement à vendre,950000,,1380 Lasne,Normal,Oui,2006,,4,312 m²,Non,55 m²,Oui,,Oui,,,,Oui,2,4,3,4,Mazout,Oui,2,2,4,,Oui,11 m²,,,,140 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,38 m²,15 m²,15 m²,15 m²,Super équipée,Double vitrage,Oui,,Non,,,Sud,,Non,07/04/2033,,,13 m²,23 m²,20 m²,Oui,,,,,,35,,,,,,,,,,,2,,,,,,,,,,,Oui,,,,1,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc69181,VBC69181,Maison à vendre,1250000,,1380 Lasne,Excellent,,1970,A l’acte,5,320 m²,Non,95 m²,Oui,,,,,,Oui,2,5,,6,Mazout,Non,4,1,8,Oui,Oui,100 m²,1579 m²,,Oui,252 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,40 m²,40 m²,27 m²,21 m²,,Double vitrage,Oui,Oui,Oui,1200 m²,Sud-ouest,Sud-ouest,Oui,Oui,,,24 m²,,,13 m²,,,,,Oui,7279 kWh/an,62,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
