ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Parlophone,Ascenseur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_constructible,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Disponibilité_du_bien,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Nombre_de_façades,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Etat_du_bien,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Meublé,Surface_du_séjour,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Surface_du_jardin,Niveau_K,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Surface_du_garage,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt70306,RBT70306,Appartement à vendre,499900,,8370 Blankenberge,Non,2025,3,225 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,2,Oui,Oui,3,3,1,Oui,Sud,Oui,225 m²,Oui,Oui,Non,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8480/ichtegem/rbt70221,RBT70221,Maison à vendre,245000,Moerdijkstraat 135 A,8480 Ichtegem,Non,,3,,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,,Non,,,,Oui,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Simple vitrage,Non,Non,Oui,3,936 m²,53 m,18 m,Non,504 kWh/m²/an,20240606-0003274355-RES-1,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8470/gistel/rbt70220,RBT70220,Maison à vendre,430000,Molenkotstraat 13,8470 Gistel,Non,2025,3,195 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,,Non,,,,Oui,,,,,,Non,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,,Non,Non,4,3069 m²,,,Non,,,Non,Non,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1090/jette/rbt70097,RBT70097,Appartement à vendre,,,1090 Jette,Non,,3,110 m²,Non,Non,Non,Non,Non,Non,Non,,,2,,,,0,1,,Oui,,Oui,110 m²,,,Non,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,2,,,,,,,,,,Nouveau,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1000/bruxelles/vbc89694,VBC89694,Duplex à vendre,299000,Rue une Personne 8,1000 Bruxelles,,2017,1,55 m²,Oui,,,,,,,,,1,1,Oui,Oui,3,4,,,,,,Oui,Oui,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,,Non,2,,,,,119 kWh/m²/an,,,,,Excellent,,20 m²,Non,25 m²,Super équipée,4 m²,1,Sud-est,Oui,6555 kWh/an,18/08/2029,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8610/kortemark/rbt69991,RBT69991,Maison à vendre,319000,Ichtegemstraat 54,8610 Kortemark,Non,1950,4,237 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,2,,Non,,2,2,Oui,,Oui,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Non specifié,Double vitrage,Non,Non,Non,2,539 m²,59 m,9 m,Non,345 kWh/m²/an,20250418-0003580658-RES-1,Non,Non,9 m,,28 m²,,,,Equipée,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9090/gontrode/rbt69725,RBT69725,Maison à vendre,439000,Hovenierstraat 52,9090 Gontrode,Non,1935,3,155 m²,Non,Oui,Non,Non,Non,Oui,Non,,,1,1,,,,,,Oui,Sud-ouest,Oui,,Oui,Oui,Non,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,,,3,130 m²,,,,133 kWh/m²/an,20250613-0003624057-RES-1,,,,Excellent,,,Oui,,Equipée,,,,,,13/06/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3550/zolder/rbt69836,RBT69836,Duplex à vendre,337000,Dorpsstraat 15 12,3550 Zolder,Non,2005,3,156 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Oui,,,,,,,Oui,,Oui,Oui,Non,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,Non,,,,,,,148 kWh/m²/an,20210624-0002433440-RES-1,Non,,,Excellent,25 m²,,Non,,,,1,,Oui,,,,Non,Non,Non,Non,Non,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc89520,VBC89520,Appartement à vendre,215000,,1030 Schaerbeek,,1908,3,130 m²,,,,,,,,,,1,1,,Non,0,3,,,,Oui,,Oui,Oui,Non,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,Gaz,,,,Non,2,,,,,436 kWh/m²/an,,,,,À rénover,2 m²,10 m²,Non,,Semi-équipée,,1,,,27156 kWh/an,11/07/2028,87,,,,,,,12 m²,10 m²,9 m²,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6000/charleroi/vbc89510,VBC89510,Maison à vendre,109000,Rue de la Cité 22,6000 Charleroi,,,2,112 m²,Oui,Oui,Oui,Oui,,,,,,1,1,,,,,,Oui,,Oui,,Oui,Oui,,,,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,,2,140 m²,,,,282 kWh/m²/an,,,,,À rénover,,13 m²,,13 m²,,15 m²,1,,Oui,31733 kWh/an,,,,,,,,,7 m²,32 m²,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8551/heestert/rbt69423,RBT69423,Maison à vendre,,,8551 Heestert,Non,2015,3,170 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,2,,Non,,2,1,Oui,,Oui,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A partir du : 01/01/2026,Non specifié,,Non,Oui,Non,4,495 m²,30 m,16 m,Non,72 kWh/m²/an,34042-G-2014_186/EP11942/E501/D01/SD001,Non,Non,10 m,,,,,,Equipée,,,Sud-est,,,,,Oui,,Oui,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1082/berchem-sainte-agathe/vbc89484,VBC89484,Maison à vendre,570000,Avenue René Comhaire 110,1082 Berchem-Sainte-Agathe,,1922,4,190 m²,Oui,Oui,,Oui,,,,Oui,,1,2,,Non,,,,Oui,,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,Oui,Non,2,,,7 m,,208 kWh/m²/an,,,,7 m,Normal,25 m²,14 m²,,18 m²,Super équipée,11 m²,,,Oui,39467 kWh/an,18/06/2035,41,,,,,,,14 m²,14 m²,13 m²,,14 m²,,115 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9990/maldegem/rbt69345,RBT69345,Appartement à vendre,295000,Stationsstraat 94 B2,9990 Maldegem,Non,2004,2,84 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,,Non,2,3,,,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A partir du : 01/10/2025,Non specifié,,Non,Non,Non,,,,,Non,0 kWh/m²/an,20221103-0002715785-RES-1,Non,Non,,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8620/nieuwpoort/rbt69334,RBT69334,Appartement à vendre,185000,Brugsevaart 40 0103,8620 Nieuwpoort,Non,2001,1,55 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Non,,,,,,Oui,,,,Non,,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,A l’acte,Electrique,Double vitrage,Non,Non,Non,,,45 m,95 m,Non,306 kWh/m²/an,20250617-0003626308-RES-1,Oui,Non,,,6 m²,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8630/furnes/rbt69333,RBT69333,Penthouse à vendre,549000,Zuidstraat 38 301,8630 Furnes,,2009,3,115 m²,,,,,,,,Oui,1,2,1,,Oui,3,4,,,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Non specifié,,Non,Non,Non,,,30 m,12 m,Non,135 kWh/m²/an,38025-G-2008-128/EPB0588/A001/D01/SD005,Non,Non,12 m,,35 m²,,,,Equipée,,,Sud-ouest,,,,,,,Oui,,,,,,,,,85,,0,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2500/lier/rbt69212,RBT69212,Maison à vendre,239000,Lispersteenweg 29,2500 Lier,,1899,3,99 m²,,Oui,,,,,,,,1,,,Non,,,,Oui,,Oui,61 m²,Oui,Oui,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,,,,,2,81 m²,20 m,,,526 kWh/m²/an,20250227-0003540517-RES-1,Oui,,,À rénover,18 m²,,Non,,Semi-équipée,,,Nord-ouest,,,,,,,,,,,,,,,,,18 m²,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6001/marcinelle/vbc89444,VBC89444,Maison à vendre,125000,,6001 Marcinelle,Non,,4,,Non,Oui,Non,Non,Non,Non,Non,,,1,2,,Non,,2,,,,,,,Oui,,pas d'application,,Information non communiquée,Information non communiquée,A l’acte,Non specifié,,,,,2,,,,,118 kWh/m²/an,20210915004962,,,,À rénover,,,Non,,,,,,,,15/09/2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/willerzie/vbc89368,VBC89368,Maison à vendre,240000,Rue Charnay 2,5575 Willerzie,,1979,5,144 m²,,,,,,,,Oui,1,1,2,,Non,,1,2,Oui,,Oui,95 m²,,Oui,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,A l’acte,Mazout,,,,,4,1140 m²,,,,321 kWh/m²/an,20240621016845,Non,,,À rénover,20 m²,,Non,25 m²,Semi-équipée,,,Sud-est,,59691 kWh/an,,81,,,,,,,,,,,,,,,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5300/andenne/vbc89366,VBC89366,Maison à vendre,195000,Rue du Pont 28,5300 Andenne,Non,1950,3,140 m²,Non,Oui,Non,Non,Non,Non,Non,,,,2,,Non,,3,,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,,2,190 m²,16 m,,,446 kWh/m²/an,20170215007261,Non,,,À rénover,6 m²,,Non,33 m²,,,1,Sud-ouest,,,15/02/2027,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6043/ransart/vbc89441,VBC89441,Maison à vendre,279000,Rue Télesphore Lemal 22,6043 Ransart,Non,2001,3,139 m²,,,,Oui,,,,Oui,1,1,2,,Non,,,,Oui,,Oui,,,Oui,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Mazout,Double vitrage,Oui,Oui,Oui,4,491 m²,,,,122 kWh/m²/an,,Non,,,Excellent,11 m²,21 m²,Non,,Equipée,12 m²,,Ouest,Oui,16324 kWh/an,18/07/2028,,Oui,,,,,,13 m²,13 m²,,Américaine,29 m²,,,,Oui,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1330/rixensart/vbc89345,VBC89345,Villa à vendre,640000,Avenue Paola 16,1330 Rixensart,,1995,4,192 m²,Oui,,,Oui,,,,,,1,2,,Non,,2,,Oui,Est,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Immédiatement,Gaz,Double vitrage,,Oui,Non,4,530 m²,33 m,7 m,,163 kWh/m²/an,,,,7 m,Excellent,12 m²,20 m²,Non,,Super équipée,22 m²,,,Oui,36381 kWh/an,,6264,Oui,,,,,,14 m²,12 m²,16 m²,,22 m²,,440 m²,,,,,,25 m²,14 m²,Oui,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1980/zemst/rbt69080,RBT69080,Maison à vendre,299000,Linterpoortenlaan 56,1980 Zemst,,1964,3,130 m²,Oui,Oui,,,,,,Oui,1,1,1,,,,,2,Oui,,Oui,,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Mazout,,Oui,,,4,501 m²,,,,805 kWh/m²/an,,Non,,,À rénover,,9 m²,Non,30 m²,Semi-équipée,17 m²,,,,,,,,,,,,,12 m²,14 m²,,Kitchenette,,,,,Oui,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc89261,VBC89261,Appartement à vendre,1275000,Quai des Péniches 69 27A,1000 Bruxelles,Non,2014,3,219 m²,Oui,,,,,,,Oui,,3,4,Oui,Oui,27,42,,,,Oui,,,,Non,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,,Oui,2,,,,,,,,,,Excellent,13 m²,20 m²,Oui,50 m²,Super équipée,,1,,,,,,,,,,,,17 m²,10 m²,,,,,,,,,,,,,,Ouest,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6511/stree/vbc89216,VBC89216,Immeuble mixte à vendre,197500,Chaussée de charleroi 146 & 146/1,6511 Strée,,,3,241 m²,,,,,,,,Oui,,1,2,,,,1,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,A l’acte,,,,,,3,874 m²,,,,462 kWh/m²/an,,,,,Normal,87 m²,10 m²,,,,,,,,88589 kWh/an,06/07/2027,116,,,,,,,8 m²,22 m²,,,,,662 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8520/kuurne/rbt68979,RBT68979,Maison à vendre,110000,Kattestraat 14,8520 Kuurne,,,3,120 m²,Non,Oui,Non,,,,,,,1,,,Non,,,,,,,,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,Gaz,Simple vitrage,,,Non,,122 m²,,,,639 kWh/m²/an,20230817-0002966297-RES-1,,Non,,À rénover,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5190/moustier-sur-sambre/vbc89196,VBC89196,Maison à vendre,335500,,5190 Moustier-Sur-Sambre,,,3,212 m²,,,,,,Oui,,Oui,1,1,2,,,,,,Oui,,Oui,,,Oui,,,,Information non communiquée,Information non communiquée,,Air pulsé,Double vitrage,,,,2,159 m²,,,,84 kWh/m²/an,,,,,,14 m²,,,,Super équipée,,,,,,,,Oui,,,,,,,,,,,,71 m²,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9940/kluizen/rbt68851,RBT68851,Appartement à vendre,349500,Kluizendorpstraat 58 102,9940 Kluizen,Non,2024,2,88 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,1,,,,,Oui,,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Electrique,,,,,2,,,,,,,Non,,,Nouveau,21 m²,,Non,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9940/kluizen/rbt68850,RBT68850,Appartement à vendre,385500,Kluizendorpstraat 58 201,9940 Kluizen,Non,2024,3,137 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,2,3,,,,Oui,,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Electrique,,,,,2,,,,,,,Non,,,Nouveau,6 m²,,Non,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9940/kluizen/rbt68849,RBT68849,Appartement à vendre,367500,Kluizendorpstraat 58 101,9940 Kluizen,Non,2024,2,99 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,1,,,,,Oui,,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Electrique,,,,,2,,,,,,,Non,,,Nouveau,21 m²,,Non,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9550/herzele/rbt68841,RBT68841,Maison à vendre,438000,Eikestraat 61,9550 Herzele,Non,,3,252 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,2,,Non,,,1,Oui,,Oui,1589 m²,Oui,Oui,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,Immédiatement,,Double vitrage,Non,Non,Non,,,,,Oui,297 kWh/m²/an,20250522-0003584528-RES-2,Non,Non,,Normal,40 m²,11 m²,Non,45 m²,,14 m²,,,,,,,,Non,Non,Non,,,13 m²,15 m²,,,,,1400 m²,,,,Non,,,6 m²,Non,,1,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8930/menen/rbt68826,RBT68826,Maison à vendre,99000,,8930 Menen,,1930,3,94 m²,,,,,,,,,,1,,,Non,,3,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Simple vitrage,Non,Non,Non,2,75 m²,,4 m,Non,757 kWh/m²/an,20250611-0003622656-RES-1,Oui,Non,4 m,,,,,,Non équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8511/aalbeke/rbt68813,RBT68813,Maison à vendre,295000,Bijstert 4,8511 Aalbeke,Non,1971,3,196 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,2,,Non,,2,1,Oui,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,Non,Non,2,367 m²,37 m,10 m,Non,369 kWh/m²/an,20220518-0002605988-RES-1,Non,Non,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt68819,RBT68819,Maison à vendre,179000,Guldensporenlaan 1,8820 Torhout,Non,1931,3,,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,,Non,,2,1,,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,Non,Non,3,324 m²,23 m,20 m,Non,952 kWh/m²/an,20241030-0003430815-RES-1,Non,Non,14 m,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1500/hal/rbt68796,RBT68796,Maison à vendre,450000,Abeelenveld 46,1500 Hal,Non,2015,3,,Non,Non,Non,Non,Non,Non,Non,,,1,2,,Non,,2,2,Oui,,Oui,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,,Non,Non,Non,2,272 m²,,,Non,41 kWh/m²/an,20250524-0003609350-RES-1,Non,Non,,,,,,,Equipée,,,Sud-ouest,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9140/temse/rbt68509,RBT68509,Appartement à vendre,309000,Kapelstraat 144 K,9140 Temse,,2022,2,90 m²,,,,,,,,Oui,,1,1,Oui,Oui,1,3,1,,,Oui,,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,,,3,,,,,38 kWh/m²/an,46025-G-OMV_2018146301/EP16989/A001/D01/SD012,,,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8800/roeselare/rbt68503,RBT68503,Maison à vendre,415000,Bloemkoolstraat 43,8800 Roeselare,Non,,3,,Non,Non,Non,Non,Non,Non,Non,,,1,2,,,,,1,Oui,Sud-ouest,Oui,,Oui,Oui,Non,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,,,,,273 m²,,,,,,,,,Nouveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7750/mont-de-l-enclus/rbt68680,RBT68680,Maison à vendre,370000,Place d'Orroir 23,7750 Mont-de-l'Enclus,Oui,1945,4,211 m²,Oui,Oui,Oui,,,,,Oui,1,2,3,,Non,,2,5,Oui,,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,Oui,,,4,1092 m²,,,,268 kWh/m²/an,,,,34 m,Normal,,,Non,,Super équipée,,1,,,,11/06/2035,9598,,,,,,,,,,,,,898 m²,,,Non,,,,,,,1,,,,,,,,,04/04/2014,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4420/saint-nicolas/vbc88999,VBC88999,Appartement à vendre,199000,Rue Ferdinand Nicolay 157,4420 Saint-Nicolas,Oui,,3,115 m²,Oui,,,,,,,,,1,1,Oui,Non,2,1,1,,,,,Oui,Oui,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Mazout,Double vitrage,,,Non,2,,,,,721 kWh/m²/an,,Non,,,Normal,,18 m²,Non,32 m²,Equipée,13 m²,1,,Oui,98396 kWh/an,07/12/2025,,Oui,,,,,,15 m²,12 m²,,Américaine,,,,,Non,Non,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
