ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Surface_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_annuelle_totale_dénergie_primaire,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Disponibilité_du_bien,Surface_salle_à_manger,Nombre_de_places_de_parking_extérieur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Chauffage_au_sol,Pompe_à_chaleur,Appartement_de_service,Surface_totale,Surface_du_bureau,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Porte_de_garage_motorisée,Station_de_charge_électrique,Maison_basse_énergie,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Espace_ouvert_sensible_à_leau__WORG,Surface_du_grenier,Citerne_à_eau_de_pluie,Surface_constructible,Attestation__Installation_électrique__Validité,Orientation_du_jardin,Affectation_urbanistique_la_plus_récente,Balcon,Panneaux_solaires_thermiques,Niveau_E,Niveau_K,Attestation__Asbuilt,Surface_des_caves,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Clef_électronique,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Niveau_S,Surface_de_la_véranda,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/2340/beerse/rbt73272,RBT73272,Maison à vendre,145000,D'Aestenstraat 31,2340 Beerse,,1990,2,60 m²,,,,,,,,,,,1,,,,,,,4,7 m,Oui,,1800 m²,,,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Normal,12 m²,8 m²,,,,30 m²,Semi-équipée,Kitchenette,5 m²,3 m²,Double vitrage,,,,,7 m,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9000/gand/rbt73271,RBT73271,Maison à vendre,285000,Groendreef 155,9000 Gand,Non,,3,,,Non,,Non,Non,Non,Non,Non,,,1,,2,,,,,,,,,70 m²,,282 kWh/m²/an,20240917-0003374682-RES-1,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,Double vitrage,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2370/arendonk/rbt73270,RBT73270,Maison à vendre,245000,Hoogakkers 4,2370 Arendonk,,1967,3,105 m²,,Oui,Oui,Oui,,,,,Oui,1,1,,1,,Gaz,,,3,,Oui,,226 m²,,355 kWh/m²/an,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,À rénover,13 m²,13 m²,,,,27 m²,Semi-équipée,Kitchenette,,,Double vitrage,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,12 m²,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8460/oudenburg/rbt73267,RBT73267,Maison à vendre,269000,Nieuwstraat 20,8460 Oudenburg,,1956,3,145 m²,,,,,,,,,Oui,,1,,,,Gaz,,Nord,3,,Oui,Oui,338 m²,,460 kWh/m²/an,,27/01/2035,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,Semi-équipée,Kitchenette,,,Double vitrage,,,,,,Oui,Oui,,,Oui,Non,Non,A l’acte,,,,,,,,,,,1,,,,,,,,,,,,,,Oui,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8470/gistel/rbt73266,RBT73266,Maison à vendre,350000,Vaartstraat 4,8470 Gistel,,,8,,,,,,,,,,,,,,,,,,,4,,,,609 m²,40 m,,,,,,Pas de risque d’inondation,Information non communiquée,À restaurer,,,,,,,,,,,,,,,,,,,,,Oui,Non,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vwd13943,VWD13943,Appartement à vendre,435000,Rue du Consei 51,1050 Ixelles,Non,,2,90 m²,,Oui,,Non,,,,Non,,,1,,,,Gaz,,,,,Oui,,,,145 kWh/m²/an,20250525-0000715692-01-9,25/05/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,,,Triple vitrage,,11 m²,,,,Oui,Oui,,,Oui,,Non,,,,,,Non,,Non,Non,,,,,,Non,Non,,Non,,,,,,,,Oui,pas d'application,,,Non,,,Sud-est,,,,,,Non,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6220/lambusart/vbc92007,VBC92007,Maison à vendre,160000,Avenue de la Terrienne 37,6220 Lambusart,Non,,3,,,Non,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,510 kWh/m²/an,20250612021870,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7160/pieton/vbc92006,VBC92006,Maison à vendre,119000,,7160 Piéton,Non,1900,3,153 m²,Non,Oui,Oui,,Oui,,,,,,2,1,2,,Gaz,Non,,2,,Oui,Oui,159 m²,,232 kWh/m²/an,,11/06/2035,43,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,À rénover,18 m²,20 m²,36 m²,,,14 m²,Semi-équipée,Kitchenette,9 m²,,Double vitrage,Non,,,,,Oui,Oui,,35539 kWh/an,,,,A l’acte,18 m²,,,3,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6020/dampremy/vbc92004,VBC92004,Maison à vendre,195000,Rue Jean Jaures 284,6020 Dampremy,,,4,178 m²,Non,Oui,,Oui,Oui,,,,Oui,1,1,,2,,Mazout,Non,Ouest,2,6 m,Oui,Oui,200 m²,32 m,219 kWh/m²/an,,17/10/2034,,,Information non communiquée,Information non communiquée,Normal,13 m²,14 m²,10 m²,18 m²,,,Equipée,Américaine,29 m²,,Double vitrage,Non,85 m²,20 m²,,6 m,Oui,Oui,,47296 kWh/an,,,,,14 m²,,,2,,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc92003,VBC92003,Maison à vendre,249000,Rue du Petit Chene 45,4000 Liège,,,4,169 m²,,Oui,,,,,,,,,2,2,2,,Mazout,Non,Sud,2,6 m,Oui,Oui,182 m²,34 m,462 kWh/m²/an,,,114,"oui, attestation non conforme",Information non communiquée,Information non communiquée,À rénover,14 m²,15 m²,16 m²,19 m²,,38 m²,,,15 m²,,Double vitrage,Non,70 m²,16 m²,,6 m,Oui,Oui,,91413 kWh/an,,,,A l’acte,,,,2,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc92002,VBC92002,Maison à vendre,155000,Impasse des Fours à Chaux 18,7080 Frameries,,1962,3,133 m²,,Oui,Oui,,,,,,,,1,1,1,,Gaz,,,3,,Oui,Oui,180 m²,,191 kWh/m²/an,,30/05/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Excellent,15 m²,13 m²,8 m²,,,37 m²,Equipée,Américaine,10 m²,,Double vitrage,,,,,,Oui,Oui,,25525 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6700/arlon/vbc92001,VBC92001,Maison à vendre,489000,Route de Bouillon 267,6700 Arlon,,2025,4,165 m²,Non,,,,,,,,,,1,,,,Gaz,Non,,4,,Oui,Oui,374 m²,,,,12/06/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,Equipée,Américaine,,,,Non,374 m²,,,,,,,,,,,Immédiatement,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6800/libramont-chevigny/vbc92000,VBC92000,Maison à vendre,369900,Dessous la Ville,6800 Libramont-Chevigny,,2025,4,155 m²,Non,,,,,,,,,,1,1,2,,Gaz,Non,,3,,Oui,Oui,,,,,,,,Pas de risque d’inondation,Information non communiquée,Nouveau,13 m²,12 m²,9 m²,10 m²,,43 m²,,,,7 m²,Double vitrage,Non,588 m²,6 m²,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6800/libramont-chevigny/vbc91999,VBC91999,Appartement à vendre,259900,Dessous la Ville,6800 Libramont-Chevigny,Non,2026,2,88 m²,Non,,,,,,,,,,1,1,1,,Gaz,Non,Sud,,,,Oui,,,85 kWh/m²/an,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,Double vitrage,Oui,,6 m²,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbt73265,RBT73265,Maison à vendre,279000,Kapellestraat 35,1730 Asse,,1952,3,140 m²,Non,Oui,,,,,,,Oui,1,1,,2,,Mazout,,,3,8 m,Oui,Oui,435 m²,,595 kWh/m²/an,,30/03/2035,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,16 m²,12 m²,20 m²,,,35 m²,Equipée,Américaine,15 m²,8 m²,Double vitrage,,300 m²,20 m²,,8 m,Oui,Oui,,,Oui,Non,Oui,Immédiatement,,2,,,,,,,,,,,,,,,,,,,,,,,Oui,,Non,,,,,,,,,,,,60 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5570/winenne/vbc91989,VBC91989,Maison à vendre,195000,RUE DES ARDENNES 505,5570 Winenne,Non,,4,325 m²,Non,Non,,Non,Non,Non,Non,Non,,,2,,2,,,Non,,,,,Oui,,,308 kWh/m²/an,20250306019803,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,19 m²,13 m²,14 m²,20 m²,,37 m²,,,16 m²,15 m²,Double vitrage,Non,,30 m²,,,,Oui,,,,,Non,Immédiatement,,,,,Non,Non,,,,,,,Non,,,,Non,Non,,Oui,,Non,Non,,Non,"oui, attestation non conforme",,,,232 m²,,,,Non,Non,,,Non,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5570/winenne/vbc91988,VBC91988,Maison à vendre,175000,Château d'Eau 4,5570 Winenne,Oui,,2,120 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,,1,,1,,,Non,,,,Oui,,,,457 kWh/m²/an,20250306022401,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Normal,14 m²,14 m²,,,,33 m²,,,13 m²,5 m²,Triple vitrage,Non,250 m²,,,,,Oui,,,,,Non,Immédiatement,,1,,,Non,Non,,,,,1,,Non,,,,Non,Non,,Non,,Non,Oui,,Non,"oui, attestation non conforme",,,,376 m²,,,,Non,Non,,,Non,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5001/belgrade/vbc91984,VBC91984,Maison à vendre,170000,Rue Edmond Delahaut 121,5001 Belgrade,Non,,4,147 m²,,Oui,,Non,Non,Non,Non,Non,,,1,,3,,Gaz,,Est,2,,Oui,,163 m²,,296 kWh/m²/an,20250530001596,,,,Information non communiquée,Information non communiquée,À rénover,12 m²,19 m²,11 m²,19 m²,,26 m²,,,11 m²,,Double vitrage,,163 m²,,,,Oui,,,,,,,A l’acte,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9000/gand/rbt73264,RBT73264,Appartement à vendre,310000,Smidsestraat 6E,9000 Gand,,2000,1,80 m²,,Non,,Non,,,,,,,1,,,,Gaz,Non,,,,,,,,,20211223-0002514805-RES-1,23/12/2031,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,Non,,,,,,,,,,Non,,,,,3,,Non,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5550/bohan/vbc91983,VBC91983,Maison à vendre,265000,Rue du Vicinal 222,5550 Bohan,,1966,3,165 m²,,Oui,Oui,Non,,,,,Oui,2,1,,,,Bois,Non,Nord-est,,8 m,,,1213 m²,,407 kWh/m²/an,20250520013510,20/05/2035,101,pas d'application,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,9 m²,Double vitrage,Non,,,,,,,,56846 kWh/an,,Non,,,,,,,Non,,,,,,,24 m²,,,,,,,,,,,,,,,,53 m²,,55 m²,,,,,,,,,7 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91981,VBC91981,Appartement à vendre,225000,Rue Eugène Smits 80 3,1030 Schaerbeek,,,1,62 m²,,Non,,Non,,,,,,,1,,,,Gaz,Non,,,6 m,,,,,345 kWh/m²/an,,,69,pas d'application,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,Non,,,,,,,,21 kWh/an,,Non,,,,,3,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91980,VBC91980,Appartement à vendre,325000,Rue Eugène Smits 80 0,1030 Schaerbeek,,,1,96 m²,,Non,,Non,,,,,,,1,,,,Gaz,Non,,,6 m,,,,,267 kWh/m²/an,,,53,pas d'application,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,Non,,,,,,,,25 kWh/an,,Non,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91979,VBC91979,Appartement à vendre,325000,Rue Eugène Smits 80,1030 Schaerbeek,,,2,112 m²,,Non,,Non,,,,,,,1,,,,Gaz,Non,,,6 m,,Oui,,,203 kWh/m²/an,,,40,pas d'application,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,6 m²,,Non,,11 m²,,70 m,,,,22 kWh/an,,Non,,,,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt73263,RBT73263,Maison à vendre,315000,Krekelendries 3A,1700 Dilbeek,,1969,6,307 m²,,Oui,,Non,,,,,Oui,1,1,,,,Gaz,Non,,,,Oui,,1443 m²,,325 kWh/m²/an,20240701-0003298514-RES-1,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,,,,8 m²,Double vitrage,Non,,,,,,,,,,Non,,,,,,,Non,,,,,,,58 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,66 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/3920/lommel/rbt73257,RBT73257,Rez-de-chaussée à vendre,335000,Leuken 53 A,3920 Lommel,Non,,2,143 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,1,1,,1,,,Non,Nord,3,,Oui,,,,171 kWh/m²/an,,21/08/2031,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,266 m²,,,,,Oui,,,,,Non,A convenir,,,,2,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3583/paal/rbt73256,RBT73256,Maison à vendre,658000,Gestelstraat 12,3583 Paal,Non,1965,4,204 m²,Non,Non,,Non,Non,Non,Non,Non,,,1,,1,,Mazout,Non,,4,,Oui,,2309 m²,,850 kWh/m²/an,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,,,,,,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3971/heppen/rbt73255,RBT73255,Maison à vendre,549000,Venberg 16,3971 Heppen,Non,1999,5,256 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,1,2,,3,,Mazout,Non,Est,4,,Oui,Oui,948 m²,,237 kWh/m²/an,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,,,,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt73254,RBT73254,Maison à vendre,379000,Deliestraat 20,2490 Balen,Non,2022,3,174 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,1,1,,2,,,Non,Nord-est,3,11 m,Oui,Oui,385 m²,,,13003-G-OMV_2021006471/EP02120/A001/D01/SD001,01/07/2032,,pas d'application,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,Oui,,,,,Non,A l’acte,,1,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,80 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3971/heppen/rbt73252,RBT73252,Maison à vendre,349000,Leopoldsburgsesteenweg 115,3971 Heppen,Non,1952,3,170 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,1,1,,2,,Gaz,Non,Nord-ouest,3,,Oui,Oui,1080 m²,58 m,329 kWh/m²/an,20250303-0003543877-RES-2,03/03/2035,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,,,,,,Non,A convenir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt73251,RBT73251,Maison à vendre,449000,Savel 45,2490 Balen,Non,1931,4,204 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,1,1,,,,Mazout,Non,Sud,4,,Oui,Oui,3720 m²,,569 kWh/m²/an,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,,,,,,,,,,,,Oui,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73250,RBT73250,Maison à vendre,385000,Enneven 49,3920 Lommel,Non,1958,3,184 m²,Non,Non,,Non,Non,Non,Non,Non,,,2,,2,,Non specifié,Non,Nord-ouest,4,,Oui,Oui,846 m²,,679 kWh/m²/an,20250313-000355182-RES-1,13/03/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,Oui,,,,,Non,A convenir,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3945/ham/rbt73249,RBT73249,Maison à vendre,685000,Grensstraat 11,3945 Ham,Non,1981,5,333 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,2,1,,3,,Gaz,Non,Sud-est,4,16 m,Oui,Oui,1708 m²,60 m,153 kWh/m²/an,3501036-res-1,10/01/2035,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,,,,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73248,RBT73248,Maison à vendre,525000,Koningsbeemdstraat 13,3920 Lommel,Non,2001,4,246 m²,Non,Non,,Non,Non,Non,Non,Non,,,2,,3,,Gaz,Non,Ouest,4,13 m,Oui,Oui,695 m²,35 m,160 kWh/m²/an,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,Oui,,,,,Non,A l’acte,,2,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,160 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2400/mol/rbt73246,RBT73246,Villa à vendre,1200000,Hovenierstraat 46A,2400 Mol,Non,,3,,Non,Non,,Non,Non,Non,Non,Non,,,3,,4,,,Oui,,4,,Oui,Oui,900 m²,,,,,,pas d'application,Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,,,,,Non,Immédiatement,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3945/ham/rbt73245,RBT73245,Maison à vendre,749000,Genebosstraat 46A,3945 Ham,Non,2012,5,322 m²,Non,Non,,Non,Non,Non,Non,Non,,,2,,3,,Gaz,Non,Ouest,4,,Oui,Oui,708 m²,32 m,100 kWh/m²/an,20241105-0003436692-RES-1,05/11/2034,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,,,,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3900/pelt/rbt73244,RBT73244,Maison à vendre,675000,Over 't Waterstraat 104,3900 Pelt,Non,1997,4,256 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,2,1,,2,,Mazout,Non,Ouest,4,17 m,Oui,Oui,3042 m²,96 m,192 kWh/m²/an,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,,,,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone agricole,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3580/beringen/rbt73243,RBT73243,Maison à vendre,1250000,Kroonstraat 247,3580 Beringen,Non,1935,15,422 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,2,9,,12,,Gaz,Non,Sud,4,21 m,Oui,Oui,11954 m²,115 m,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,,,,,,,,,,,,,,,Non,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3583/paal/rbt73242,RBT73242,Maison à vendre,335000,Gestelstraat 12,3583 Paal,Non,1965,4,204 m²,Non,Non,,Non,Non,Non,Non,Non,,,1,,1,,Mazout,Non,,4,,Oui,,906 m²,,850 kWh/m²/an,3552293-RES-1,13/03/2035,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,,,,,,,,,,,,,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73241,RBT73241,Maison à vendre,779000,Leliestraat 30,3920 Lommel,Non,2006,5,348 m²,Non,Non,,Non,Non,Non,Non,Non,Oui,1,2,,3,,Gaz,Non,Nord-ouest,4,,Oui,Oui,1221 m²,,,20240930-0003393202-RES-1,30/09/2034,,pas d'application,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,Oui,,,,,Non,A l’acte,,2,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,229 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73238,RBT73238,Maison à vendre,,Luikersteenweg 639,3920 Lommel,Non,1948,3,206 m²,Non,Non,,Non,Non,Non,Non,Non,,,1,,1,,Gaz,Non,Nord-ouest,4,,Oui,Oui,24472 m²,,362 kWh/m²/an,20240203-0003131332-RES-1,03/02/2034,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,Oui,,,,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,
