ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_habitable,Surface_du_séjour,Caves,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Bien_actuellement_loué,Meublé,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Référence_PEB,Date_de_validité_PEB,Disponibilité_du_bien,Type_de_cuisine,Surface_de_la_cuisine,Parlophone,Orientation_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Emission_de_CO2,Nombre_de_place_de_parking_intérieur,Porte_daccès_sécurisée,Jardin,Nombre_de_places_de_parking_extérieur,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Panneaux_solaires,Surface_salle_à_manger,Surface_totale_du_terrain,Conso_annuelle_totale_dénergie_primaire,Surface_du_jardin,Le_bien_fait_lobjet_dun_droit_de_préemption,Largeur_du_terrain_à_rue,Surface_du_bureau,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Pompe_à_chaleur,Surface_chambre_à_coucher_4,Citerne_à_eau_de_pluie,Surface_chambre_à_coucher_5,Station_de_charge_électrique,Surface_des_caves,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Balcon,Air_conditionné,Possibilités_pour_profession_libérale,Adoucisseur_deau,Chauffage_au_sol,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Citernes_à_mazout,Maison_basse_énergie,Panneaux_solaires_thermiques,Domotique,Surface_totale,Attestation__Installation_électrique__Validité,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Appartement_de_service,Surface_du_garage,Surface_du_grenier,Compteur_Bihoraire,Niveau_E,Espace_ouvert_sensible_à_leau__WORG,Niveau_K,Attestation__Citernes_à_mazout__Validité,Adaptations_pour_les_seniors,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbc02654,VBC02654,Maison à vendre,110000,Rue Sainte-Reine 3,1300 Wavre,À rénover,,2,12 m²,43 m²,,Oui,,,,1,,1,2 m²,Gaz,Double vitrage,,Non,Non,,2,2,,,389 kWh/m²/an,,Information non communiquée,Information non communiquée,9 m²,,Non,Non,,,,,,,,4 m,,8 m,,,,29/10/2024,A l’acte,,6 m²,,,Oui,Non,3250,,,,,,,,,26 m²,17693 kWh/an,,Non,4 m,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbc00688,VBC00688,Maison à vendre,205000,Rue du Puits 7,1300 Wavre,Normal,1936,2,13 m²,89 m²,14 m²,Oui,,,,1,1,1,,Gaz,Double vitrage,,Non,Non,,2,1,Oui,2 m²,265 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,5 m²,,Oui,Non,Oui,,Oui,,,,Sud-est,6 m,,,Oui,Oui,,08/11/2034,,Indépendante,11 m²,,Nord-ouest,Oui,Non,48,,,Oui,1,Non,Non,,12 m²,229 m²,23575 kWh/an,170 m²,Non,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1300/wavre/vbb93235,VBB93235,Duplex à vendre,390000,,1300 Wavre,Remis à neuf,1960,3,15 m²,127 m²,37 m²,Oui,,,Super équipée,1,1,2,,Gaz,Double vitrage,,Non,Non,1,2,2,Oui,13 m²,120 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,12 m²,10 m²,Non,,,,,,,,,,,,,,,,A l’acte,,709 m²,Oui,,,Non,1,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1300/wavre/vbb92026,VBB92026,Bungalow à vendre,325000,,1300 Wavre,Normal,1962,2,,100 m²,12 m²,,,,Super équipée,1,,1,,Mazout,,,Non,,,4,,Oui,130 m²,410 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20240902009070,,Immédiatement,,,,,,,102,,,Oui,,,,,,810 m²,38541 kWh/an,570 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1300/wavre/vwd10752,VWD10752,Villa à vendre,2850000,,1300 Wavre,Excellent,2010,5,,900 m²,,Oui,Oui,,Super équipée,,,,,Non specifié,Double vitrage,Oui,Oui,,,4,,Oui,,91 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,Oui,Oui,20220824012391,,,Américaine,,,Sud,Oui,Oui,26,4,,Oui,,,,,,7000 m²,,,,,30 m²,,,Oui,,,,,,,,,,,,Oui,,,,Oui,Oui,,,,,1154 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vba91281,VBA91281,Maison à vendre,779000,Venelle des C?dres 28,1300 Wavre,Nouveau,,5,18 m²,,45 m²,,Oui,1,Equipée,3,,3,,,,,,,,3,3,,,0 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,9 m²,11 m²,,,Oui,,,,,,,,,,Oui,Oui,,,,,6 m²,,,,,,,,,,Oui,,,,336 m²,,,,24 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vba91280,VBA91280,Maison à vendre,799000,Venelle des C?dres 14,1300 Wavre,Nouveau,,3,18 m²,,45 m²,,Oui,1,Equipée,2,,2,,,,,,,,3,3,,,0 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,9 m²,11 m²,,,Oui,,,,,,,,,,Oui,Oui,,,,,6 m²,,,,,,,,,,Oui,,,,358 m²,,,,24 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vbb20493,VBB20493,Appartement à vendre,335000,Chaussée de Nerviens 39,1300 Wavre,Nouveau,2021,2,18 m²,99 m²,34 m²,Oui,Oui,,Equipée,1,,1,,Gaz,,,Oui,Oui,0,,2,Oui,15 m²,126 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,10 m²,,,Non,,,,,,,,,,,Oui,Oui,,,A l’acte,Américaine,,,Sud,Oui,Non,2658,1,,,,,,,,,15668 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vba73132,VBA73132,Appartement à vendre,310000,Rue des Combattants 144 1.2,1300 Wavre,Nouveau,2024,1,18 m²,73 m²,41 m²,Oui,,,,1,1,1,,,Double vitrage,,Oui,Oui,1,4,2,Oui,5 m²,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Non,Non,,,,,,,Nord,,,,Oui,Oui,,,,,,Oui,Nord-est,Oui,Non,,,,,1,Oui,,Oui,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbc62476,VBC62476,Maison à vendre,389000,Avenue des Déportés 41,1300 Wavre,Excellent,,3,,140 m²,,Non,,,Super équipée,,1,2,,Gaz,,,Non,,,,,Oui,,230 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,Sud-est,,,,,,20250408033220,08/04/2035,,,,,,,,42,,,Oui,,,,,,412 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbc44698,VBC44698,Maison à vendre,530000,Venelle du Bois de Saras 27,1300 Wavre,,1992,4,,258 m²,39 m²,Non,Oui,1,Super équipée,1,1,2,,Gaz,,,Non,,,4,,Oui,,210 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Oui,Non,Non,Non,Non,Non,Sud,,,,,,20160622015093,22/06/2026,A l’acte,,,,,,,39,,,Oui,3,,,,,1123 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbc44503,VBC44503,Maison à vendre,635000,Avenue de la Tramontane 8,1300 Wavre,À rénover,1991,4,,210 m²,37 m²,Non,Oui,2,Super équipée,1,1,2,,Mazout,,,Non,,,4,,Oui,,286 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20250121026504,21/01/2035,,,,,,,,71,,,Oui,,,,,,1206 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbc29355,VBC29355,Maison à vendre,599000,Tienne du Sarment 13,1300 Wavre,,,5,,240 m²,50 m²,Non,Oui,2,Semi-équipée,1,2,3,,,,,Non,,,,,Oui,,188 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20240827010278,27/08/2034,,,,,,,,35,,,Oui,2,,,,,1114 m²,51457 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vbc28428,VBC28428,Appartement à vendre,200000,Chaussée des Gaulois 6 10,1300 Wavre,À rénover,1971,2,,85 m²,30 m²,Non,Oui,1,Super équipée,1,,1,,Gaz,,,Oui,,4,3,7,Oui,,226 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20210211010344,11/02/2031,Immédiatement,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vbb69522,VBB69522,Appartement à vendre,220000,Avenue des Déportés 3 1,1300 Wavre,,,2,,95 m²,35 m²,,Oui,1,Non équipée,1,,1,,,,,Non,,1,,2,Non,,267 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20220131010624,31/01/2032,,,,,,,,49,,,Non,,,,,,,29990 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbb62027,VBB62027,Maison à vendre,329000,Avenue des Déportés 39,1300 Wavre,,,3,,125 m²,40 m²,,,,Non équipée,,1,2,,,,,Non,,,,,Oui,,182 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20230712011297,12/07/2033,,,,,,,,34,,,Non,,,,,,107 m²,26805 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vbb46664,VBB46664,Maison à vendre,375000,,1300 Wavre,À rénover,1963,4,,136 m²,,,Oui,1,Semi-équipée,1,1,2,,Mazout,,,Non,,,4,,Oui,,344 kWh/m²/an,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,Oui,Oui,20240618017442,18/06/2034,,,,,,,,86,,,Oui,1,,,,,576 m²,55190 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vbb15219,VBB15219,Appartement à vendre,235000,Parc des Saules 19 23,1300 Wavre,,,2,,90 m²,30 m²,,Oui,1,Non équipée,1,,1,,,,,Oui,,5,,7,Oui,9 m²,127 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20240115012544,15/01/2034,,,,,,,,24,,,Non,,,,,,,11693 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vba61599,VBA61599,Maison à vendre,289000,Rue Sainte-Anne 97,1300 Wavre,,,2,,120 m²,28 m²,,,,Non équipée,,1,1,,,,,Non,,,,,Oui,,334 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,Oui,,,,,,,,,,,,20230425025990,25/04/2033,,,,,,,,,,,Oui,,,,,,270 m²,49500 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vba87502,VBA87502,Maison à vendre,400000,Venelle du Tribut 14,1300 Wavre,,,3,,150 m²,35 m²,,Oui,1,Non équipée,1,,2,,,,,Non,,,,,Oui,,205 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,Oui,,,,,,,,,,,,20240228004199,28/02/2034,,,,,,,,38,,,Oui,1,,,,,451 m²,35277 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vba77477,VBA77477,Appartement à vendre,299000,Rue de Namur 76 7,1300 Wavre,Excellent,1959,2,,95 m²,39 m²,,,,Non équipée,1,,2,,Gaz,,,Oui,,3,,4,Non,,60 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20240201019002,01/02/2034,,,,,,,,12,,,Non,,,,,,,6620 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vba56583,VBA56583,Appartement à vendre,249000,Place des Carmes 36,1300 Wavre,,,3,,100 m²,23 m²,,Oui,,Non équipée,1,,2,,,,,Oui,,1,,,Non,,227 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20231207021471,07/12/2033,,,,,,,,42,,,Non,,,,,,,25396 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vba53457,VBA53457,Appartement à vendre,225000,Chaussée de Louvain 67,1300 Wavre,Excellent,1976,1,,70 m²,30 m²,,,,Super équipée,,1,1,,Gaz,,,Oui,,3,,4,Non,,115 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20231105000471,05/11/2033,,,,,,,,22,,,Non,1,,,,,,10082 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vba39987,VBA39987,Appartement à vendre,320000,Avenue des Princes 56,1300 Wavre,Normal,2013,3,,110 m²,33 m²,,,,Non équipée,1,2,1,,Gaz,,,Oui,,1,,3,Oui,3 m²,71 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20231025013749,25/10/2033,,,,,,,,14,,,Non,,,,,,,8679 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vaz90851,VAZ90851,Appartement à vendre,215000,,1300 Wavre,Normal,1970,2,,60 m²,25 m²,Non,Oui,1,,1,,1,,Mazout,,,Oui,,1,,4,Oui,23 m²,160 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20221010028520,10/10/2032,Immédiatement,,,,,,,40,,,Non,,,,,,,10914 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vaz90813,VAZ90813,Appartement à vendre,215000,,1300 Wavre,Normal,1978,2,,89 m²,34 m²,Non,Oui,,Semi-équipée,1,,1,,Gaz,,,Oui,,1,,3,Oui,7 m²,116 kWh/m²/an,"oui, attestation conforme",Risque moyen,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,Sud-ouest,,,,,,20210226016994,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vaz88444,VAZ88444,Maison à vendre,325000,Avenue des Déportés 37,1300 Wavre,,,3,,125 m²,26 m²,,,,Non équipée,,1,2,,,,,Non,,,,,Oui,,225 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,Oui,,,,,,,,,,,,,05/07/2033,,,,,,,,41,,,Oui,,,,,,,37056 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vaz85663,VAZ85663,Maison à vendre,365000,Chaussée de Louvain 186,1300 Wavre,,,3,,170 m²,36 m²,Non,Oui,1,Non équipée,1,,2,,,,,Non,,,,,Oui,,226 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20230630022406,30/06/2033,,,,,,,,410,,,Oui,1,,,,,325 m²,43334 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vaz71637,VAZ71637,Appartement à vendre,165000,Chaussée de Louvain 67,1300 Wavre,,,1,,65 m²,18 m²,,,,Non équipée,1,,1,,,,,Oui,,1,,4,Non,,116 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20230419016303,19/04/2033,,,,,,,,22,,,Non,,,,,,,8563 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1300/wavre/vaz71636,VAZ71636,Studio à vendre,145000,Chaussée de Louvain 67,1300 Wavre,,,,,35 m²,,,,,Non équipée,,1,1,,,,,Oui,,3,,4,Non,,164 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,20230419015775,19/04/2033,,,,,,,,31,,,Non,,,,,,,6436 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vaz51931,VAZ51931,Appartement à vendre,220000,Venelle de l'Octroi 2 22,1300 Wavre,Excellent,1978,1,,50 m²,20 m²,Non,,,Super équipée,,1,1,,Gaz,,,Oui,,4,,5,Oui,4 m²,231 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20220223016862,23/02/2032,,,,,,,,42,,,Non,,,,,,,10305 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vaz38622,VAZ38622,Maison à vendre,550000,Avenue Duc Godefroid Ier 11,1300 Wavre,À rénover,1978,5,,200 m²,47 m²,,Oui,3,Super équipée,1,1,2,,Gaz,,,Non,,,4,,Oui,,259 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,Oui,,,,,,Est,,,,,,20230228037032,28/02/2033,,,,,,,,48,,,Oui,4,,,,,1569 m²,59878 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vaz34990,VAZ34990,Maison à vendre,600000,Avenue Arthur Masson 7,1300 Wavre,Normal,2003,3,,200 m²,50 m²,,Oui,1,Super équipée,,1,2,,Gaz,,,Non,,,4,,Oui,,220 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,,Non,Oui,,,,,,Sud-est,,,,,,20230328007672,28/03/2033,,,,,,,,38,,,Oui,3,,,Oui,,1002 m²,51217 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vaz00684,VAZ00684,Maison à vendre,265000,Rue Sainte-Reine 58,1300 Wavre,,,2,,120 m²,28 m²,Non,,,Non équipée,1,,2,,,,,Non,,,,,Oui,,432 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Oui,Non,Non,Non,Non,Non,Nord-est,,,,,,20210527007587,27/05/2031,,,,,,,,94,,,Oui,,,,,,458 m²,61707 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vay78644,VAY78644,Appartement à vendre,205000,,1300 Wavre,À rénover,1976,2,,85 m²,33 m²,Non,,,Super équipée,1,,1,,Gaz,,,Oui,,2,4,7,Oui,11 m²,222 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,Oui,Oui,,14/08/2024,,,,,,,,55,,,Non,,,,,,,20671 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vay54364,VAY54364,Maison à vendre,349000,Avenue Chevalier Jehan 113,1300 Wavre,À rénover,,3,,160 m²,32 m²,Non,Oui,1,Non équipée,2,,2,,Mazout,,,Non,,,4,,Non,,797 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20221019003896,19/10/2032,,,,,,,,197,,,Oui,1,,,,,831 m²,117790 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1300/wavre/vax14670,VAX14670,Maison à vendre,215000,Chaussée de Wavre 425,1300 Wavre,Normal,1960,2,,90 m²,29 m²,,,,Super équipée,1,,1,,Gaz,,,Non,,,2,1,Oui,40 m²,409 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,Non,Oui,,,,,,Est,6 m,118 m²,41 m,Oui,Oui,20211129011532,,Immédiatement,,,,,,,,,,Oui,1,,,,,332 m²,48386 kWh/an,109 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vax12105,VAX12105,Appartement à vendre,375000,,1300 Wavre,,,3,,149 m²,46 m²,Non,Oui,1,Non équipée,1,1,2,,,,,Oui,,2,,3,Oui,4 m²,154 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,20131228004498,18/12/2023,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1310/la-hulpe/vbc89960,VBC89960,Maison à vendre,820000,,1310 La Hulpe,Nouveau,2017,4,,220 m²,49 m²,Non,Oui,1,,1,2,3,,Non specifié,,,Non,,,2,1,Oui,48 m²,99 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,Nord-est,,,,Oui,Oui,20180618503723,18/06/2028,A l’acte,,,,,,,,,,Oui,1,,,Oui,,325 m²,,105 m²,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1310/la-hulpe/vbb23912,VBB23912,Maison à vendre,320000,Rue du Cerf 1,1310 La Hulpe,À rénover,1910,3,14 m²,157 m²,,Oui,,,,1,,2,5 m²,Gaz,,,Non,Non,,3,3,Oui,35 m²,368 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,14 m²,40 m²,,Non,,,Oui,,,,,5 m,,51 m,Oui,Oui,,09/12/2025,,,17 m²,,,Oui,Non,,,,Oui,,Non,Non,,14 m²,334 m²,63598 kWh/an,257 m²,Non,5 m,,,,,,,,,29 m²,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
