ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Nombre_de_salles_de_bain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Surface_du_bureau,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_des_caves,Surface_du_grenier,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_la_cuisine,Type_de_vitrage,Largeur_de_la_façade,Raccordé_à_leau_courante,Panneaux_solaires,Conso_annuelle_totale_dénergie_primaire,Largeur_du_terrain_à_rue,Accessible_aux_moins_valides,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_détages_de_limmeuble,Type_de_cuisine,Surface_de_lades_salles_de_bain,Raccordé_aux_égouts,Piscine_extérieure,Permis_de_bâtir_obtenu,Surface_salle_à_manger,Alarme_antieffraction,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Appartement_de_service,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Étage_de_lappartement,Surface_totale,Attestation__Installation_électrique__Validité,Clef_électronique,Balcon,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Niveau_S
https://immovlan.be/fr/detail/maison/a-vendre/8791/beveren-leie/rbt67755,RBT67755,Maison à vendre,225000,Roestraat 11,8791 Beveren-Leie,,Non,1962,,,123 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,,,,,Oui,,,527 m²,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,1052 kWh/m²/an,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,Non,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3650/dilsen-stokkem/rbt67798,RBT67798,Maison à vendre,389000,Meuffelstraatje 1 B,3650 Dilsen-Stokkem,Nouveau,Non,2025,,4,235 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,,,1,2,,,,,,,,,,,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,Double vitrage,,Oui,Oui,,,,,,,,,Oui,Non,,,Non,,Non,,,,,,Oui,,,,Non,Non,Non,,,,,,,pas d'application,,,Non,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/5030/lonzee/vbc88347,VBC88347,Bungalow à vendre,230000,Rue de la Gare 8,5030 Lonzée,À rénover,Non,1970,A l’acte,3,102 m²,Non,33 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,1,Electrique,Non,,,2,Oui,900 m²,Oui,1146 m²,115 m²,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,1,,870 kWh/m²/an,20250610001876,10/06/2035,224,8 m²,36 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2440/geel/rbt67563,RBT67563,Maison à vendre,310000,Grotesteenweg 92,2440 Geel,Normal,Non,1980,A l’acte,3,123 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,Mazout,Non,Est,3,1,Oui,,Oui,505 m²,,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,1,,291 kWh/m²/an,0003602273-RES-1,,,,,,,,,,,,,,Super équipée,,,7 m,Oui,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7100/la-louviere/vbc88325,VBC88325,Villa à vendre,195000,Rue des Pruniers 12,7100 La Louvière,À rénover,,,A l’acte,3,119 m²,Non,,Oui,Oui,,,,,,Oui,1,,2,Mazout,Non,,4,,Oui,580 m²,,711 m²,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,1,,433 kWh/m²/an,,14/03/2028,108,,,13 m²,12 m²,9 m²,,,,,,20 m²,Equipée,,Double vitrage,,Oui,,51579 kWh/an,,Non,,,1,Américaine,,Oui,,,,,Nord-est,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8550/zwevegem/rbt67501,RBT67501,Maison à vendre,,,8550 Zwevegem,,Non,2008,A partir du : 28/02/2026,5,276 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,1,Gaz,Non,Sud-ouest,4,7,Oui,,Oui,1413 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,78 m,96 kWh/m²/an,20250526-0003610522-RES-1,,,,,,,,,,,,,,Equipée,,,11 m,,Oui,,18 m,Non,,Non,2,,,,Non,,,Oui,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,Zone d'activités artisanales ou zone de petites et moyennes entreprises,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/liege/vbc88266,VBC88266,Appartement à vendre,649000,Rue Lebeau 4 3,4000 Liège,Remis à neuf,,,,3,215 m²,,,Non,Non,Non,,,,,Oui,,,,Gaz,Oui,,,,,,Oui,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,2,,141 kWh/m²/an,20250207014855,07/02/2035,,,7 m²,,,,,,,,,,,,,,,,30003 kWh/an,,Non,Non,Non,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4570/marchin/vbc88261,VBC88261,Maison à vendre,259000,Vieux Thier 25,4570 Marchin,À rénover,,,,4,140 m²,,,Non,Non,Non,,,,,Oui,,,,Mazout,Non,Ouest,,,,,Oui,1310 m²,,pas d'application,,Information non communiquée,Information non communiquée,1,,296 kWh/m²/an,20210720001384,20/07/2031,,,,,,,,,,,,,,,Double vitrage,,,,55841 kWh/an,,Non,Non,Non,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-pierre/vbc88244,VBC88244,Maison à vendre,195000,Rue du Commerce 8,7100 Haine-Saint-Pierre,Normal,,1945,A l’acte,3,185 m²,,,Oui,Oui,,Oui,,,,,,,1,Gaz,,,2,,,,Oui,119 m²,,,,Information non communiquée,Information non communiquée,1,16 m,194 kWh/m²/an,,,,,25 m²,16 m²,16 m²,33 m²,,,53 m²,13 m²,,,Equipée,22 m²,Double vitrage,6 m,Oui,,42560 kWh/an,6 m,,,,,Américaine,11 m²,Oui,,,17 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2260/zoerle-parwijs/rbt67578,RBT67578,Appartement à vendre,195000,Zoerledorp 21B,2260 Zoerle-Parwijs,Normal,Non,1967,Immédiatement,2,102 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Non,,2,,,,,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,257 kWh/m²/an,,03/10/2024,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2500/lier/rbt67552,RBT67552,Appartement à vendre,302000,Pettendonk 62,2500 Lier,Nouveau,Non,2023,Immédiatement,2,93 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Oui,Sud,2,,Oui,,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,,,,,,8 m²,,,,,,,,,,Super équipée,,,,Oui,Oui,,,,,,3,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2500/lier/rbt67551,RBT67551,Appartement à vendre,361200,Pettendonk 62,2500 Lier,Nouveau,Non,2023,Immédiatement,2,116 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Oui,Sud,2,,Oui,27 m²,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,,,,,,8 m²,,,,,,,,,,Super équipée,,,,Oui,,,,,,,3,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5000/namur/vbc88148,VBC88148,Maison à vendre,275000,Rue Louis Loiseau 5,5000 Namur,À rénover,Non,,A l’acte,3,150 m²,Non,28 m²,,,,Oui,,,,Oui,3,1,2,Gaz,Non,,4,,,,Oui,147 m²,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,1,,402 kWh/m²/an,,19/05/2035,73,,,10 m²,17 m²,12 m²,,,,,1,,,11 m²,Double vitrage,,Oui,,78261 kWh/an,,Non,,,2,Indépendante,,Oui,Non,Oui,13 m²,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6240/farciennes/vbc88142,VBC88142,Maison à vendre,75000,Rue Emile Vandervelde 212,6240 Farciennes,À rénover,Non,1918,A l’acte,3,179 m²,Non,26 m²,Oui,Oui,,Oui,,,,,,1,1,Non specifié,Non,Sud-ouest,3,,Oui,,Oui,710 m²,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,569 kWh/m²/an,,16/01/2030,182,,,21 m²,12 m²,19 m²,,,,,,,,,Double vitrage,,Oui,,102198 kWh/an,,Oui,Non,,1,Indépendante,,Oui,Non,Non,19 m²,,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,05/03/2024,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc88007,VBC88007,Appartement à vendre,170000,Quai de compiègne 14 11,4500 Huy,Normal,,1962,,2,67 m²,,23 m²,,,,,,,,Oui,,1,1,,Oui,,3,,,,Oui,,,"oui, attestation non conforme",,Risque moyen,Information non communiquée,1,,304 kWh/m²/an,,10/06/2035,75,,,15 m²,9 m²,,,,,,,,,6 m²,,,,,,,Non,,,8,,,Oui,Non,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8550/zwevegem/rbt67350,RBT67350,Maison à vendre,1079000,Brouwerijstraat 21,8550 Zwevegem,À rénover,Non,,A l’acte,5,237 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,Oui,5,,2,Mazout,Non,,4,8,Oui,,,6264 m²,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,1,,568 kWh/m²/an,20241127-0003458927-RES-1,27/11/2034,,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6850/paliseul/vbc87783,VBC87783,Immeuble mixte à vendre,389000,Place de la Gare 1,6850 Paliseul,Normal,Oui,1875,Immédiatement,3,260 m²,Non,27 m²,,Oui,Oui,,,,,,,2,5,Mazout,Non,Sud,3,12,Oui,200 m²,Oui,403 m²,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,2,,234 kWh/m²/an,,23/05/2032,,,24 m²,16 m²,10 m²,9 m²,16 m²,,,,,,Semi-équipée,10 m²,Double vitrage,12 m,Oui,,24635 kWh/an,12 m,Non,Non,,,Kitchenette,11 m²,Oui,Non,Oui,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/glain/vbc87769,VBC87769,Maison à vendre,169000,Rue du Centre 290,4000 Glain,À rénover,,,,2,100 m²,,,Oui,Oui,Non,,,,,,,,,Gaz,Non,,,,Oui,,,100 m²,,pas d'application,,Pas de risque d’inondation,Information non communiquée,1,,649 kWh/m²/an,20250321003413,21/03/2035,119,,,,,,,,8 m²,,,,,,Double vitrage,,,,49872 kWh/an,,Non,Non,Non,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8880/ledegem/rbt67140,RBT67140,Maison à vendre,299000,Stationsstraat 21,8880 Ledegem,Remis à neuf,Non,,,3,166 m²,,,Non,Oui,Non,Non,Non,Oui,Non,,,,2,Gaz,,,2,,Oui,,Oui,253 m²,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1,,,,,,,,,,,,,,,,,Equipée,,,6 m,Oui,Oui,,6 m,,,,,,,,,Oui,,,Ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1348/louvain-la-neuve/vbc87693,VBC87693,Appartement à vendre,440000,Rue Charles de Loupoigne 13 001,1348 Louvain-la-Neuve,,Non,,,3,95 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Non,,,,,,Oui,,,pas d'application,,Information non communiquée,Information non communiquée,1,,198 kWh/m²/an,20250417011168,17/04/2035,,,,,,,,,,,,,Non équipée,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9270/laarne/rbt67134,RBT67134,Appartement à vendre,349000,Cederdreef 9 31,9270 Laarne,Normal,Non,,,4,130 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,,Gaz,,,2,,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2,,246 kWh/m²/an,20250509-0003595474-RES-1,09/05/2035,,,10 m²,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,Non,,,,Sud,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Zone de parc,3,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9240/zele/rbt67003,RBT67003,Maison à vendre,260000,Wezepoelstraat 27,9240 Zele,À rénover,,,A l’acte,4,,,,,,,,,,,Oui,1,,1,,,,2,,Oui,,,400 m²,,,,Information non communiquée,Information non communiquée,1,,575 kWh/m²/an,,,,,,,,,,,,,,,Equipée,,,,,,,,Non,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt66812,RBT66812,Maison à vendre,239000,Prinsessenstraat 12,2300 Turnhout,Normal,Non,1973,A l’acte,2,126 m²,Non,15 m²,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Non,Nord,2,,Oui,39 m²,,137 m²,56 m²,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,1,27 m,300 kWh/m²/an,20241221-0003487385-RES-1,21/12/2034,,,,,,,,,,,,,Semi-équipée,,,5 m,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4040/herstal/vbc87639,VBC87639,Maison à vendre,279000,Rue Nadet 45,4040 Herstal,Normal,Non,,A l’acte,4,136 m²,Non,14 m²,Oui,Oui,,Oui,,,,Oui,1,1,2,Gaz,Non,Nord,2,,,,Oui,201 m²,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Inondable délimitée,1,,415 kWh/m²/an,,06/06/2035,,,8 m²,13 m²,11 m²,11 m²,9 m²,,,,,,Equipée,17 m²,Double vitrage,7 m,Oui,,73501 kWh/an,7 m,Non,Non,,2,Américaine,,Oui,Non,Non,20 m²,,,Oui,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,Non,,,
https://immovlan.be/fr/detail/maison/a-vendre/1340/ottignies-louvain-la-neuve/vbc87590,VBC87590,Maison à vendre,275000,Rue Arthur Masson 24,1340 Ottignies-Louvain-la-Neuve,À rénover,Non,1977,,3,120 m²,Non,20 m²,,Oui,,Oui,,,,Oui,1,,1,Gaz,Non,Sud-ouest,3,1,Oui,453 m²,Oui,583 m²,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,1,,706 kWh/m²/an,,24/04/2035,128,,9 m²,15 m²,12 m²,7 m²,,,,,,,Equipée,10 m²,Double vitrage,11 m,Oui,,84838 kWh/an,11 m,Non,Non,,2,Américaine,,Oui,Non,Non,22 m²,,,Oui,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt66893,RBT66893,Maison à vendre,402000,Petrus Mijsstraat 68,9290 Berlare,Nouveau,,,A l’acte,3,156 m²,Non,,,,,,,,,Oui,1,,2,Air pulsé,,,3,,Oui,71 m²,Oui,229 m²,,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,14 m²,11 m²,12 m²,,,,,,,Super équipée,,Double vitrage,,Oui,Oui,,,Non,,,,,,Oui,,Oui,,,,,,,,,,,Oui,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4000/liege/vbc87565,VBC87565,Appartement à vendre,234000,Rue Saint-Gilles 504,4000 Liège,Normal,Non,,Immédiatement,2,75 m²,Non,29 m²,Oui,,,,,,,Oui,,,,,,,3,1,,,Oui,,,,,Information non communiquée,Information non communiquée,1,,118 kWh/m²/an,,09/06/2035,,,7 m²,8 m²,17 m²,,,,8 m²,,,,,7 m²,,,,,11421 kWh/an,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2650/edegem/rbt66872,RBT66872,Rez-de-chaussée à vendre,275000,Laureysstraat 2 001,2650 Edegem,,Non,1954,A l’acte,2,71 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Non,Nord,,,,,,,,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,1,,250 kWh/m²/an,202103316-0002388160-RES-1,16/03/2031,61030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2300/turnhout/rbt66859,RBT66859,Appartement à vendre,169000,Kempenlaan 23 4,2300 Turnhout,À rénover,Non,1972,A l’acte,3,118 m²,Non,41 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,Gaz,Non,Nord-est,3,,,,Oui,,,"oui, attestation conforme",Non,Risque élevé,Information non communiquée,1,,262 kWh/m²/an,2143350,21/03/2029,,,,,,,,,,,,,,,,,Oui,,,,,,,5,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",4,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt66819,RBT66819,Maison à vendre,275000,Rivierstraat 25,2300 Turnhout,Normal,Non,,,2,133 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,Gaz,Non,Est,2,,Oui,75 m²,Oui,165 m²,105 m²,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,281 kWh/m²/an,,06/11/2031,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt66818,RBT66818,Maison à vendre,239000,Steenweg op Mol 106,2300 Turnhout,,Non,1899,A l’acte,3,155 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Non,Sud,2,,Oui,175 m²,,313 m²,89 m²,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,1,61 m,251 kWh/m²/an,20230906-0002979054-RES-1,06/09/2033,,,,,,,,,,,,,,,,5 m,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt66782,RBT66782,Maison à vendre,595000,Battelsesteenweg 468,2800 Malines,Excellent,Non,,A l’acte,4,201 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,,,,2,Gaz,Non,Nord-est,3,4,Oui,,,565 m²,107 m²,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,62 m,171 kWh/m²/an,20250415-0003578629-RES-1,15/04/2035,,,,,,,,,,,,,Super équipée,,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vwd13811,VWD13811,Maison à vendre,129000,,6200 Châtelet,À rénover,,,Immédiatement,2,160 m²,,,Oui,Oui,,,,,,,,,,Gaz,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,750 kWh/m²/an,20181208003899,,,,,,,,,,,,,,Non équipée,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4000/liege/vbc87395,VBC87395,Villa à vendre,234000,Rue Saint-Gilles 504,4000 Liège,Normal,Non,,,2,75 m²,Non,29 m²,Oui,,,,,,,Oui,,,,,,,3,1,,,Oui,,,,,Information non communiquée,Information non communiquée,1,,118 kWh/m²/an,,09/06/2035,,,7 m²,8 m²,17 m²,,,,8 m²,,,,,7 m²,,,,,11421 kWh/an,,,,,2,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3080/tervuren/vbc87332,VBC87332,Villa à vendre,995000,,3080 Tervuren,Normal,Non,,A l’acte,4,257 m²,Non,34 m²,Oui,Oui,,Oui,,,,Oui,1,1,2,Mazout,Non,,4,1,Oui,,Oui,1420 m²,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,2,63 m,358 kWh/m²/an,,04/06/2035,22295,,,13 m²,14 m²,15 m²,43 m²,,38 m²,16 m²,,,Equipée,7 m²,Double vitrage,15 m,Oui,,91993 kWh/an,15 m,Non,Non,,4,Américaine,5 m²,Oui,Non,Oui,14 m²,Oui,Sud-ouest,Oui,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,06/02/2025,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7170/manage/vbc87324,VBC87324,Villa à vendre,750000,Rue du Long Tri 10,7170 Manage,,,,A l’acte,8,454 m²,,51 m²,,,,,,,,,,1,4,Mazout,,,4,10,Oui,,Oui,1723 m²,,,,Information non communiquée,Information non communiquée,2,77 m,243 kWh/m²/an,,,,,71 m²,16 m²,11 m²,18 m²,11 m²,15 m²,,,,,Equipée,26 m²,Double vitrage,12 m,Oui,,59239 kWh/an,12 m,,,,,Américaine,5 m²,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6001/marcinelle/vbc87318,VBC87318,Maison à vendre,139000,Rue des Sarts 32,6001 Marcinelle,À rénover,Non,,A l’acte,3,193 m²,Non,32 m²,Oui,Oui,Oui,Oui,,,,,,1,1,,Non,Est,2,,Oui,,Oui,564 m²,,"non, pas d'attestation",Non,Information non communiquée,Information non communiquée,1,,461 kWh/m²/an,,10/12/2034,,,,20 m²,17 m²,8 m²,,,68 m²,,,,,5 m²,,,Oui,,66013 kWh/an,,Non,Non,,2,Indépendante,,,Non,Non,14 m²,,,Oui,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelineau/vbc87313,VBC87313,Appartement à vendre,220000,,6200 Châtelineau,,Non,,A l’acte,3,197 m²,Non,77 m²,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Non,Est,2,,,,Oui,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1,,417 kWh/m²/an,20241205008495,05/12/2034,,,16 m²,,,,,,,,,,,,,,Oui,,,,,,,1,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
