ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Surface_du_séjour,Surface_du_bureau,Caves,Surface_des_caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Panneaux_solaires_thermiques,Type_de_chauffage,Chauffage_au_sol,Type_de_vitrage,Compteur_deau_individuel,Air_conditionné,Domotique,Parlophone,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Jardin,Surface_du_jardin,Terrasse_aménagée,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Type_de_zone_inondable,Zone_inondable_délimitée,Meublé,Surface_de_la_cuisine,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Surface_de_la_terrasse,Orientation_de_la_terrasse,Conso_annuelle_totale_dénergie_primaire,Équipement_de_la_cuisine,Nombre_de_façades,Orientation_de_la_façade_du_bien,Nombre_de_places_de_parking_extérieur,Surface_totale_du_terrain,Pompe_à_chaleur,Date_de_validité_PEB,Année_de_construction,Surface_salle_à_manger,Type_de_cuisine,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Largeur_du_terrain_à_rue,Emission_de_CO2,Possibilités_pour_profession_libérale,Surface_totale,Surface_du_grenier,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Compteur_Bihoraire,Adaptations_pour_les_seniors,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Citation_pour_infraction_urbanistique,Surface_constructible,Balcon,Permis_durbanisation_accordé,Surface_du_dressing,Attestation__Installation_électrique__Validité,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG
https://immovlan.be/fr/detail/maison/a-vendre/5660/couvin/vbc15109,VBC15109,Maison à vendre,150000,,5660 Couvin,,Non,Immédiatement,2,18 m²,17 m²,,,,120 m²,18 m²,,,,,,Oui,,,,,,,,1,,1,,,,,Mazout,,Double vitrage,,,,,,,,,Oui,,,,,,382 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,12 m²,,,,,,54492 kWh/an,Equipée,2,,1,,,,,16 m²,Américaine,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5660/bruly-de-pesche/vbb94416,VBB94416,Maison à vendre,425000,,5660 Brûly-de-Pesche,,,Immédiatement,11,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Mazout,,,,,,,,,,,Non,,Non,,,,261 kWh/m²/an,20240115003357,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,30522 kWh/an,,,,,10715 m²,,15/01/2034,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5660/couvin/vba67165,VBA67165,Maison à vendre,125000,Faubourg de la Ville 2,5660 Couvin,À rénover,,A l’acte,4,,,,,,200 m²,,,,,Oui,,,,,,,,,,1,,,,,,,Mazout,,,,,,,,,,,Non,,Non,,Oui,,356 kWh/m²/an,20160730005376,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,74927 kWh/an,,2,,,115 m²,,30/07/2026,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5660/gonrieux/vba99796,VBA99796,Maison à vendre,80000,,5660 Gonrieux,,,,,,,,,,350 m²,,,,,,,,,,,,,,,,,,,,,,Non specifié,,,,,,,,,,,Oui,150 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,3,,,310 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5660/gonrieux/vaz96982,VAZ96982,Maison à vendre,90000,,5660 Gonrieux,,,,,,,,,,350 m²,,,,,,,,,,,Oui,,,,,,,,,,,Non specifié,,,,,,,,,,,Oui,150 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,3,,,310 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5660/gonrieux/vaz96981,VAZ96981,Maison à vendre,78000,,5660 Gonrieux,,,,,,,,,,320 m²,,,,,,,,,,,Oui,,,,,,,,,,,Non specifié,,,,,,,,,,,Oui,90 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,3,,,295 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5660/aublain/vbc18823,VBC18823,Maison à vendre,100000,Rue d'Avret 11,5660 Aublain,À rénover,,A l’acte,2,,,,,,110 m²,33 m²,,,,Oui,,,,,,Oui,1,,,,,2,,,,,Non specifié,,,,,,,,,,,Oui,,Non,,,,731 kWh/m²/an,20241126018640,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,80069 kWh/an,,,,3,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/gimnee/vbc22139,VBC22139,Maison à vendre,95000,Rue d'Aremberg 7,5680 Gimnée,À rénover,,A l’acte,2,,,,,,220 m²,,,,,,,,,,,Oui,1,,,,,1,,,,,,,,,,,,,,,,Oui,1362 m²,Non,,,,,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,,,,,,Non équipée,3,,2,1719 m²,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vbc88250,VBC88250,Maison à vendre,550000,Rue d'Abzer 4,5680 Doische,Nouveau,,A l’acte,5,20 m²,19 m²,19 m²,16 m²,16 m²,400 m²,60 m²,,,,Oui,,Oui,Oui,,,Oui,2,,48 m²,3,3,2,,,Oui,,Air pulsé,,Double vitrage,,Oui,,Oui,Oui,,,,Oui,,Oui,,Oui,Oui,17 kWh/m²/an,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,,,,6337 kWh/an,Super équipée,4,,,946 m²,Oui,,2024,24 m²,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,10 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/soulme/vbc52669,VBC52669,Maison à vendre,299000,Rue du Ruage 8,5680 Soulme,Normal,,A l’acte,5,,,,,,180 m²,,,,,Oui,,,,,,Oui,2,,,1,1,2,,,Oui,,Non specifié,,,,,,,,,,,Oui,,Oui,,,,248 kWh/m²/an,20250129007197,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,78483 kWh/an,,,Nord,,,,29/01/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/5680/doische/vbc72393,VBC72393,Fermette à vendre,550000,Rue Saint-Eloi 14,5680 Doische,Normal,,A l’acte,7,36 m²,19 m²,14 m²,14 m²,,490 m²,38 m²,,Oui,,Oui,,,,,,Oui,1,,,3,,,,,Oui,,Mazout,,Double vitrage,,,,,,,,,Oui,,Oui,Oui,Oui,Oui,348 kWh/m²/an,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,19 m²,,,,,,113215 kWh/an,Equipée,3,,10,1209 m²,,28/11/2017,1750,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,01/11/2023,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vbc86699,VBC86699,Maison à vendre,169000,Rue du Bois-du-Fir 117,5680 Doische,Normal,Non,A l’acte,4,,,,,,,,,Non,,Oui,Non,Non,Non,Non,Non,Oui,,,,1,,2,,,Non,,Mazout,,Double vitrage,,,,,,,,,Oui,,Oui,,,,366 kWh/m²/an,2025011404323,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,Equipée,2,,,340 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vbc85243,VBC85243,Maison à vendre,1095000,,5680 Doische,Excellent,,A convenir,3,,,,,,220 m²,,,,,,,Oui,Oui,Oui,,Oui,1,,120 m²,1,,2,,Non,Oui,Non,Non specifié,Non,Double vitrage,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,,Oui,Non,Oui,,18 kWh/m²/an,20220209502438,"oui, attestation conforme",pas d'application,Non,Non,Information non communiquée,Information non communiquée,,,,,,,,3856 kWh/an,Non équipée,4,Sud,6,6614 m²,,,2021,,,,2,,3,,,,,,,,,,Oui,,,,Oui,,,,Non,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5680/matagne-la-petite/vbc53854,VBC53854,Villa à vendre,220000,Rue Saint-Hilaire 5,5680 Matagne-la-Petite,Normal,,A l’acte,4,16 m²,28 m²,14 m²,10 m²,,,,,,,Oui,,,,,,Oui,,,,2,,,,,,Non,Gaz,,Double vitrage,,,,,,,,,Oui,,Oui,,,,391 kWh/m²/an,20180321013979,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,,,,,,,72135 kWh/an,,4,,,1591 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vbc59785,VBC59785,Maison à vendre,275000,,5680 Doische,,Non,,4,,,,,,187 m²,30 m²,,Non,,Non,Non,Non,Non,Non,Non,,,,,,2,,,,Oui,,Air pulsé,,,,,,,,,,,Oui,190 m²,Oui,,,,179 kWh/m²/an,20250128012045,,,,,Information non communiquée,Information non communiquée,,,,,,16 m²,,,,2,Sud,3,293 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vbc33362,VBC33362,Maison à vendre,250000,,5680 Doische,,,,5,,,,,,230 m²,36 m²,,,,Oui,,,,,,Oui,1,,,1,,2,,,,,Non specifié,,,,,,,,,,,Oui,,Non,,Oui,,578 kWh/m²/an,20240211004023,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,135604 kWh/an,Super équipée,,,,1486 m²,,11/02/2034,1623,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vbc28034,VBC28034,Maison à vendre,295000,,5680 Doische,,,,4,,,,,,187 m²,30 m²,,,,,,,,,,,,,,,2,,,,Oui,,Air pulsé,,,,,,,,,,,Oui,190 m²,Oui,,,,179 kWh/m²/an,20250128012045,,,,,Information non communiquée,Information non communiquée,,,,,,16 m²,,33509 kWh/an,,2,Sud,3,293 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5680/doische/vbb88466,VBB88466,Villa à vendre,175000,,5680 Doische,Normal,,,2,,,,,,155 m²,,,,,Oui,,,,,,Oui,1,,,1,,,,,,,Mazout,,Double vitrage,,,,,,,,,Oui,,,,,,467 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,,,,,,72648 kWh/an,,4,,,,,18/04/2032,1974,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vwd10653,VWD10653,Maison à vendre,120000,,5680 Doische,Normal,,A l’acte,2,,,,,,83 m²,,,,,Oui,,,,Oui,,Oui,,1,,1,,,,,,,Mazout,,Double vitrage,,,,,,,,,Oui,,Oui,Oui,Oui,,,20240905009413,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,384 kWh/an,Semi-équipée,3,,2,232 m²,,,1920,,Indépendante,,,,,,,,,,,Oui,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vaz17411,VAZ17411,Maison à vendre,320000,Rue Martin Sandron 153,5680 Doische,,,A l’acte,5,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401 kWh/m²/an,20180516004127,,,,,Information non communiquée,Information non communiquée,,,,,,,,118831 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5680/doische/vba74098,VBA74098,Maison à vendre,144900,,5680 Doische,,Non,,4,,,,,,136 m²,40 m²,,Non,,Oui,Non,Non,Non,Non,Non,,,,,,1,1,,,,,Non specifié,,,,,,,,,,,Oui,848 m²,Oui,,,,401 kWh/m²/an,20220311008525,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,,,26 m²,,77809 kWh/an,,,,4,1031 m²,,11/03/2032,,,,12 m,,,,,,,,,,,,,,,,60 m,,,105 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6000/charleroi/vbc89510,VBC89510,Maison à vendre,109000,Rue de la Cité 22,6000 Charleroi,À rénover,,,2,13 m²,7 m²,32 m²,,,112 m²,13 m²,,Oui,,Oui,Oui,Oui,,,,,,,,1,1,1,,,,,Gaz,,Double vitrage,,,,,,,,,Oui,,Oui,Oui,Oui,,282 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,15 m²,,,,,,31733 kWh/an,,2,,,140 m²,,,,11 m²,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc91853,VBC91853,Appartement à vendre,95000,,6000 Charleroi,,,,2,,,,,,81 m²,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,Oui,,,,240 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,19497 kWh/an,,,,,,,15/06/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6000/charleroi/vbc91427,VBC91427,Immeuble mixte à vendre,358000,,6000 Charleroi,Normal,,A l’acte,6,12 m²,12 m²,12 m²,10 m²,11 m²,159 m²,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,Oui,,,,,,,,Oui,,Non,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,11 m²,Non,Non,,,,,,2,Sud-ouest,,60 m²,,,1980,,,5 m,3,5 m,,,,,,,,,,,,,,12 m,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc90671,VBC90671,Appartement à vendre,89000,Rue Bosquetville 2 012,6000 Charleroi,Normal,Non,A l’acte,1,,,,,,67 m²,,,Non,,Non,Non,Non,Non,Non,Non,Oui,1,,,,1,,,,,,Non specifié,,,,,,,,,,,,,,,,,454 kWh/m²/an,20190125000877,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Oui,,1,,,,,4,,,,,25/01/2029,1960,,,,5,,114,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc90128,VBC90128,Appartement à vendre,169000,Rue de la Neuville 48 C2,6000 Charleroi,Excellent,,A l’acte,2,12 m²,16 m²,,,,84 m²,29 m²,,Oui,,,,,,,,,,,,1,1,1,,,Oui,,Gaz,,Double vitrage,,,,Oui,,Oui,,,,,Oui,Oui,Oui,Non,103 kWh/m²/an,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,11 m²,Oui,Oui,2,,Sud,11213 kWh/an,Equipée,2,Sud,,,,06/06/2035,1988,,Américaine,,2,,19,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc89839,VBC89839,Appartement à vendre,105000,Rue Bosquetville 2 011,6000 Charleroi,,Non,A l’acte,2,,,,,,85 m²,,,Non,,Non,Non,Non,Non,Non,Non,Oui,,,,1,,1,,,,,Non specifié,,,,,,,,,,,,,,,,,,20190125000764,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Oui,,1,,,,,4,,,,,25/01/2025,1960,,,,5,,509,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc89167,VBC89167,Appartement à vendre,108000,,6000 Charleroi,,Non,,1,,,,,,64 m²,,,Non,,Non,Non,Non,Non,Non,Non,,,,,1,,,,,,,Electrique,,,,,,,,,,,,,Oui,,,,594 kWh/m²/an,20250613001959,,,,,Information non communiquée,Information non communiquée,,,,,0,20 m²,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc87554,VBC87554,Appartement à vendre,198000,Rue d'Italie 2 A4,6000 Charleroi,À rénover,Non,A l’acte,4,19 m²,19 m²,22 m²,9 m²,,154 m²,30 m²,,Oui,,,,,,,,,,,,2,2,1,5 m²,,,,Gaz,,Double vitrage,,,,Oui,,,,,,,,Oui,Oui,Non,587 kWh/m²/an,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,Non,18 m²,Non,Non,4,,,94513 kWh/an,Semi-équipée,2,,,,,31/12/2034,1948,,Kitchenette,,4,,110,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc75494,VBC75494,Appartement à vendre,130000,rue de la Neuville 66,6000 Charleroi,Normal,,A l’acte,3,,,,,,133 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,224 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,,,1,,,29794 kWh/an,,,,,,,26/05/2035,,,,,11,,44,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc87000,VBC87000,Appartement à vendre,147000,Boulevard Joseph Tirou 221 72,6000 Charleroi,Normal,,A l’acte,3,8 m²,9 m²,10 m²,,,80 m²,25 m²,9 m²,,,,,,,,,,,,,1,1,1,3 m²,,,,Gaz,,Double vitrage,,,,,,,,,,,Oui,Oui,Oui,Non,643 kWh/m²/an,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,8 m²,Oui,Oui,,13 m²,,50020 kWh/an,,2,,,,,,1960,,Indépendante,,7,,118,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc86747,VBC86747,Appartement à vendre,60000,Boulevard Emile Devreux 11,6000 Charleroi,,,A l’acte,1,,,,,,,,,Oui,,,,,,,,,,,,1,1,1,,,,,Gaz,,,,,,Oui,,Oui,,,,,,Oui,Oui,,566 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,Oui,,8,,,76919 kWh/an,,2,Sud,,,,27/03/2033,,,,,,,103,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6000/charleroi/vbc31986,VBC31986,Maison à vendre,199000,Rue Samaritaine 1A,6000 Charleroi,Normal,Non,,5,,,,,,262 m²,,,Non,,Non,Non,Non,Non,Non,Non,,,,,2,,3,,,,,Mazout,,,,,,,,,,,,,,,,,329 kWh/m²/an,2024036025035,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,,Semi-équipée,,,,155 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vwd13706,VWD13706,Appartement à vendre,90000,Boulevard Tirou 13 B1,Tirou,Remis à neuf,Non,A l’acte,1,,,,,,49 m²,27 m²,10 m²,Oui,2 m²,Non,Non,,,Non,Non,,,,,1,,,5 m²,Non,Non,,Mazout,Non,Double vitrage,Oui,Non,Non,Oui,Non,Oui,Non,Non,,,Oui,Oui,Oui,Non,310 kWh/m²/an,20160218005952,"oui, attestation conforme","oui, attestation conforme",Non,Non,Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,1,2 m²,Sud,19773 kWh/an,Equipée,2,Sud,,,Non,18/02/2026,1963,,Américaine,,8,,79,Non,64 m²,,,Non,Non,Non,Oui,,Oui,Non,Non,,Oui,En ordre d'urbanisme,,,Non,,14/10/2038,Oui,Oui,Non,11/03/2024,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc84264,VBC84264,Appartement à vendre,137500,Boulevard Audent 17 rez droit,6000 Charleroi,Excellent,Non,,,,,,,,53 m²,27 m²,53 m²,Non,,Non,Non,Non,Non,Non,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,12 m,,,53 m²,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6000/charleroi/vbc84099,VBC84099,Immeuble mixte à vendre,295000,Rue du Temple 17,6000 Charleroi,Normal,Non,A l’acte,2,20 m²,14 m²,,,,205 m²,,,Oui,,Oui,Oui,,,,,Oui,,,,1,,2,,,,,Gaz,,Double vitrage,,,,,,,,,,,Oui,,,Non,229 kWh/m²/an,,,,Non,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,,50 m²,,46970 kWh/an,Equipée,2,,,,,,,,Américaine,,2,,42,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6000/charleroi/vbc83584,VBC83584,Maison à vendre,86000,Rue du Mambourg 32,6000 Charleroi,Nouveau,Non,A l’acte,3,,,,,,125 m²,,,Non,,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,Non specifié,,,,,,,,,,,Oui,70 m²,,,,,624 kWh/m²/an,20250227025532,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6000/charleroi/vbc83582,VBC83582,Maison à vendre,145000,Rue de la Cayauderie 195,6000 Charleroi,À rénover,Non,A l’acte,2,,,,,,160 m²,,,Non,,Oui,Non,Non,Non,Non,Non,,,,,1,,1,,,,,Mazout,,,,,,,,,,,Oui,30 m²,,,,,386 kWh/m²/an,20241029019904,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,,,3,,,,,29/10/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc82925,VBC82925,Appartement à vendre,89000,Rue Dourlet 46 41,6000 Charleroi,Normal,,,2,,,,,,76 m²,,,,,,,,,,,,,,,1,1,1,,,,,,,Double vitrage,,,,,,,,,,,Oui,,,,384 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,,Oui,Oui,4,,,,Equipée,2,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc80292,VBC80292,Appartement à vendre,129000,Avenue de Waterloo 4,6000 Charleroi,Normal,,,3,14 m²,12 m²,20 m²,,,120 m²,40 m²,,Oui,,,,,,,,,,,,1,1,2,5 m²,,,,Electrique,,Double vitrage,,,,Oui,,Oui,,,,,Oui,Oui,,Non,443 kWh/m²/an,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,11 m²,Oui,Oui,,20 m²,,63004 kWh/an,Equipée,,Sud-est,,,,22/11/2031,,,Américaine,,7,,126,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc80291,VBC80291,Appartement à vendre,129000,Avenue de Waterloo 4,6000 Charleroi,Normal,,,3,14 m²,12 m²,20 m²,,,120 m²,40 m²,,Oui,,,,,,,,,,,,1,1,2,5 m²,,,,Electrique,,Double vitrage,,,,Oui,,Oui,,,,,Oui,Oui,,Non,443 kWh/m²/an,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,11 m²,Oui,Oui,,20 m²,,63004 kWh/an,Equipée,,Sud-est,,,,22/11/2031,,,Américaine,,7,,126,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc77745,VBC77745,Appartement à vendre,228000,,6000 Charleroi,Normal,Non,A l’acte,5,,,,,,,,,Non,,Non,Non,Non,Non,Non,Non,,,,,,2,2,,,,,Gaz,,,,,,,,,,,,,,,Oui,,214 kWh/m²/an,20250519028385,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,,Semi-équipée,,,,,,19/05/2035,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6000/charleroi/vwd13499,VWD13499,Immeuble mixte à vendre,420000,,6000 Charleroi,Normal,,,0,,,,,,350 m²,,350 m²,,,,,,,,,,,,,,,,,,,,Non specifié,,,,Oui,,,Oui,Oui,,,,,,Oui,Oui,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc75411,VBC75411,Appartement à vendre,210000,Boulevard Joseph Tirou 139,6000 Charleroi,Normal,,A l’acte,2,30 m²,30 m²,,,,150 m²,45 m²,,Oui,,,,,,,,Oui,1,,,1,1,2,,,,,Electrique,,Double vitrage,,,,Oui,,,,,,,Oui,Oui,,,338 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,Oui,,4,,,53720 kWh/an,Super équipée,2,Sud-ouest,,,,14/05/2035,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc72944,VBC72944,Appartement à vendre,125000,Rue de la Neuville 66,6000 Charleroi,Normal,,A l’acte,2,13 m²,15 m²,,,,77 m²,21 m²,,Oui,,,,,,,,Oui,1,,,1,1,1,5 m²,,,,Gaz,,Double vitrage,,,,Oui,,Oui,,,,,Oui,Oui,Oui,Non,149 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,14 m²,Oui,Oui,5,7 m²,,13544 kWh/an,Semi-équipée,2,,,,,04/05/2035,,,Kitchenette,,7,,30,,,,,,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/6000/charleroi/vbc58455,VBC58455,Studio à vendre,99000,Boulevard Paul Janson 49 083,6000 Charleroi,Excellent,Non,A l’acte,1,,,,,,39 m²,,,,,,,,,,,,,,,1,1,1,,,,,Gaz,,Double vitrage,,,,,,,,,,,,Oui,Oui,Non,109 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,,Oui,Oui,8,,,,Equipée,2,,,,,,,,Américaine,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,
