ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_habitable,Meublé,Surface_du_séjour,Caves,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Parlophone,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Garage,Nombre_de_place_de_parking_intérieur,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Grenier,Surface_du_grenier,Largeur_de_la_façade,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Surface_du_bureau,Surface_des_caves,Porte_daccès_sécurisée,Surface_de_lades_salles_de_bain,Alarme_antieffraction,Référence_PEB,Nombre_de_places_de_parking_extérieur,Jardin,Station_de_charge_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_du_jardin,Type_de_cuisine,Adoucisseur_deau,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Nombre_de_Garages,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Attestation__Asbuilt,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Affectation_urbanistique_la_plus_récente,Surface_totale,Orientation_du_jardin,Maison_basse_énergie,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Balcon,Panneaux_solaires_thermiques,Surface_salle_à_manger,Appartement_de_service,Porte_de_garage_motorisée,Clef_électronique,Possibilités_pour_profession_libérale,Attestation__Installation_électrique__Validité,Surface_du_dressing,Espace_ouvert_sensible_à_leau__WORG,Surface_du_garage,Niveau_E,Niveau_K,Niveau_S,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/duplex/a-vendre/1000/bruxelles/vbc89694,VBC89694,Duplex à vendre,299000,Rue une Personne 8,1000 Bruxelles,Excellent,2017,A l’acte,1,20 m²,55 m²,Non,25 m²,Oui,Super équipée,4 m²,1,1,1,Gaz,Double vitrage,Oui,Oui,Non,3,Sud-est,2,4,Oui,Oui,Oui,Non,119 kWh/m²/an,6555 kWh/an,18/08/2029,23,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc89261,VBC89261,Appartement à vendre,1275000,Quai des Péniches 69 27A,1000 Bruxelles,Excellent,2014,A l’acte,3,20 m²,219 m²,Oui,50 m²,Oui,Super équipée,,3,1,4,Gaz,Double vitrage,Oui,Oui,Oui,27,,2,42,,,,Non,,,,,,Information non communiquée,Information non communiquée,Non,17 m²,10 m²,Oui,2,Oui,13 m²,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc87245,VBC87245,Maison à vendre,549000,Rue des Fabriques 15,1000 Bruxelles,À rénover,1900,,6,13 m²,365 m²,,23 m²,,,7 m²,2,1,2,Gaz,Double vitrage,,Non,Non,,,2,4,Oui,Oui,Oui,Non,798 kWh/m²/an,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,17 m²,14 m²,,,Oui,17 m²,,17 m²,21 m²,Oui,53 m²,6 m,136 m²,20 m,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1000/bruxelles/rbt73168,RBT73168,Penthouse à vendre,360500,Congresstraat 17,1000 Bruxelles,,2024,,,,,,,Non,,,,,,,,,,,8,,,8,,,,Non,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,,,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91915,VBC91915,Appartement à vendre,845000,,1000 Bruxelles,,1896,A l’acte,3,,315 m²,Non,,Non,,,1,1,2,Gaz,,,Oui,,1,,2,5,,Oui,Oui,,249 kWh/m²/an,,,49,pas d'application,Information non communiquée,Information non communiquée,Non,,,Oui,,Oui,30 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91880,VBC91880,Studio à vendre,149000,Avenue de l'Héliport 32,1000 Bruxelles,À rénover,1970,,1,15 m²,35 m²,Oui,25 m²,Oui,,6 m²,1,1,1,Gaz,Double vitrage,Oui,Oui,Non,6,,4,16,,,,Non,192 kWh/m²/an,6330 kWh/an,02/03/2035,50,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Oui,,,,,Oui,6 m²,,,,,,,,,,,,,,,10 m²,6 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91871,VBC91871,Studio à vendre,159000,Place du Jardin aux Fleurs 17,1000 Bruxelles,Normal,,,0,,35 m²,Non,35 m²,Oui,,,1,,1,,Double vitrage,,Non,Non,0,,3,3,Oui,Oui,Oui,Non,,,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,,,,,,,,,,,,,10 m,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91816,VBC91816,Appartement à vendre,640000,Rue du Trône 20,1000 Bruxelles,Excellent,1935,,3,18 m²,150 m²,Non,35 m²,Oui,,10 m²,1,1,2,Gaz,Double vitrage,Oui,Oui,Oui,3,,2,6,Oui,Oui,Oui,Non,273 kWh/m²/an,41492 kWh/an,22/03/2034,54,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,14 m²,12 m²,,,Oui,5 m²,,,,,,,,,,,,,,,,,Oui,10 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91812,VBC91812,Maison à vendre,524999,,1000 Bruxelles,,,,3,,122 m²,,,Non,,,2,,,Gaz,,,,,,Est,2,,,,,,207 kWh/m²/an,,,41,,Information non communiquée,Information non communiquée,Non,,,,,Oui,2 m²,,,,Oui,,,,,,Non,Non,Non,Non,Non,,,,,,D- 20190301-0000544815-01-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91810,VBC91810,Maison à vendre,524999,,1000 Bruxelles,,,,3,,122 m²,,,Non,,,2,,,Gaz,,,,,,Est,2,,,,,,207 kWh/m²/an,,,41,,Information non communiquée,Information non communiquée,Non,,,,,Oui,2 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,D- 20190301-0000544815-01-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91808,VBC91808,Appartement à vendre,650000,,1000 Bruxelles,,,,3,,174 m²,,31 m²,Non,,,1,2,,Electrique,,,,,2,Sud,2,,,,,,263 kWh/m²/an,,,42,,Information non communiquée,Information non communiquée,Non,,,Oui,,Oui,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,E- 20250517-0000714764-01-4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91757,VBC91757,Appartement à vendre,438000,Avenue de la Brabançonne 18,1000 Bruxelles,Excellent,,A l’acte,2,17 m²,116 m²,Non,50 m²,,Super équipée,,1,,1,Gaz,,Oui,Oui,,4,,2,8,,,,,109 kWh/m²/an,,,28,,Information non communiquée,Information non communiquée,,14 m²,,Oui,,Oui,16 m²,,,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91627,VBC91627,Appartement à vendre,265000,Rue d'Argent 6 2.02,1000 Bruxelles,Excellent,2010,,1,14 m²,83 m²,Non,42 m²,,Super équipée,,1,1,1,Gaz,Double vitrage,,Oui,Oui,2,,2,6,,,,Non,127 kWh/m²/an,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91596,VBC91596,Maison à vendre,177500,Rempart des Moines 8,1000 Bruxelles,,,,1,,55 m²,,17 m²,Non,,,,1,,Non specifié,,,,,,Nord-ouest,2,,,,,,668 kWh/m²/an,,,134,,Information non communiquée,Information non communiquée,Non,,,,,,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,20220708-0000616713-01-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91595,VBC91595,Appartement à vendre,170000,Rempart des Moines 8,1000 Bruxelles,,,,1,,50 m²,,20 m²,Non,,,1,,,Non specifié,,,,,4,Ouest,2,,,,,,417 kWh/m²/an,,,84,,Information non communiquée,Information non communiquée,Non,,,,,,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,20220708­0000616716­01­5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/1000/bruxelles/vbc91488,VBC91488,Loft à vendre,845000,,1000 Bruxelles,Normal,1897,A l’acte,3,30 m²,315 m²,Non,120 m²,Oui,Super équipée,17 m²,2,2,3,,,Oui,Oui,Non,1,Est,2,4,Oui,Oui,Oui,Non,249 kWh/m²/an,78382 kWh/an,20/11/2033,49,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,16 m²,16 m²,Oui,2,Oui,31 m²,Ouest,,,,,,,,,,,,,,,,Oui,,Oui,,,,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/1000/bruxelles/vbc91472,VBC91472,Triplex à vendre,549000,,1000 Bruxelles,Normal,1875,,2,15 m²,150 m²,Non,30 m²,Oui,,30 m²,2,2,1,Gaz,Double vitrage,Oui,Non,,,,2,3,Oui,Oui,Oui,Non,257 kWh/m²/an,,,54,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,15 m²,,,,Oui,20 m²,Sud-est,,,,,7 m,,,7 m,,,,,,,,,15 m²,Oui,,,Oui,,,,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/1000/bruxelles/vwd13928,VWD13928,Maison de maître à vendre,1290000,rue du Peuplier 23,Béguinage / Sainte-Catherine,Excellent,,A convenir,4,28 m²,268 m²,,39 m²,Oui,Super équipée,10 m²,2,,,Gaz,Double vitrage,,Non,Non,,Nord-ouest,2,,Oui,Oui,Oui,Non,177 kWh/m²/an,,,35,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,18 m²,18 m²,,,Oui,23 m²,Sud-est,15 m²,,Oui,,,121 m²,,,Non,,,Oui,Non,19 m²,,Non,,Non,20250312-0000707298-01-8,,Oui,Non,,,,,Américaine,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91334,VBC91334,Appartement à vendre,495000,Avenue Louise 160a,1000 Bruxelles,Normal,1958,Immédiatement,3,15 m²,153 m²,Non,43 m²,Oui,,11 m²,1,1,1,Gaz,Double vitrage,Oui,Oui,Oui,3,,3,5,Oui,,Oui,Non,144 kWh/m²/an,21998 kWh/an,03/11/2029,28,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,17 m²,,,,Oui,10 m²,,,,,,,,,,,,,,,8 m²,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91328,VBC91328,Maison à vendre,1980000,Monastère rue du 30,1000 Bruxelles,Normal,1900,,5,,430 m²,Non,60 m²,Non,,,3,,3,Gaz,,,Non,,,,,3,,,,,367 kWh/m²/an,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,Oui,,,,,,,Oui,,8 m,238 m²,,,Non,Non,Non,Non,Non,,,,,,,,Oui,,,,,40 m²,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91285,VBC91285,Appartement à vendre,295000,Rue des Bouchers 58 0G,1000 Bruxelles,Normal,1943,,0,,110 m²,,,Non,,,,,,Electrique,,,Non,Non,,,,4,,,,,,,,,pas d'application,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Non,,11 m,,,,Non,,,,,,,,,Oui,,,,,,Non,,,,,,,,,Oui,,,,,,,,640 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91284,VBC91284,Appartement à vendre,220000,Rue des Bouchers 58 0D,1000 Bruxelles,Normal,1943,,0,,41 m²,,,Non,,,,,,Electrique,,,Non,Non,,Sud-ouest,,4,,,,,,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Non,,11 m,,,,Non,,,,,,,,,Oui,,,,,,Non,,,,,,,,,Oui,,,,,,,,640 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91207,VBC91207,Maison à vendre,695000,Rue des Quatre Fils Aymon 3,1000 Bruxelles,Normal,1985,,2,12 m²,148 m²,Non,,Oui,,,2,2,2,Gaz,Double vitrage,,Non,Non,,,2,2,Oui,Oui,,Non,284 kWh/m²/an,284 kWh/an,30/05/2035,57,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Oui,10 m²,,Oui,,Oui,,Sud-ouest,,,,,,80 m²,,,,Oui,,,,,,,,,,1,Oui,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91080,VBC91080,Maison à vendre,2600000,Rue de Crayer 17,1000 Bruxelles,Normal,1909,,6,37 m²,704 m²,Non,12 m²,Oui,Super équipée,,4,,5,Gaz,Double vitrage,Oui,Oui,Non,,Sud-est,2,3,Oui,Oui,Oui,Oui,365 kWh/m²/an,,,73,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,34 m²,32 m²,Oui,1,Oui,25 m²,,28 m²,22 m²,Oui,,8 m,378 m²,,,,,,,,,,Oui,,Oui,,,Oui,,,,,220 m²,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1000/bruxelles/vbc91049,VBC91049,Immeuble mixte à vendre,470000,Rue de l'Abdication 9,1000 Bruxelles,Normal,1900,A l’acte,2,,170 m²,Non,,,Super équipée,,2,2,2,Gaz,,,Non,Non,,,2,4,,,,Non,437 kWh/m²/an,,,87,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc90875,VBC90875,Appartement à vendre,149000,,1000 Bruxelles,,1962,,1,,45 m²,Oui,,Non,,,,1,1,,,,Oui,,5,,,8,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,,,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc90874,VBC90874,Maison à vendre,580000,,1000 Bruxelles,,,A l’acte,5,,190 m²,Non,,Non,,,4,,5,,,,Non,,,,2,,,,,,248 kWh/m²/an,,,49,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,Non,,6 m,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc90725,VBC90725,Appartement à vendre,420000,Avenue du Maelbeek 9 D5,1000 Bruxelles,,1975,A l’acte,3,,100 m²,Non,30 m²,Non,,,1,,2,,,,Oui,,5,,2,13,,,,,150 kWh/m²/an,,27/05/2035,30,pas d'application,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,Oui,20 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,20250527 - Test,,,,,,,,,,,,,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt71788,RBT71788,Appartement à vendre,540000,Rue Boduognat 17,1000 Bruxelles,Normal,2017,,2,,110 m²,Oui,40 m²,Non,,,1,,1,Gaz,,,Oui,,3,,,,,,,,78 kWh/m²/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,Oui,,Oui,13 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt71787,RBT71787,Appartement à vendre,520000,Rue Boduognat 17,1000 Bruxelles,Normal,2017,A l’acte,2,,105 m²,Non,40 m²,Non,,,1,,1,Gaz,,,Oui,,,,,,,,,,140 kWh/m²/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,Oui,30 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,Oui,,,,,100 m²,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt71786,RBT71786,Appartement à vendre,520000,Rue Boduognat 17,1000 Bruxelles,Normal,2017,A l’acte,2,,110 m²,Oui,40 m²,Non,,,1,,1,Gaz,,,Oui,,2,,,,,,,,82 kWh/m²/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,Oui,,Oui,13 m²,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc90698,VBC90698,Appartement à vendre,275000,Rue du Finistère 4,1000 Bruxelles,Normal,2012,,2,,76 m²,Non,,Non,,,,2,2,Gaz,,,Oui,,3,,,,,,,,119 kWh/m²/an,,,25,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt71690,RBT71690,Appartement à vendre,495000,Warmoesberg 11,1000 Bruxelles,Excellent,1993,,2,14 m²,120 m²,,40 m²,Non,,8 m²,2,,1,Electrique,Double vitrage,Oui,Oui,,4,,,,,,Oui,Non,337 kWh/m²/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,22 m²,,Oui,,,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,7 m²,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/rbt71689,RBT71689,Appartement à vendre,419000,Filips de Goedestraat 34 F2,1000 Bruxelles,Excellent,1958,,3,12 m²,114 m²,,26 m²,Non,,9 m²,1,,1,Gaz,Double vitrage,,,,2,,2,5,,Oui,Oui,Non,91 kWh/m²/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,14 m²,14 m²,,,Oui,,,,,Non,,,,,,Non,Non,Non,Oui,Non,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc90641,VBC90641,Appartement à vendre,1080000,Av. de la Renaissance 57,1000 Bruxelles,Excellent,1965,A l’acte,4,21 m²,220 m²,Non,,Oui,Super équipée,,3,3,3,Gaz,Double vitrage,,Oui,Oui,,,2,7,,Oui,,Non,149 kWh/m²/an,,,26,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,17 m²,14 m²,Oui,1,Oui,14 m²,Sud-ouest,33 m²,,,,,,,,,,,,,8 m²,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc90640,VBC90640,Appartement à vendre,760000,Av. de la Renaissance 57,1000 Bruxelles,Excellent,1965,A l’acte,3,21 m²,165 m²,Non,,Oui,Super équipée,,2,2,2,Gaz,Double vitrage,Oui,Oui,Oui,,,2,7,,Oui,,Non,149 kWh/m²/an,,,29,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,17 m²,14 m²,Oui,1,Oui,7 m²,Sud-ouest,,,,,,,,,,,,,,1 m²,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1000/bruxelles/vbc90586,VBC90586,Duplex à vendre,249000,Rue de la samaritaine 54,1000 Bruxelles,Excellent,1875,A l’acte,1,14 m²,50 m²,Non,25 m²,,,,1,1,1,,,Oui,Non,Oui,2,Ouest,2,3,Oui,Oui,Oui,Non,216 kWh/m²/an,9783 kWh/an,25/05/2035,43,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,4 m,,,4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/rbt71337,RBT71337,Studio à vendre,179000,Hallenstraat 1 10,1000 Bruxelles,À rénover,1850,Immédiatement,1,9 m²,34 m²,Non,11 m²,,Equipée,11 m²,1,,1,Gaz,Double vitrage,Oui,Oui,,5,,3,5,Oui,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Oui,,,,,,,,,,,,,,3 m²,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1000/bruxelles/vbc90146,VBC90146,Penthouse à vendre,635000,Rue d'Arlon 39 71,1000 Bruxelles,Excellent,2010,,2,16 m²,140 m²,Oui,,,Super équipée,,2,2,2,Gaz,,,Oui,Oui,7,,2,7,,,,Non,239 kWh/m²/an,,,44,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,18 m²,,Oui,,Oui,77 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc90097,VBC90097,Studio à vendre,225000,Rue du Bailli 31,1000 Bruxelles,Normal,1960,,,,40 m²,Non,,Non,,,1,,1,Mazout,,,Oui,,2,,,4,,Oui,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,Non,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc90015,VBC90015,Studio à vendre,325000,Rue Jacques de Lalaing - Chaussée d'Etterbeek 40,1000 Bruxelles,Excellent,2019,A l’acte,0,,50 m²,Oui,,Oui,Super équipée,,1,,1,Gaz,Double vitrage,Oui,Oui,Oui,14,Sud,,21,Oui,,Oui,Non,57 kWh/m²/an,2758 kWh/an,03/07/2029,16,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
