ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Surface_du_séjour,Grenier,Véranda,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Orientation_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_4,Caves,Parlophone,Alarme_antieffraction,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_du_jardin,Surface_de_la_terrasse,Largeur_du_terrain_à_rue,Disponibilité_du_bien,Surface_du_bureau,Salle_à_manger,Dressing,Buanderie,Local_vélo,Référence_PEB,Surface_des_caves,Surface_du_grenier,Surface_de_lades_salles_de_bain,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_garage,Surface_salle_à_manger,Orientation_du_jardin,Profondeur_du_terrain,Surface_constructible,Air_conditionné,Étage_de_lappartement,Affectation_urbanistique_la_plus_récente,Balcon,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Niveau_E,Niveau_K,Attestation__Asbuilt,Feu_ouvert,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,Compteur_Bihoraire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc89676,VBC89676,Maison à vendre,315000,Rue Beau Séjour 26,4540 Amay,Normal,Non,1974,3,17 m²,11 m²,11 m²,150 m²,Non,32 m²,Oui,Oui,Oui,1,1,Equipée,Américaine,8 m²,1,1,1,Oui,Gaz,Double vitrage,Non,Non,3,1,1,Oui,Oui,Ouest,665 m²,Oui,Oui,Oui,Oui,Non,335 kWh/m²/an,61016 kWh/an,13/06/2035,44,"non, pas d'attestation",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc88934,VBC88934,Maison à vendre,465000,Rue Martine 8,4540 Amay,Excellent,Non,1982,4,19 m²,12 m²,12 m²,245 m²,Non,45 m²,Oui,Oui,Oui,1,1,Equipée,Américaine,9 m²,1,1,3,Oui,,Double vitrage,Non,Oui,4,2,4,Oui,Oui,Sud-ouest,1490 m²,Oui,,Oui,Oui,Non,191 kWh/m²/an,57274 kWh/an,14/02/2035,42,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,9 m²,Oui,Oui,Oui,Sud,17 m,900 m²,40 m²,17 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc88368,VBC88368,Maison à vendre,250000,,4540 Amay,Normal,Non,,5,,,,180 m²,Non,45 m²,Non,Non,,,,Semi-équipée,,,1,,2,,Mazout,,Non,,,,,Oui,Oui,,,,,,,,423 kWh/m²/an,107376 kWh/an,24/01/2034,,pas d'application,,,,Information non communiquée,Information non communiquée,,Non,,,,,,30 m²,,A l’acte,16 m²,Non,Non,Non,Non,20250124015727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc88267,VBC88267,Maison à vendre,215000,Rue Joseph Wauters 26,4540 Amay,Normal,,,2,,,,234 m²,,,Oui,Non,,,,,,,1,,,,Gaz,Simple vitrage,Non,Non,,2,,,Oui,,234 m²,,,,,,423 kWh/m²/an,83173 kWh/an,05/06/2035,77,pas d'application,,Non,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,11 m²,,A convenir,,,,,,20250605018884,11 m²,62 m²,6 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc87643,VBC87643,Maison à vendre,269500,Rue Pâquette 21 A,4540 Amay,Normal,Non,1963,3,12 m²,17 m²,9 m²,133 m²,Non,40 m²,,,Oui,1,,Equipée,Américaine,,2,1,,,Mazout,Double vitrage,Non,Non,4,1,1,Oui,Oui,,381 m²,Oui,,,,Non,436 kWh/m²/an,58089 kWh/an,05/08/2026,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc87306,VBC87306,Maison à vendre,389000,Rue Alex Fouarge 1 C,4540 Amay,Normal,,2004,4,,,,174 m²,Non,,Non,Non,Oui,1,,,,,1,,,Oui,Bois,Double vitrage,Non,Non,,2,,Oui,Oui,,646 m²,,,,,,218 kWh/m²/an,41233 kWh/an,04/06/2035,54,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,70 m²,,,,,,,,20250604005942,8 m²,,7 m²,Non,35 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc87307,VBC87307,Maison à vendre,389000,Rue Alex Fouarge 1 C,4540 Amay,Normal,,2004,4,,,,174 m²,Non,,Non,Non,Oui,1,,,,,1,,,Oui,Bois,Double vitrage,Non,Non,,2,,Oui,Oui,,646 m²,,,,,,218 kWh/m²/an,41233 kWh/an,04/06/2035,54,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,70 m²,,,,,,,,20250604005942,8 m²,,7 m²,Non,35 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc65620,VBC65620,Maison à vendre,235000,Rue Sous les Vignes 46,4540 Amay,À rénover,,1965,2,14 m²,41 m²,,100 m²,Non,28 m²,Oui,,Oui,1,,,Indépendante,6 m²,2,2,1,,Gaz,,Non,Non,4,1,2,Oui,Oui,Nord,1702 m²,Oui,Oui,Oui,Oui,Non,616 kWh/m²/an,61803 kWh/an,08/04/2035,112,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,,,,,912 m²,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/ombret-rawsa/vbc55438,VBC55438,Maison à vendre,169000,,4540 Ombret-Rawsa,Normal,,,3,,,,140 m²,Non,30 m²,Oui,,Oui,1,,,,,1,,,Oui,Non specifié,,Non,,,,2,Oui,Non,,,,,,,,319 kWh/m²/an,58882 kWh/an,24/03/2035,,pas d'application,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,20250324032721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4540/amay/vbc69601,VBC69601,Appartement à vendre,199000,Rue Sart Wesmael 17,4540 Amay,Normal,,2014,2,13 m²,10 m²,,74 m²,,24 m²,,,,,,Equipée,Américaine,11 m²,1,1,1,,Gaz,Double vitrage,Non,Non,2,1,1,,Oui,,,Oui,,Oui,,Non,88 kWh/m²/an,7566 kWh/an,20/11/2027,17,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc85236,VBC85236,Maison à vendre,275000,Rue Ponthière 8,4540 Amay,Normal,Non,1918,4,20 m²,18 m²,16 m²,169 m²,Non,16 m²,Oui,,Oui,1,,Semi-équipée,Kitchenette,16 m²,1,,1,,Gaz,Double vitrage,Non,Non,2,,,Oui,Oui,Ouest,507 m²,Oui,Oui,Oui,,Non,478 kWh/m²/an,80957 kWh/an,29/05/2035,,"oui, attestation non conforme",,,Non,Information non communiquée,Information non communiquée,16 m²,Oui,,,Est,,370 m²,,,A l’acte,,Oui,,,,,,,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4540/amay/vbc84930,VBC84930,Villa à vendre,270000,Quai du Halage 37,4540 Amay,Normal,,1954,2,,,,88 m²,Non,,Non,Non,Oui,1,,,,,1,,,Oui,Bois,Double vitrage,Non,Non,,1,1,Oui,Oui,,350 m²,,,,,,422 kWh/m²/an,37775 kWh/an,04/06/2035,,"non, pas d'attestation",,Non,,Information non communiquée,Riveraine d’une zone inondable délimitée,,Oui,,,Sud,,350 m²,,,,,,,,,20250604015154,18 m²,,,Non,33 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/ampsin/vbc84134,VBC84134,Maison à vendre,229000,,4540 Ampsin,Normal,Non,,3,,,,140 m²,Non,30 m²,Non,Non,Oui,1,,Semi-équipée,,,2,,3,,Non specifié,,Non,,,,,,Oui,,,,,,,,220 kWh/m²/an,,28/05/2035,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,Non,,,,,,42 m²,,,,Non,Non,Non,Non,20250528022373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc83055,VBC83055,Maison à vendre,199000,Rue des Jardins 4,4540 Amay,Normal,,1900,4,17 m²,17 m²,17 m²,190 m²,Non,17 m²,Oui,,Oui,1,,,Indépendante,14 m²,2,1,2,,Mazout,Double vitrage,Non,Non,2,2,,Oui,Oui,,413 m²,Oui,,Oui,,Non,401 kWh/m²/an,81002 kWh/an,26/05/2035,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,17 m²,Oui,,,,,200 m²,25 m²,,A l’acte,,Oui,,,,,,,,,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc82145,VBC82145,Maison à vendre,110000,Rue Mossoux 3,4540 Amay,À rénover,Non,,2,,,,180 m²,Non,,,,,,,,,,1,,1,,,,Non,Non,3,,,Oui,Oui,,394 m²,,,Oui,,Non,99999 kWh/m²/an,577 kWh/an,29/06/2030,,"non, pas d'attestation",Non,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc79974,VBC79974,Maison à vendre,179000,Rue du Centre 11 A,4540 Amay,Remis à neuf,,,2,,,,107 m²,Non,,Non,Non,,,,,,,1,,,,Mazout,Double vitrage,Non,Non,,2,1,,Oui,,103 m²,,,,,,253 kWh/m²/an,37241 kWh/an,16/04/2035,63,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,Non,,Oui,Sud-est,,,,,,,,,,,20250416028964,,,11 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc16940,VBC16940,Maison à vendre,159000,Grand Route 16,4540 Amay,Normal,,,3,13 m²,12 m²,21 m²,116 m²,,13 m²,Oui,,Oui,1,,Equipée,Américaine,13 m²,1,,1,,Mazout,Double vitrage,,,3,,,Oui,Oui,,,,,,,,333 kWh/m²/an,38712 kWh/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,Oui,,,Nord-est,,,,,A l’acte,,Oui,,,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc71180,VBC71180,Maison à vendre,349000,Thier Philippart 42 B,4540 Amay,Normal,,2006,4,16 m²,10 m²,19 m²,153 m²,,35 m²,Oui,,Oui,1,,Equipée,Américaine,19 m²,1,1,2,,,Double vitrage,Non,Non,4,1,1,Oui,Oui,,650 m²,Oui,,Oui,,Non,425 kWh/m²/an,92029 kWh/an,10/09/2027,121,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,19 m²,,,Oui,,13 m,,,13 m,,,,,,,,,75 m²,12 m²,,,,Nord-est,32 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc69825,VBC69825,Maison à vendre,295000,Chaussée Roosevelt 23,4540 Amay,Normal,,,3,16 m²,14 m²,14 m²,180 m²,Non,,Oui,,Oui,1,1,Super équipée,,,2,2,2,,Mazout,Double vitrage,Non,Non,3,3,,Oui,Oui,Sud,739 m²,,,,,Non,378 kWh/m²/an,68319 kWh/an,,94,"oui, attestation non conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,Nord,,275 m²,12 m²,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc67379,VBC67379,Maison à vendre,219000,Rue Waloppe 8,4540 Amay,À rénover,,,2,,,,145 m²,,,Oui,Non,Oui,,,,,,1,,,,Mazout,Double vitrage,Non,Non,,,,,,,145 m²,,,,,,713 kWh/m²/an,87964 kWh/an,07/03/2035,177,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,,Non,,,,,,,,,,,,,,20250307020782,,46 m²,6 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc67308,VBC67308,Maison à vendre,159000,Chaussée de Tongres 59,4540 Amay,À rénover,Non,,1,,,,79 m²,Non,21 m²,Non,Non,Oui,2,,Semi-équipée,,,1,,1,,Gaz,,Non,,2,,,,,,297 m²,,,,,,629 kWh/m²/an,,25/04/2035,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,,Non,,,,,,,,,,Non,Non,Non,Non,,,,,,,,,,92 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4540/amay/vbc67229,VBC67229,Bungalow à vendre,269000,,4540 Amay,Normal,,,2,,,,110 m²,Non,,,,Oui,1,,Semi-équipée,,,1,,1,,Non specifié,,Non,,4,,3,Oui,Oui,,1000 m²,,,,,,383 kWh/m²/an,30015 kWh/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,,A l’acte,,,,,,20170504023688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc67165,VBC67165,Maison à vendre,159500,Chaussée Freddy Terwagne 102,4540 Amay,À rénover,Oui,1875,2,13 m²,14 m²,,130 m²,Non,14 m²,Oui,,,,,Semi-équipée,Kitchenette,17 m²,1,1,1,,Gaz,,Non,Non,2,2,,Oui,Oui,,180 m²,,Oui,Oui,,Non,373 kWh/m²/an,49140 kWh/an,24/04/2035,68,"non, pas d'attestation",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,100 m²,,,A l’acte,,Oui,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc65915,VBC65915,Maison à vendre,159000,Rue du Centre 11,4540 Amay,Remis à neuf,,,2,,,,101 m²,Non,,Non,Non,,,,,,,1,,,,Mazout,Double vitrage,Non,Non,,2,1,,Oui,,93 m²,,,,,,339 kWh/m²/an,42475 kWh/an,25/04/2033,85,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,Non,,,Sud-est,,,,,,,,,,,20230425029082,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc62430,VBC62430,Maison à vendre,165000,Rue Bas Thiers 7,4540 Amay,Normal,Oui,1850,2,14 m²,12 m²,,100 m²,Non,11 m²,,,,,,Equipée,Américaine,12 m²,1,1,1,,Electrique,Double vitrage,Non,Non,4,1,1,Oui,Oui,,1529 m²,,,Oui,,Non,938 kWh/m²/an,99528 kWh/an,07/04/2035,242,"oui, attestation non conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,Oui,,,,,10 m²,,6 m²,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc59612,VBC59612,Maison à vendre,299000,Rue de la Paix 6,4540 Amay,Excellent,,1934,3,12 m²,15 m²,26 m²,189 m²,,,,Oui,Oui,1,,Equipée,Américaine,9 m²,1,1,2,Oui,Gaz,Double vitrage,Non,Non,3,4,,Oui,Oui,,235 m²,Oui,Oui,,Oui,Non,169 kWh/m²/an,,26/01/2035,40,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,10 m,110 m²,20 m²,10 m,A l’acte,,Oui,,,,,52 m²,,8 m²,,,15 m²,,28 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc59172,VBC59172,Maison à vendre,220000,,4540 Amay,Normal,Non,,5,,,,135 m²,Non,28 m²,Non,Non,,,,Semi-équipée,,,1,,2,,Non specifié,,Non,,,,,Oui,,,,,,,,,409 kWh/m²/an,,02/04/2035,,pas d'application,,,,Information non communiquée,Information non communiquée,,Non,,,,,,,,A l’acte,,Non,Non,Non,Non,20250402022481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc57899,VBC57899,Maison à vendre,125000,Rue Haute Flône 4-6,4540 Amay,À rénover,Non,1850,3,,,,189 m²,Non,19 m²,Oui,Non,,,,Non équipée,,,,1,1,,,,Non,,3,,,Oui,,,248 m²,,,,,,466 kWh/m²/an,,26/03/2035,87,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,,Non,,,,10 m,68 m²,,,,,Non,Non,Non,Non,20250326020674,,,,,,,,,139 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc57283,VBC57283,Maison à vendre,129000,Grand Route 78A,4540 Amay,Normal,,1963,2,,,,106 m²,Non,,Non,Non,,,,,,,1,,,,Mazout,Double vitrage,Non,Non,,1,1,Oui,,,428 m²,,,,,,497 kWh/m²/an,50125 kWh/an,21/03/2035,123,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,Non,,,Sud-est,,,,,,,,,,,20250321010336,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4540/amay/vbc55689,VBC55689,Villa à vendre,525000,Rue les Communes 12,4540 Amay,Excellent,,1959,4,18 m²,13 m²,9 m²,213 m²,Non,58 m²,,,,,,Super équipée,,8 m²,2,2,2,Oui,,Double vitrage,Non,Non,4,1,4,Oui,Oui,Ouest,2697 m²,Oui,,Oui,,Non,156 kWh/m²/an,36800 kWh/an,,40,"oui, attestation conforme",Oui,,,Information non communiquée,Information non communiquée,8 m²,,,Oui,,38 m,2000 m²,82 m²,,,,Oui,,,,,,,,,,39 m²,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc55406,VBC55406,Maison à vendre,199000,,4540 Amay,À rénover,,,3,,,,,,,Oui,,Oui,1,,,,,1,,,,,,,,2,,,Oui,,,,,,,,,448 kWh/m²/an,78301 kWh/an,06/02/2035,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc48573,VBC48573,Maison à vendre,120000,Rue Lambermont 14,4540 Amay,,,,2,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,Information non communiquée,Information non communiquée,,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc46673,VBC46673,Maison à vendre en viager,25000,Rue des Ganons 23 C,4540 Amay,Normal,Non,1992,2,12 m²,7 m²,,115 m²,Non,33 m²,Oui,Oui,Oui,1,1,Equipée,Américaine,12 m²,1,1,2,,,Double vitrage,,Non,4,2,,Oui,Oui,,750 m²,Oui,,Oui,,Non,646 kWh/m²/an,79164 kWh/an,06/03/2025,147,"non, pas d'attestation",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc42899,VBC42899,Maison à vendre,349760,,4540 Amay,Nouveau,,,4,,,,147 m²,,,,,,,,,,,1,,2,,,,,,4,,,,,,775 m²,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,11 m,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc42898,VBC42898,Maison à vendre,425970,,4540 Amay,Nouveau,,,4,,,,183 m²,,,,,Oui,1,,,,,1,,2,,,,,,4,,,,,,775 m²,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,Oui,,,,11 m,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc38875,VBC38875,Maison à vendre,140000,Rue Hamenton 37,4540 Amay,,,,3,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc26098,VBC26098,Maison à vendre,85000,Rue Quoesimodes 8,4540 Amay,,,,3,,,,140 m²,Non,,,,,,,,,,,,,,Non specifié,,Non,,,1,,Non,Non,,497 m²,,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc14680,VBC14680,Maison à vendre en viager,25000,Chaussée Roosevelt 156,4540 Amay,Normal,,1899,2,14 m²,14 m²,,140 m²,Non,30 m²,Oui,,Oui,1,2,Equipée,Américaine,15 m²,1,,1,,Mazout,Double vitrage,,Non,3,,,Oui,Oui,,576 m²,Oui,Oui,Oui,,,410 kWh/m²/an,61478 kWh/an,26/08/2033,102,,,,Non,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,6 m²,,36 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4540/amay/vbc04093,VBC04093,Maison à vendre,229000,Chaussée Roosevelt 49,4540 Amay,À rénover,,,4,,,,294 m²,Non,,Non,Non,,,,,,,1,,,,Gaz,Double vitrage,Non,Non,,3,,Oui,Oui,,667 m²,,,,,,282 kWh/m²/an,92238 kWh/an,07/10/2034,52,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,440 m²,10 m²,,,,,,,,20241007019042,50 m²,,13 m²,Non,,,,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
