ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Chauffage_au_sol,Pompe_à_chaleur,Parlophone,Le_bien_fait_lobjet_dun_droit_de_préemption,Étage_de_lappartement,Meublé,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Raccordé_aux_égouts,Espace_ouvert_sensible_à_leau__WORG,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Salle_à_manger,Surface_salle_à_manger,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_toilettes,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_à_leau_courante,Piscine_extérieure,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Permis_de_bâtir_obtenu,Disponibilité_du_bien,Bien_actuellement_loué,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Surface_constructible,Raccordé_au_gaz_de_ville,Affectation_urbanistique_la_plus_récente,Orientation_du_jardin,Alarme_antieffraction,Profondeur_du_terrain,Balcon,Adoucisseur_deau,Porte_daccès_sécurisée,Niveau_E,Niveau_K,Type_de_cuisine,Surface_du_bureau,Nombre_de_douches,Panneaux_solaires_thermiques,Domotique,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Surface_totale,Surface_des_caves,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Surface_de_lades_salles_de_bain,Compteur_deau_individuel,Compteur_de_gaz_individuel,Feu_ouvert,Appartement_de_service,Citerne_à_eau_de_pluie,Station_de_charge_électrique,Maison_basse_énergie,Compteur_électrique_individuel,Compteur_Bihoraire,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Surface_du_grenier,Surface_du_garage,Attestation__Installation_électrique__Validité,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt71944,RBT71944,Maison à vendre,,Breekiezel 31,3670 Oudsbergen,Normal,1952,3,424 m²,Oui,Oui,Non,Oui,1,2,Gaz,Double vitrage,Oui,Non,Non,Est,Oui,Oui,800 m²,303 kWh/m²/an,20250414-0003577564-RES-2,14/04/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3670/oudsbergen/rbt71943,RBT71943,Duplex à vendre,315000,Dorpsstraat 43 6,3670 Oudsbergen,Normal,2020,2,84 m²,Non,Non,Non,Oui,,1,Electrique,Triple vitrage,Oui,Oui,Non,Sud-ouest,,Oui,,81 kWh/m²/an,72040-G-2016/06776/EP02715/A001/D01/SD003,23/05/2033,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,Oui,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71930,RBT71930,Studio à vendre,174118,Torenstraat 13 2-14,3670 Oudsbergen,Normal,2015,1,66 m²,Non,Non,Non,,,1,Gaz,Double vitrage,,Oui,Oui,,,Oui,,118 kWh/m²/an,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD055,31/03/2025,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71928,RBT71928,Studio à vendre,183383,Torenstraat 13 2-11,3670 Oudsbergen,Normal,2015,1,74 m²,Non,Non,Non,Oui,,1,Gaz,Double vitrage,,Oui,Oui,,,Oui,,112 kWh/m²/an,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD052,31/03/2025,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71927,RBT71927,Studio à vendre,236800,Torenstraat 13 2-12,3670 Oudsbergen,Normal,2015,2,103 m²,Non,Non,Non,,,1,Gaz,Double vitrage,,Oui,Oui,,,Oui,,112 kWh/m²/an,,,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71926,RBT71926,Studio à vendre,195870,Torenstraat 13 2-10,3670 Oudsbergen,Normal,2015,1,81 m²,Non,Non,Non,,,1,Gaz,Double vitrage,,Oui,Oui,,,Oui,,127 kWh/m²/an,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD051,31/03/2025,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/meeuwen/rbt71925,RBT71925,Studio à vendre,160371,Torenstraat 13 0-15,3670 Meeuwen,Normal,2015,1,59 m²,Non,Non,Non,,,1,Gaz,Double vitrage,,Oui,Non,,,Oui,,135 kWh/m²/an,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD016,31/03/2025,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71923,RBT71923,Studio à vendre,164746,Torenstraat 13 0-09,3670 Oudsbergen,Normal,2015,1,62 m²,Non,Non,Non,,,1,Gaz,Double vitrage,,Oui,Oui,,,Oui,,151 kWh/m²/an,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD010,31/03/2025,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/meeuwen/rbt71922,RBT71922,Studio à vendre,163508,Torenstraat 13 0-08,3670 Meeuwen,Normal,2015,1,61 m²,Non,Non,Non,,,1,Gaz,Double vitrage,,Oui,Oui,,,Oui,,131 kWh/m²/an,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD009,31/03/2025,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt70708,RBT70708,Maison à vendre,325000,Keuveldstraat,3670 Oudsbergen,Nouveau,2025,3,165 m²,,,,,,1,Gaz,Double vitrage,,Non,,,Oui,,468 m²,,,,,Non,,,,,Information non communiquée,Information non communiquée,,,,,,,Non,3,2,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3670/oudsbergen/rbt70170,RBT70170,Villa à vendre,550000,Brogelerweg 1,3670 Oudsbergen,Excellent,1905,5,406 m²,Oui,Oui,,Oui,1,1,Mazout,Double vitrage,,Non,Non,,Oui,Oui,3490 m²,563 kWh/m²/an,,12/02/2035,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Non,,Non,4,3,Oui,Non,17 m²,23 m²,18 m²,70 m²,15 m²,40 m²,Oui,17 m²,Super équipée,17 m²,2,11 m,3,3490 m²,40 m²,Sud,11 m,Oui,Non,563 kWh/an,563,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt70144,RBT70144,Maison à vendre,,,3670 Oudsbergen,,2017,3,210 m²,,Oui,,Oui,,1,,,,,,,Oui,Oui,2068 m²,94 kWh/m²/an,,31/03/2027,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,3,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/ellikom/rbt67469,RBT67469,Maison à vendre,360000,Grote Baan 4,3670 Ellikom,Normal,1957,4,230 m²,Non,Oui,Non,Oui,,2,Gaz,,,Non,,Sud,Oui,Oui,2101 m²,,3606964-res-1,22/05/2035,"oui, attestation non conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,Non,4,2,,,,,,,,,Non,,Super équipée,,2,,,,,,,Oui,,,,,A l’acte,Non,Non,Non,Non,Oui,207 m²,Oui,Zone naturelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt67607,RBT67607,Maison à vendre,223000,Muisvenstraat 128,3670 Oudsbergen,À rénover,1961,4,171 m²,Oui,Oui,Non,Oui,1,1,Mazout,Double vitrage,,Non,Non,Sud,Oui,Oui,1450 m²,649 kWh/m²/an,20250327-0003564073-RES-1,27/03/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,107 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt64377,RBT64377,Maison à vendre,249000,,3670 Oudsbergen,,1961,3,129 m²,,Oui,,Oui,2,1,Mazout,Double vitrage,,,,,Oui,Oui,1257 m²,603 kWh/m²/an,,08/02/2035,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3670/oudsbergen/rbt46996,RBT46996,Penthouse à vendre,240000,Hoogstraat 6 3.1,3670 Oudsbergen,Normal,1999,2,100 m²,,,,Oui,,1,,Double vitrage,,Oui,,,,Oui,,149 kWh/m²/an,,,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Non,,,2,,Oui,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt46806,RBT46806,Maison à vendre,279000,Tussenstraat 5,3670 Oudsbergen,Normal,1972,3,120 m²,Oui,Non,Non,,,1,Mazout,Double vitrage,,Non,Non,Sud-est,Oui,Oui,710 m²,355 kWh/m²/an,20250418-0003580589-RES-1,18/04/2035,"non, pas d'attestation",Oui,,,,,Risque moyen,Information non communiquée,Non,,,,Non,,,,,,,,,,,,,,,,,,8 m,1,,,,,,,,,,,,,,,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3670/oudsbergen/rbt39317,RBT39317,Appartement à vendre,295000,Asterstraat 1 2,3670 Oudsbergen,Normal,2005,2,89 m²,Non,Oui,Non,Oui,1,1,Gaz,Double vitrage,,Non,Non,Ouest,Oui,Oui,,227 kWh/m²/an,20241005-0002944140-RES-2,05/10/2034,"non, pas d'attestation",Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt39295,RBT39295,Maison à vendre,497000,Weg op Bree 106,3670 Oudsbergen,Remis à neuf,1939,4,241 m²,Oui,Oui,Non,Oui,,1,Gaz,Double vitrage,Oui,Non,Non,Nord,Oui,Oui,3303 m²,215 kWh/m²/an,20240406-0003197189-RES-1,06/04/2034,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,,,,,,,,,,,,,,,,7 m,,,,,,,,,,,,,,,,Oui,327 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt18932,RBT18932,Maison à vendre,749000,Moorenweg 7,3670 Oudsbergen,,1973,6,650 m²,,,,Oui,3,2,Mazout,Double vitrage,Non,Non,Non,Sud-ouest,,Oui,28110 m²,342 kWh/m²/an,20230601-0002897465-RES-1,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,,,2,,,,,,,,,,,,,,4,33 m,3,,50 m²,,80 m,,,,,Oui,A l’acte,,,,,,,,Zone naturelle,,Non,300 m,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbs49907,RBS49907,Maison à vendre,342533,Kapelstraat 83 A LOT 2,3670 Oudsbergen,,,3,121 m²,Non,Oui,Non,,,1,Non specifié,,Non,Non,Non,Sud-ouest,Oui,,682 m²,,,,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,3,2,,,,,,,,,Non,,,,2,,,,,,12 m,,,,,Non,,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,57 m,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbs49906,RBS49906,Maison à vendre,342533,Kapelstraat 83 B LOT 1,3670 Oudsbergen,,,3,124 m²,,Oui,,,,,Non specifié,,Non,Non,Non,Sud-ouest,,,730 m²,,,,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,3,2,,,,,,,,,,,,,2,10 m,,,,,17 m,,,,,Non,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,57 m,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbq11294,RBQ11294,Maison à vendre,,,3670 Oudsbergen,,1971,3,1415 m²,,Oui,,Oui,,1,Mazout,,,,,,Oui,,10000 m²,695 kWh/m²/an,,08/12/2033,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/meeuwen/rag52271,RAG52271,Maison à vendre,,Liersstraat 29,3670 Meeuwen,Normal,,3,131 m²,Non,Non,Non,,,1,,,Non,Non,Non,,Non,Non,532 m²,511 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,Non,,,Non,2,,Non,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,Non,,,,Non,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3680/maaseik/rbt71984,RBT71984,Villa à vendre,749000,,3680 Maaseik,,1975,3,340 m²,,Oui,,Oui,1,2,,,Oui,,,,Oui,Oui,1510 m²,51 kWh/m²/an,,07/03/2035,,Oui,,,,,Information non communiquée,Information non communiquée,,Oui,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,,Oui,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt71983,RBT71983,Maison à vendre,379000,,3680 Maaseik,,1962,3,170 m²,,Oui,,Oui,,1,Gaz,,,,,,Oui,Oui,1245 m²,276 kWh/m²/an,,13/04/2035,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt67326,RBT67326,Maison à vendre,489000,Rueelstraat 23,3680 Maaseik,Nouveau,2025,4,143 m²,,,,Oui,,1,Air pulsé,Double vitrage,,,,,Oui,Oui,275 m²,,,,,,,,,,Information non communiquée,Information non communiquée,,,Oui,,Non,,,2,,Oui,,18 m²,15 m²,20 m²,,,35 m²,,,,20 m²,,,4,18 m²,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt44930,RBT44930,Maison à vendre,549000,,3680 Maaseik,,1984,4,205 m²,,Oui,,Oui,,2,Gaz,Triple vitrage,,,,,Oui,Oui,2211 m²,225 kWh/m²/an,,03/04/2035,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt44298,RBT44298,Maison à vendre,410000,,3680 Maaseik,,1998,4,197 m²,,,,Oui,2,2,Gaz,Double vitrage,,,,,Oui,Oui,929 m²,259 kWh/m²/an,,30/11/2034,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3680/maaseik/rbt42504,RBT42504,Appartement à vendre,239000,Koningin Astridlaan 72 1,3680 Maaseik,,2009,1,73 m²,Non,Non,Non,Oui,,1,Gaz,Double vitrage,Non,Non,Non,,,Oui,,168 kWh/m²/an,20250523-0003607653-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,,,,,,,,,,,Non,,Equipée,,1,,,,30 m²,,,,Non,,,,,Non,Non,Non,Non,,,,"Zone, info non disponible",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3680/maaseik/rbt36757,RBT36757,Appartement à vendre,749000,,3680 Maaseik,,2019,2,89 m²,,,,,,1,,,,,,,Oui,Oui,,73 kWh/m²/an,,14/12/2028,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt36756,RBT36756,Maison à vendre,749000,,3680 Maaseik,,2019,2,89 m²,,,,,,1,,,,,,,Oui,Oui,748 m²,73 kWh/m²/an,,14/12/2028,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt34766,RBT34766,Maison à vendre,258000,Weertersteenweg 101,3680 Maaseik,,1934,2,,Non,Non,Non,,,1,Mazout,Double vitrage,Non,Non,Non,,,,1730 m²,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,3,,,,,,,,,,Non,,Equipée,,1,,,,,,,,Non,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3680/maaseik/rbt33600,RBT33600,Studio à vendre,149000,,3680 Maaseik,,,1,58 m²,,,,Oui,,1,Electrique,Double vitrage,,,,,,,,344 kWh/m²/an,,05/05/2035,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,2,,,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3680/maaseik/rbt28984,RBT28984,Appartement à vendre,259500,Hepperstraat 10 3,3680 Maaseik,,1994,2,125 m²,,,,,,1,Gaz,Double vitrage,Non,Oui,Non,,,Oui,,174 kWh/m²/an,20250510-0003595560-RES-1,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,3,,2,,,,,,,,,,,,Equipée,,,,,,10 m²,,,,,,,Oui,A l’acte,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt28956,RBT28956,Maison à vendre,215000,Ziepstraat 16,3680 Maaseik,,1958,4,146 m²,,Oui,,,,1,Mazout,Simple vitrage,Non,Non,Non,Sud-ouest,Oui,Oui,619 m²,645 kWh/m²/an,20250511-0003597969-RES-1,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,4,,,,,,,,,,,,,,,10 m,,,,,23 m,,,,,Oui,A l’acte,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,25 m,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt28368,RBT28368,Maison à vendre,425000,,3680 Maaseik,,1985,4,189 m²,,Oui,,Oui,1,2,Mazout,,,,,,Oui,Oui,606 m²,148 kWh/m²/an,,17/01/2035,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3680/maaseik/rbt27527,RBT27527,Appartement à vendre,195000,,3680 Maaseik,,1992,2,104 m²,,,,Oui,1,1,Electrique,Double vitrage,,,,,,Oui,,407 kWh/m²/an,,04/05/2035,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,1,,,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt21455,RBT21455,Maison à vendre,265000,,3680 Maaseik,,1962,3,159 m²,,Oui,,Oui,2,1,Mazout,Double vitrage,,,,,Oui,Oui,1133 m²,408 kWh/m²/an,,26/04/2035,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt08049,RBT08049,Maison à vendre,299000,Venlosesteenweg 196,3680 Maaseik,,2023,3,250 m²,Non,Oui,Non,Oui,1,1,,Double vitrage,,Non,Non,Ouest,Oui,,1177 m²,,,,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,3,3,,,,,,,,,Non,,,,2,825 m,3,,,,11 m,,,,,Oui,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,59 m,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt06031,RBT06031,Maison à vendre,335000,,3680 Maaseik,,1967,3,140 m²,,Oui,,Oui,1,1,Gaz,,,,,,Oui,Oui,900 m²,255 kWh/m²/an,,28/03/2035,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,Non,,,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3680/maaseik/rbt03614,RBT03614,Villa à vendre,960000,Maaseikerlaan 8,3680 Maaseik,,1994,4,450 m²,Non,Oui,Non,Oui,1,2,Mazout,Double vitrage,Non,Non,Non,Sud,Oui,Oui,9268 m²,338 kWh/m²/an,20250309-0003548354-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,,4,,,,,,,,,,Non,,Equipée,,3,25 m,,,,,42 m,,Non,,,,A l’acte,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,150 m,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3680/maaseik/rbt02816,RBT02816,Maison à vendre,249000,,3680 Maaseik,,1967,3,110 m²,,Oui,,Oui,1,1,Mazout,Double vitrage,,,,,Oui,Oui,508 m²,948 kWh/m²/an,,22/12/2034,,Non,,,,,Information non communiquée,Information non communiquée,,,,,Non,,Non,4,,,Non,,,,,,,,,,,,,,,,,,,,,,Oui,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
