ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Parlophone,Ascenseur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_constructible,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Disponibilité_du_bien,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Nombre_de_façades,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Etat_du_bien,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Meublé,Surface_du_séjour,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Surface_du_jardin,Niveau_K,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Surface_du_garage,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92053,VBC92053,Maison à vendre,190000,Chaussée d'Enghien 103,7060 Soignies,Non,,3,130 m²,Non,,Non,Non,Non,Non,Non,,,1,,,,,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,2,190 m²,,,,336 kWh/m²/an,20250228020135,,,,,15 m²,,,14 m²,,,,,,,,60,,,,,,,,,,,,,116 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7061/casteau/vbc92051,VBC92051,Villa à vendre,40000,Clos du Vivier 2,7061 Casteau,Non,,2,90 m²,Non,,Non,Non,Non,Non,Non,,,1,,,,,,1,,,,,,,,,,Information non communiquée,Information non communiquée,,Mazout,,,,,4,475 m²,,,,566 kWh/m²/an,20240525009173,,,,,,,,38 m²,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7060/soignies/vbc92050,VBC92050,Appartement à vendre,200000,Rue des Martyrs De Soltau 6/11,7060 Soignies,Non,,2,78 m²,Non,,Non,Non,Non,Non,Non,,,1,,,,1,,,,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,2,,,,,114 kWh/m²/an,2017039012737,,,,,10 m²,,,31 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc92049,VBC92049,Maison à vendre,105000,Rue Courte 8,7070 Le Roeulx,Non,,2,100 m²,Non,,Non,Non,Non,Non,Non,,,,,,,,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,3,150 m²,,,,381 kWh/m²/an,20241007018486,,,,,19 m²,,,29 m²,,,1,,,,,69,,,,,,,,,,,,,26 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7060/soignies/vbc92048,VBC92048,Appartement à vendre,225000,Rempart du Vieux Cimetière 36/2,7060 Soignies,Non,,2,118 m²,Non,,Non,Non,Non,Non,Non,,,1,,,,,,,,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,3,,,,,186 kWh/m²/an,20250215000164,,,,,8 m²,,,44 m²,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7060/soignies/vbc92047,VBC92047,Appartement à vendre,195000,Rempart du Vieux Cimetière 36/1,7060 Soignies,Non,,2,91 m²,Non,,Non,Non,Non,Non,Non,,,1,,,,,,,,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,3,,,,,216 kWh/m²/an,2025021500243,,,,,7 m²,,,44 m²,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7060/soignies/vbc92046,VBC92046,Appartement à vendre,399000,Rempart du Vieux Cimetière 36,7060 Soignies,Non,,3,210 m²,Non,,Non,Non,Non,Non,Non,,,2,,,,,,,,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,3,,,,,186 kWh/m²/an,20250215000164,,,,,15 m²,,,88 m²,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92045,VBC92045,Maison à vendre,129000,Chaussée du Roeulx 231,7060 Soignies,Non,,2,101 m²,Non,,Non,Non,Non,Non,Non,,,1,,,,,,,,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,2,135 m²,,,,684 kWh/m²/an,20250122032423,,,,,10 m²,,,31 m²,,,,Est,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6150/anderlues/vbc92044,VBC92044,Villa à vendre,175000,Rue de Limage 2 A,6150 Anderlues,Non,,2,113 m²,Non,,Non,Non,Non,Non,Non,,,1,,,,,,2,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,Mazout,,,,,4,400 m²,,,,568 kWh/m²/an,20190407001113,,,,,,,,24 m²,,,,,,,,,,,,,,,,,,,,,286 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7060/horrues/vbc92043,VBC92043,Fermette à vendre,399000,Rue de l'Aire 114,7060 Horrues,Non,,3,190 m²,Non,,Non,Non,Non,Non,Non,Oui,2,1,,,,,,4,,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Mazout,,,,,4,1360 m²,,,,339 kWh/m²/an,20241206005957,,,,,15 m²,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7190/ecaussinnes/vbc92042,VBC92042,Maison à vendre,395000,Grand Place 5,7190 Ecaussinnes,Non,,4,350 m²,Non,,Non,Non,Non,Non,Non,,,2,,,,,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Mazout,,,,,4,250 m²,,,,,,,,,,20 m²,,,36 m²,,,,,,,,,,,,,,,,,,,,,35 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2400/mol/rwc39956,RWC39956,Maison à vendre,247000,Colburnlei 46,2400 Mol,,1931,4,142 m²,Oui,Oui,,,,,,Oui,,1,,,,,,2,Oui,Sud,Oui,,,,,pas d'application,,Information non communiquée,Information non communiquée,,Bois,,Non,,,,,,,,731 kWh/m²/an,,,,,À rénover,100 m²,,,,,,,,,,,,,,,,,pas d'application,,,,,,,620 m²,,,,,,16 m²,,,Sud,1,,,,,Non,,,,,,50 m²,,,Non,,Non,16 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1090/jette/vbc92040,VBC92040,Appartement à vendre,199000,,1090 Jette,Non,,1,190 m²,Non,,Non,Non,Non,Non,Non,,,,,,,0,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,2,,,,,,,,,,,,,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2870/puurs/rbt73285,RBT73285,Maison à vendre,349000,Palingstraat 91,2870 Puurs,Non,1959,4,201 m²,Non,,Non,Non,Non,Non,Non,,,2,2,,Non,,2,,Oui,,Oui,69 m²,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,2,120 m²,20 m,,,229 kWh/m²/an,20240903-0003357448-RES-1,Non,,6 m,,25 m²,,Non,30 m²,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1090/jette/vbc92039,VBC92039,Appartement à vendre,269000,Av. Carton de Wiart 95,1090 Jette,Non,1995,2,90 m²,Oui,,,,,Oui,,,,1,1,,Oui,2,5,,,,,,Oui,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,A l’acte,,Double vitrage,,,Non,2,,,,,124 kWh/m²/an,,,,,Normal,,13 m²,Non,28 m²,Equipée,10 m²,,,,11145 kWh/an,,24,,,,,,,11 m²,,,Américaine,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbt73284,RBT73284,Maison à vendre,325000,Langestraat 75,1790 Affligem,,1900,3,124 m²,,,,Oui,,,,,,1,1,,,,,,Oui,,Oui,,Oui,Oui,,"oui, attestation non conforme",,Risque élevé,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,3,370 m²,,10 m,,386 kWh/m²/an,,Non,,10 m,À rénover,14 m²,18 m²,Non,18 m²,Equipée,5 m²,,,Oui,,12/06/2035,,,,,,,,16 m²,12 m²,,Américaine,14 m²,,295 m²,,Oui,Non,,,,5 m²,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1540/herne/rbt73283,RBT73283,Appartement à vendre,225000,Patriotsesteenweg 124D,1540 Herne,Non,1949,2,80 m²,,,,Oui,,,,Oui,1,1,1,Oui,Non,1,1,1,,,Oui,,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,,Double vitrage,,,,,,,7 m,,351 kWh/m²/an,,Non,,7 m,À rénover,17 m²,9 m²,Non,22 m²,Semi-équipée,10 m²,1,Est,Oui,,24/09/2032,6250,,,,,,,9 m²,,,Kitchenette,18 m²,,,,,,,,,7 m²,,,1,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1160/auderghem/vbc92036,VBC92036,Studio à vendre,188000,Avenue Thomas Frissen 2,1160 Auderghem,,1962,0,34 m²,,,,,,,,,,1,1,Oui,Oui,0,7,,,,Oui,,Oui,Oui,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,Immédiatement,Gaz,Double vitrage,,,Oui,2,,,,,527 kWh/m²/an,,,,,Excellent,8 m²,,Non,20 m²,,,1,,Oui,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/2230/herselt/rbt73282,RBT73282,Chalet à vendre,159000,Langdonkenstraat 26,2230 Herselt,,1984,1,65 m²,Oui,,Oui,,,,,Oui,1,1,,,,,,1,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Immédiatement,Gaz,Double vitrage,,,Oui,4,732 m²,,,,288 kWh/m²/an,,Non,,,Remis à neuf,,,,,Super équipée,,,,Oui,,14/04/2035,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vbc92032,VBC92032,Appartement à vendre,260000,rue de l'Hotel 6,1300 Wavre,Oui,,2,74 m²,,,,,,,,Oui,,1,1,,Non,1,3,,,,,,Oui,Oui,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,Non,,,,,,312 kWh/m²/an,,,,,Normal,,15 m²,Non,33 m²,Super équipée,,,,,25961 kWh/an,04/08/2032,58,,,,,,,10 m²,,,,,,,,,,,,,6 m²,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6440/vergnies/vbc92030,VBC92030,Maison à vendre,55000,Parc Résidentiel Le Cul de Cheval 44,6440 Vergnies,Non,,2,,Non,,Non,Non,Non,Non,Non,,,,2,,,,,2,,,,,,,,,,Information non communiquée,Information non communiquée,A l’acte,Bois,,,,,4,295 m²,,,,,,Non,,,À rénover,,,Non,,,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1340/ottignies/vbc92029,VBC92029,Maison à vendre,450000,,1340 Ottignies,Non,2006,4,150 m²,Non,,Non,Non,Non,Non,Non,Oui,1,1,2,,Non,,2,,Oui,,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,,,3,516 m²,,,,176 kWh/m²/an,20210617006215,,,,Normal,24 m²,,Non,33 m²,,,,Sud,,,17/06/2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1200/woluwe-saint-lambert/vbc92028,VBC92028,Appartement à vendre,295000,,1200 Woluwe-Saint-Lambert,,1965,1,73 m²,Oui,,,,,,,,,1,1,Oui,Oui,2,7,,,,Oui,,,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,,Non,2,,,8 m,,149 kWh/m²/an,,,,8 m,Excellent,3 m²,19 m²,Non,22 m²,Super équipée,10 m²,1,,Oui,10912 kWh/an,15/06/2035,29,,,,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1030/schaerbeek/vbc92027,VBC92027,Maison à vendre,425000,Rue Verboeckhaven 115,1030 Schaerbeek,Non,,5,242 m²,Non,,Non,Non,Non,Non,Non,,,3,3,,Non,,3,,Oui,,,75 m²,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,120 m²,,,,,,,,,,,,Non,40 m²,,,,,,,,,,,,,,,,,,,,,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2310/rijkevorsel/rbt73280,RBT73280,Maison à vendre,359000,Sint-Jozef 34,2310 Rijkevorsel,,,3,226 m²,,,,,,,,,,1,2,,,,,,Oui,,Oui,,Oui,Oui,,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,3,420 m²,,10 m,,514 kWh/m²/an,,Non,,10 m,À rénover,,27 m²,,,Equipée,,,,Oui,,,,,,,,,,16 m²,13 m²,,Américaine,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9550/herzele/rbt73279,RBT73279,Maison à vendre,349000,Holmanstraat 36,9550 Herzele,,1957,3,153 m²,Oui,Oui,,,,,,Oui,1,1,1,,Non,,,3,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,3,1324 m²,,,,361 kWh/m²/an,,Non,,13 m,Normal,,,Non,,Equipée,,,Nord-est,Oui,,20/11/2032,,,,,,,,,,,Américaine,,,970 m²,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes-au-val/vbc92026,VBC92026,Maison à vendre,80000,Rue Mouligneaux 15,7120 Estinnes-au-Val,Non,,2,,Non,,Non,Non,Non,Non,Non,,,1,1,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,,,,,3,,,,,578 kWh/m²/an,20250609015645,,,,À rénover,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc92025,VBC92025,Appartement à vendre,295000,Rue Emile Lecomte 41,1180 Uccle,Non,1966,1,84 m²,Oui,,,,,,,,,1,1,Oui,Oui,0,4,,,,,,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,A l’acte,Mazout,Double vitrage,,,Oui,2,,,,,286 kWh/m²/an,,,,,Excellent,,13 m²,,32 m²,Super équipée,14 m²,1,,,,20/02/2034,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1210/saint-josse-ten-noode/vbc92024,VBC92024,Maison à vendre,549000,Rue de la Poste 76,1210 Saint-Josse-ten-Noode,Non,1900,6,268 m²,Oui,,,Oui,,,,,,2,2,Oui,Non,,4,,Oui,,Oui,,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,,Double vitrage,,,Non,2,100 m²,,6 m,,410 kWh/m²/an,,,,6 m,À rénover,30 m²,30 m²,,23 m²,,9 m²,2,,,113725 kWh/an,14/09/2033,107,,,,,,,22 m²,22 m²,15 m²,,22 m²,,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/4000/liege/vbc92022,VBC92022,Maison de maître à vendre,499000,Rue Publémont 43,4000 Liège,,,6,355 m²,,,,,,,,,,3,,,Non,,3,,Oui,,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,Double vitrage,,,Non,2,193 m²,,,,151 kWh/m²/an,,,,,Normal,,6 m²,Non,,,13 m²,,,,,,87,,,,,,,16 m²,18 m²,6 m²,,,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,16 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3450/geetbets/rbt73278,RBT73278,Maison à vendre,,Kolkstraat 2A,3450 Geetbets,,2023,5,225 m²,,Oui,,,,,,Oui,1,2,2,,Non,,2,1,Oui,,Oui,,,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Air pulsé,Double vitrage,,,Non,3,316 m²,,9 m,,30 kWh/m²/an,,Non,,9 m,Nouveau,26 m²,17 m²,Non,33 m²,,8 m²,,,Oui,,,,Oui,,,,,,13 m²,11 m²,16 m²,,,,226 m²,,Oui,Oui,,Oui,,,,Sud-ouest,,,,,,Oui,,,,,,,,,,17 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3450/geetbets/rbt73277,RBT73277,Maison à vendre,,Kolkstraat 2B,3450 Geetbets,,2023,4,195 m²,,Oui,,,,,,,,1,2,,Non,,2,2,Oui,,Oui,,,Oui,,"oui, attestation conforme",,Risque moyen,Information non communiquée,,Air pulsé,Double vitrage,,,Non,3,214 m²,,8 m,,30 kWh/m²/an,,Non,,8 m,,21 m²,21 m²,Non,36 m²,,8 m²,,,Oui,,,,Oui,,,,,,17 m²,10 m²,20 m²,Indépendante,,,183 m²,,Oui,Oui,,Oui,,,,Sud-ouest,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7850/enghien/vbc92021,VBC92021,Maison à vendre,586220,,7850 Enghien,,,4,233 m²,,,,,,,,Oui,1,2,2,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,4,1200 m²,,15 m,,,,,,15 m,Nouveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7860/lessines/vbc92020,VBC92020,Maison à vendre,382061,,7860 Lessines,,,3,158 m²,,,,,,,,Oui,1,1,2,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,4,1290 m²,,11 m,,,,,,11 m,Nouveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7822/ghislenghien/vbc92019,VBC92019,Maison à vendre,432084,,7822 Ghislenghien,,,3,184 m²,,,,,,,,Oui,1,1,2,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,4,1077 m²,,12 m,,,,,,12 m,Nouveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3530/houthalen-helchteren/rbt73276,RBT73276,Maison à vendre,248000,De Standaard 26,3530 Houthalen-Helchteren,,1977,3,109 m²,,,,,,,,,,1,,,Non,,,1,Oui,,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,3,217 m²,,,,440 kWh/m²/an,,Non,,,À rénover,,,Non,,,,,,Oui,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc92015,VBC92015,Maison à vendre,795000,Chaussée de Dinant 780,5100 Wépion,Non,1899,2,210 m²,Oui,Oui,,,,,,,,1,2,,Non,,3,,Oui,,Oui,,Oui,Oui,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,A l’acte,Mazout,Double vitrage,,,Non,2,1699 m²,,,,439 kWh/m²/an,,,,,Normal,45 m²,25 m²,Non,,,,1,Nord-est,,72420 kWh/an,18/06/2035,109,,,,,,,23 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc92014,VBC92014,Maison à vendre,1075000,Avenue Beau-Séjour 23,1180 Uccle,,1911,4,250 m²,Oui,,,,,,,,,2,2,,Non,,3,,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,,Non,2,150 m²,,6 m,,230 kWh/m²/an,,,,6 m,Excellent,35 m²,30 m²,Non,32 m²,Super équipée,20 m²,2,,Oui,58133 kWh/an,25/03/2034,43,,,,,,,27 m²,16 m²,12 m²,,,,115 m²,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9400/ninove/rbt73275,RBT73275,Maison à vendre,289000,Ter Duystlaan 29,9400 Ninove,,1965,4,150 m²,Non,,,,,,,Oui,1,1,,Non,Non,,2,1,Oui,Nord-est,Oui,,Non,Oui,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Mazout,Double vitrage,Non,Non,,3,616 m²,,10 m,,345 kWh/m²/an,,Non,Non,10 m,À rénover,,23 m²,Non,29 m²,Semi-équipée,7 m²,,,Oui,,,,,,,,,,21 m²,10 m²,9 m²,Kitchenette,,,502 m²,,Oui,Non,,Oui,,5 m²,,,1,,,,,,,,Non,,Oui,,,,Non,,,22 m²,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9320/erembodegem/rbt73274,RBT73274,Maison à vendre,519000,D’uitseweg 12,9320 Erembodegem,,1995,4,220 m²,Non,,,,,,,Oui,1,1,,Oui,Non,,2,4,Oui,Nord-ouest,Oui,,,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,Double vitrage,,Oui,,3,575 m²,,7 m,,183 kWh/m²/an,,Non,,7 m,Normal,,,Non,,,,,,Oui,,,,Oui,,Oui,,,,,,,,,,,,Oui,Non,,Oui,,,,,2,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,
