ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Type_de_chauffage,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Type_de_vitrage,Étage_de_lappartement,Équipement_de_la_cuisine,Largeur_de_la_façade,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_du_séjour,Type_de_cuisine,Surface_de_la_cuisine,Air_conditionné,Nombre_de_place_de_parking_intérieur,Pompe_à_chaleur,Parlophone,Porte_daccès_sécurisée,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Alarme_antieffraction,Accessible_aux_moins_valides,Largeur_du_terrain_à_rue,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_des_caves,Surface_de_lades_salles_de_bain,Station_de_charge_électrique,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Compteur_Bihoraire,Feu_ouvert,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Surface_du_bureau,Surface_salle_à_manger,Surface_du_garage,Surface_du_grenier,Surface_de_la_véranda,Nombre_de_douches,Emission_de_CO2,Surface_chambre_à_coucher_5,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Domotique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité
https://immovlan.be/fr/detail/maison/a-vendre/3350/melkwezer/rbs91220,RBS91220,Maison à vendre,387000,Zilverstraat 10,3350 Melkwezer,Nouveau,,2025,,3,132 m²,,,Oui,,,,,,,,1,2,,,3,,Oui,,,564 m²,,40 m,0 kWh/m²/an,,,,"non, pas d'attestation",,Oui,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud-ouest,Oui,Oui,,,,7 m,,,,,,,,,,,,,,,,,,,,,,,,13 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/drieslinter/rbt36010,RBT36010,Maison à vendre,175000,Eendenstraat 29,3350 Drieslinter,À rénover,,1949,,3,132 m²,Non,Oui,Oui,Oui,,,,,Oui,1,1,,Non,Nord,,,Oui,1479 m²,,1479 m²,201 m²,,793 kWh/m²/an,,20250404-0003570311-RES-1,04/04/2035,pas d'application,,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Simple vitrage,,,5 m,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,21 m²,3 m²,,,,,,,,,,,,19 m²,36 m²,18 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/drieslinter/rbt29315,RBT29315,Maison à vendre,499000,Molenweg 2,3350 Drieslinter,Normal,,1966,,4,223 m²,Non,Non,Oui,Non,,,,,,,2,,Non,Sud-ouest,,,Oui,2829 m²,,2829 m²,,,298 kWh/m²/an,,20250505-0003592508-RES-1,05/05/2023,pas d'application,,Oui,,,,Pas de risque d’inondation,Information non communiquée,Mazout,,,,Double vitrage,,,10 m,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/linter/rbs06626,RBS06626,Maison à vendre,259000,Grote Steenweg 311,3350 Linter,,Non,1952,A l’acte,4,203 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,Non,Nord-ouest,3,,Oui,,,1747 m²,,109 m,348 kWh/m²/an,,20240917-0003375575-RES-1,,,,,Non,,"Zone, info non disponible",Risque moyen,Information non communiquée,Gaz,,,,Simple vitrage,,Equipée,13 m,,,,,,,,,,,,,Non,,,,,2,,,Non,Non,Non,13 m,Non,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/linter/rbt25661,RBT25661,Maison à vendre,380000,Oplinterstraat 34A,3350 Linter,Normal,,1997,,4,251 m²,,Oui,Oui,Oui,,,,,Oui,1,1,,Non,Sud-ouest,,,Oui,994 m²,Oui,994 m²,,,94 kWh/m²/an,,20250227-0003530355-RES-1,27/02/2035,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Solaire,,,,,,,13 m,,,,,,,,,,,,,,,Oui,,,,28 m²,,,Oui,Non,,,Non,42 m²,5 m²,,,Oui,Oui,,,,,,,,36 m²,45 m²,24 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/drieslinter/rbt25359,RBT25359,Maison à vendre,335000,Stationsstraat 49,3350 Drieslinter,À rénover,,,,5,214 m²,Non,Non,Oui,Non,,,,,Oui,1,1,,Non,Sud-ouest,,,Oui,7478 m²,,7478 m²,,,655 kWh/m²/an,,20250414-0003569116-RES-1,14/04/2035,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Simple vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,,5 m²,,,,,,,,,,,,45 m²,67 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/linter/rbs80368,RBS80368,Maison à vendre,175000,Bonastraat 10,3350 Linter,À rénover,,1948,,3,155 m²,Non,Non,Oui,Non,,,,,,,,,Non,Est,,,Oui,191 m²,Oui,191 m²,,,363 kWh/m²/an,,20221110-0002715137-RES-1,10/11/2032,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Mazout,,,,Simple vitrage,,,6 m,,,,,,,,,,,,,,,,,,,,,,Oui,Non,7 m,,Non,,,,,,,,,,,,,,,30 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/drieslinter/rbj61246,RBJ61246,Maison à vendre,249000,Derde Regiment Lansiersstraat 1 A,3350 Drieslinter,,Non,1980,A l’acte,3,185 m²,,Non,Non,Non,Non,Non,Non,Non,,,2,3,Non,,3,2,,,Oui,203 m²,,12 m,432 kWh/m²/an,,20230123-0002783283-RES-1,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,,Equipée,33 m,,,,,,,,,,,,,Oui,,,,,1,4 m²,,Non,Non,Non,40 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/linter/rbs80373,RBS80373,Maison à vendre,175000,Grote Steenweg 80,3350 Linter,À rénover,,,,3,237 m²,Non,Oui,Oui,Non,,,,,Oui,1,1,,Non,Nord-ouest,,,Oui,529 m²,,529 m²,,,525 kWh/m²/an,,20250206-0003521698-RES-1,06/02/2035,pas d'application,,Non,,,,Pas de risque d’inondation,Information non communiquée,Mazout,,,,Simple vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,45 m²,7 m²,,,,,,,,,,,,45 m²,94 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/linter/rbs80369,RBS80369,Maison à vendre,249000,Bonastraat 14,3350 Linter,Normal,,,A convenir,3,139 m²,Non,Non,Non,Non,,,,,Oui,,1,,Non,,,,Oui,1289 m²,,1289 m²,,,382 kWh/m²/an,,,14/02/2035,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3350/drieslinter/vbc44140,VBC44140,Villa à vendre,395000,,3350 Drieslinter,Normal,Non,1997,A l’acte,3,120 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,2,1,Non,Est,4,3,,,Oui,550 m²,80 m²,27 m,225 kWh/m²/an,,20250227-0003540727-RES-1,27/02/2035,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,Electrique,,,Oui,,,Super équipée,10 m,,,,,,,,,,48 m²,,,,,Oui,,,,95 m²,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3350/linter/rbc90890,RBC90890,Studio à vendre,255000,Zandstraat 22 0.1,3350 Linter,Normal,,2021,A convenir,2,96 m²,Oui,Non,Non,Non,,,,,,,1,,Oui,Sud,,1,,,Oui,,,,,,,,"non, pas d'attestation",,,,,,Information non communiquée,Information non communiquée,Gaz,,,,,,,25 m,,,,,,,,,,,,,,,,Oui,,1,6 m²,,,,Oui,2504 m,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3350/linter/rbn39004,RBN39004,Maison à vendre,309000,Oplinterstraat 29,3350 Linter,,,1950,,2,,Non,,,,,,,,Oui,1,1,2,Non,Sud-est,4,2,Oui,,Non,,,,663 kWh/m²/an,,20240610-0003274110-RES-1,,"oui, attestation non conforme",Oui,Non,Non,Non,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3400/landen/rbt67331,RBT67331,Villa à vendre,675000,Stelhainstraat 19,3400 Landen,Excellent,Non,2014,A l’acte,3,288 m²,Non,Oui,,,Oui,,,,Oui,1,2,2,Non,Est,4,,Oui,,Oui,1773 m²,,,80 kWh/m²/an,,,,"oui, attestation conforme",Oui,,Non,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,Double vitrage,,Super équipée,18 m,14 m²,15 m²,,,,,,18 m²,,18 m²,,,Oui,2,,,,1,,Oui,,Oui,Non,,,,,,Oui,,Oui,Oui,,,Ouest,Oui,,,39 m²,,,,2,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3400/landen/vbc05631,VBC05631,Appartement à vendre,120000,,3400 Landen,Normal,,,,2,65 m²,Non,,,,,,,,,,,1,,,2,1,,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,Double vitrage,,,,12 m²,11 m²,,,,,,,,23 m²,,7 m²,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/vbc75832,VBC75832,Maison à vendre,249000,Raatshovenstraat 15,3400 Landen,Normal,Non,,A l’acte,5,201 m²,Non,Oui,Oui,,Oui,,,,Oui,,1,3,Non,,3,1,Oui,196 m²,Oui,372 m²,,43 m,458 kWh/m²/an,,,,"oui, attestation conforme",Non,Non,,,,Pas de risque d’inondation,Information non communiquée,Mazout,Sud-ouest,,Oui,Double vitrage,,,6 m,15 m²,12 m²,,,,,,8 m²,13 m²,32 m²,,33 m²,,,,,,3,46 m²,Oui,,,Non,6 m,,,18 m²,7 m²,,,,,,,,,,,,,,,1,,12 m²,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3400/landen/rbt41672,RBT41672,Appartement à vendre,164000,Stationsplein 2 001,3400 Landen,,Non,1951,A l’acte,2,84 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Non,,,,,,,,,47 m,174 kWh/m²/an,,20241028-000342811-RES-1,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non specifié,,,,Double vitrage,,Equipée,10 m,,,,,,,,,,,,,Non,,,,,,,,Non,Non,Non,10 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt41030,RBT41030,Maison à vendre,298000,Tiensestraat 20,3400 Landen,,Non,1933,A l’acte,3,196 m²,,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Non,Nord-est,3,,Oui,,Oui,493 m²,,68 m,478 kWh/m²/an,,20250521-0003606749-RES-1,,,,,,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,,Equipée,6 m,,,,,,,,,,,,,Non,,,,,4,20 m²,,Non,Non,Non,6 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt36798,RBT36798,Maison à vendre,355000,Waasmontstraat 195A,3400 Landen,Nouveau,,2024,,3,150 m²,Non,,Oui,,,,,,,,1,,Non,,,,Oui,,Non,292 m²,,,,,,,pas d'application,,,Non,,,Information non communiquée,Information non communiquée,Non specifié,,,,,,Non équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbs80335,RBS80335,Maison à vendre,385000,Hakendoverstraat 18,3400 Landen,Remis à neuf,,,,3,140 m²,Non,Non,Non,Non,,,,,,,1,,Non,Sud-ouest,,,Oui,410 m²,,410 m²,,,,,,,pas d'application,,Non,,,,Pas de risque d’inondation,Information non communiquée,Solaire,,,,Double vitrage,,,6 m,,,,,,,,,,,,,,,Oui,,,,,,,,Non,10 m,,Non,,8 m²,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt29490,RBT29490,Maison à vendre,220000,Grumstraat 49,3400 Landen,À rénover,,1918,A l’acte,4,177 m²,Non,,,,,,,,,,1,,Non,,,,Oui,,Non,200 m²,,,458 kWh/m²/an,,20200919-0002289985-RES-1,,"oui, attestation conforme",,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/laar/rbt26756,RBT26756,Maison à vendre,199000,Wijngaardstraat 29,3400 Laar,À rénover,,,,3,131 m²,,Oui,Oui,Non,,,,,Oui,,1,,Non,Sud-ouest,,,,,,682 m²,80 m²,,617 kWh/m²/an,,,06/05/2035,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Mazout,,,,Double vitrage,,,6 m,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,25 m²,4 m²,,,,,,,,,,,,,50 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt11190,RBT11190,Maison à vendre,385000,Gildestraat 17,3400 Landen,Excellent,Non,,Immédiatement,2,168 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,Non,,,1,Oui,,,,1449 m²,,363 kWh/m²/an,,20211110-0002490549-RES-1,,,,,Non,Non,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,,,Non,Oui,Double vitrage,,Equipée,,,,,,,,,,,,,,Non,1,,,,,,,Non,Non,Non,,Non,Non,,,,,Oui,Non,,Non,,,,,,,,,,,,Non,Non,Oui,Non,Non,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt11042,RBT11042,Maison à vendre,259000,Slachthuisplein 24,3400 Landen,,,1966,A l’acte,3,140 m²,Non,,,,,,,,,,1,1,Non,Ouest,4,,Oui,,Oui,160 m²,,,710 kWh/m²/an,,20250407-0003570862-RES-1,,"oui, attestation non conforme",Non,Non,Non,Non,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,Super équipée,,,,,,,,,,,29 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt09736,RBT09736,Maison à vendre,260000,Laarstraat 72,3400 Landen,À rénover,,1949,,3,185 m²,Non,Oui,Non,Non,,,,,Oui,1,2,,Non,Sud-ouest,,,Oui,889 m²,,889 m²,,,459 kWh/m²/an,,20231109-0001983623-RES-2,09/11/2033,pas d'application,,Non,,,,Pas de risque d’inondation,Information non communiquée,Gaz,,,,Simple vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,,10 m²,,,,,,,,,,,,30 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/vbc54496,VBC54496,Maison à vendre,295000,Sint-Norbertusstraat 122,3400 Landen,À rénover,,1975,A l’acte,4,200 m²,,,Oui,,,,,,Oui,1,1,1,Non,Est,4,,Oui,650 m²,Oui,978 m²,,,555 kWh/m²/an,73901 kWh/an,,02/10/2034,"oui, attestation non conforme",,,,,,Information non communiquée,Information non communiquée,Mazout,,,Oui,Double vitrage,,Equipée,,15 m²,12 m²,,,,,,,,38 m²,Américaine,11 m²,,,,,,1,20 m²,Oui,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,10/01/2024,10/01/2024
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbs06625,RBS06625,Maison à vendre,225000,Grote Steenweg 165,3400 Landen,,,1950,A l’acte,3,167 m²,,,Oui,,,,,,Oui,1,1,1,Non,Nord-ouest,2,4,Oui,,,351 m²,,38 m,493 kWh/m²/an,,20241031-00034327729-RES-1,,,Non,Oui,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Gaz,,,,Simple vitrage,,Equipée,6 m,,,,,,,,,,,,,Non,,,,,3,,,,Non,Non,10 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3400/landen/rbs84719,RBS84719,Appartement à vendre,160000,Kerkstraat 37 4,3400 Landen,Normal,,2001,A convenir,1,55 m²,Non,,,,,,,,,,1,,Non,,,,Non,,Non,,,,174 kWh/m²/an,,20250228-0003542284-RES-1,,"oui, attestation conforme",,,Non,,,Information non communiquée,Information non communiquée,Electrique,,,,,0,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3400/landen/rbs77104,RBS77104,Appartement à vendre,148000,Ernest Pitonlaan 2 603,3400 Landen,,,,A l’acte,2,70 m²,Non,,,,,,,,,,1,1,Oui,,2,,Non,,Oui,,,,187 kWh/m²/an,,20231027-0003025816-RES-1,,"oui, attestation conforme",Oui,Non,Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,,6,Super équipée,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbs68864,RBS68864,Maison à vendre,195000,Groenendael 5,3400 Landen,À rénover,,1899,A l’acte,2,222 m²,Non,,,,,,,,Oui,1,1,,Non,,,,Oui,,Non,870 m²,,,422 kWh/m²/an,,20250220-0003535405-RES-1,,pas d'application,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,Gaz,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3400/landen/rbr53292,RBR53292,Appartement à vendre,169000,Stationsplein 2 0003,3400 Landen,,Non,1951,A l’acte,2,84 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Non,,,,,,,,,47 m,489 kWh/m²/an,,20170412-0001951398-1,,,,,,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Mazout,,,,Double vitrage,,,10 m,,,,,,,,,,,,,Non,,,,,,,,Non,Non,Non,10 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3400/landen/rbt67331,RBT67331,Villa à vendre,675000,Stelhainstraat 19,3400 Landen,Excellent,Non,2014,A l’acte,3,288 m²,Non,Oui,,,Oui,,,,Oui,1,2,2,Non,Est,4,,Oui,,Oui,1773 m²,,,80 kWh/m²/an,,,,"oui, attestation conforme",Oui,,Non,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,Double vitrage,,Super équipée,18 m,14 m²,15 m²,,,,,,18 m²,,18 m²,,,Oui,2,,,,1,,Oui,,Oui,Non,,,,,,Oui,,Oui,Oui,,,Ouest,Oui,,,39 m²,,,,2,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3400/landen/vbc05631,VBC05631,Appartement à vendre,120000,,3400 Landen,Normal,,,,2,65 m²,Non,,,,,,,,,,,1,,,2,1,,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,Double vitrage,,,,12 m²,11 m²,,,,,,,,23 m²,,7 m²,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/vbc75832,VBC75832,Maison à vendre,249000,Raatshovenstraat 15,3400 Landen,Normal,Non,,A l’acte,5,201 m²,Non,Oui,Oui,,Oui,,,,Oui,,1,3,Non,,3,1,Oui,196 m²,Oui,372 m²,,43 m,458 kWh/m²/an,,,,"oui, attestation conforme",Non,Non,,,,Pas de risque d’inondation,Information non communiquée,Mazout,Sud-ouest,,Oui,Double vitrage,,,6 m,15 m²,12 m²,,,,,,8 m²,13 m²,32 m²,,33 m²,,,,,,3,46 m²,Oui,,,Non,6 m,,,18 m²,7 m²,,,,,,,,,,,,,,,1,,12 m²,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3400/landen/rbt41672,RBT41672,Appartement à vendre,164000,Stationsplein 2 001,3400 Landen,,Non,1951,A l’acte,2,84 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Non,,,,,,,,,47 m,174 kWh/m²/an,,20241028-000342811-RES-1,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non specifié,,,,Double vitrage,,Equipée,10 m,,,,,,,,,,,,,Non,,,,,,,,Non,Non,Non,10 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt41030,RBT41030,Maison à vendre,298000,Tiensestraat 20,3400 Landen,,Non,1933,A l’acte,3,196 m²,,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Non,Nord-est,3,,Oui,,Oui,493 m²,,68 m,478 kWh/m²/an,,20250521-0003606749-RES-1,,,,,,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Gaz,,,,Double vitrage,,Equipée,6 m,,,,,,,,,,,,,Non,,,,,4,20 m²,,Non,Non,Non,6 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt36798,RBT36798,Maison à vendre,355000,Waasmontstraat 195A,3400 Landen,Nouveau,,2024,,3,150 m²,Non,,Oui,,,,,,,,1,,Non,,,,Oui,,Non,292 m²,,,,,,,pas d'application,,,Non,,,Information non communiquée,Information non communiquée,Non specifié,,,,,,Non équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbs80335,RBS80335,Maison à vendre,385000,Hakendoverstraat 18,3400 Landen,Remis à neuf,,,,3,140 m²,Non,Non,Non,Non,,,,,,,1,,Non,Sud-ouest,,,Oui,410 m²,,410 m²,,,,,,,pas d'application,,Non,,,,Pas de risque d’inondation,Information non communiquée,Solaire,,,,Double vitrage,,,6 m,,,,,,,,,,,,,,,Oui,,,,,,,,Non,10 m,,Non,,8 m²,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt29490,RBT29490,Maison à vendre,220000,Grumstraat 49,3400 Landen,À rénover,,1918,A l’acte,4,177 m²,Non,,,,,,,,,,1,,Non,,,,Oui,,Non,200 m²,,,458 kWh/m²/an,,20200919-0002289985-RES-1,,"oui, attestation conforme",,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/laar/rbt26756,RBT26756,Maison à vendre,199000,Wijngaardstraat 29,3400 Laar,À rénover,,,,3,131 m²,,Oui,Oui,Non,,,,,Oui,,1,,Non,Sud-ouest,,,,,,682 m²,80 m²,,617 kWh/m²/an,,,06/05/2035,"non, pas d'attestation",,Non,,,,Pas de risque d’inondation,Information non communiquée,Mazout,,,,Double vitrage,,,6 m,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,25 m²,4 m²,,,,,,,,,,,,,50 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt11190,RBT11190,Maison à vendre,385000,Gildestraat 17,3400 Landen,Excellent,Non,,Immédiatement,2,168 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,Non,,,1,Oui,,,,1449 m²,,363 kWh/m²/an,,20211110-0002490549-RES-1,,,,,Non,Non,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,,,Non,Oui,Double vitrage,,Equipée,,,,,,,,,,,,,,Non,1,,,,,,,Non,Non,Non,,Non,Non,,,,,Oui,Non,,Non,,,,,,,,,,,,Non,Non,Oui,Non,Non,,
https://immovlan.be/fr/detail/maison/a-vendre/3400/landen/rbt11042,RBT11042,Maison à vendre,259000,Slachthuisplein 24,3400 Landen,,,1966,A l’acte,3,140 m²,Non,,,,,,,,,,1,1,Non,Ouest,4,,Oui,,Oui,160 m²,,,710 kWh/m²/an,,20250407-0003570862-RES-1,,"oui, attestation non conforme",Non,Non,Non,Non,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,Super équipée,,,,,,,,,,,29 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
