ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Type_de_chauffage,Pompe_à_chaleur,Ascenseur,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Panneaux_solaires,Air_conditionné,Alarme_antieffraction,Balcon,Référence_PEB,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Étage_de_lappartement,Surface_constructible,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Surface_chambre_à_coucher_4,Feu_ouvert,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Espace_ouvert_sensible_à_leau__WORG,Surface_totale,Porte_de_garage_motorisée,Station_de_charge_électrique,Chauffage_au_sol,Domotique,Parlophone,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Attestation__Citernes_à_mazout,Niveau_E,Surface_de_lades_salles_de_bain,Maison_basse_énergie,Compteur_Bihoraire,Profondeur_du_terrain,Attestation__Asbuilt,Surface_du_bureau,Possibilités_pour_profession_libérale,Adoucisseur_deau,Panneaux_solaires_thermiques,Surface_du_grenier,Niveau_K,Surface_de_la_véranda,Surface_du_garage,Surface_des_caves,Porte_daccès_sécurisée,Surface_salle_à_manger,Clef_électronique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Surface_chambre_à_coucher_5,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_du_dressing,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/9700/volkegem/rbt72525,RBT72525,Maison à vendre,525000,Rekkemstraat 68,9700 Volkegem,Nouveau,Non,4,250 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Electrique,Oui,Non,2,Oui,570 m²,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72980,RBT72980,Maison à vendre,367000,Dorre Wei 23,9700 Audenarde,Normal,Oui,3,141 m²,Non,,,,,,,,Gaz,,Non,5,Oui,636 m²,,Non,,Pas de risque d’inondation,Information non communiquée,1995,A l’acte,16 m²,13 m²,12 m²,30 m²,Oui,1,Super équipée,7 m²,1,1,1,Double vitrage,Non,Nord,4,8 m,2,315 m²,Sud,Oui,31 m²,Sud,8 m,Oui,Oui,Oui,Non,267 kWh/m²/an,14/06/2035,6145,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72859,RBT72859,Maison à vendre,319000,Gelukstede 25,9700 Audenarde,,Non,3,208 m²,,Non,Oui,Non,Non,Non,Non,Non,Non specifié,,Non,,Oui,407 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,,,,,,Oui,1,,,,,2,Double vitrage,Non,,2,,,,,Oui,,,,,,,Non,263 kWh/m²/an,,,,,,,,,Oui,Non,Non,Non,2903877-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt72526,RBT72526,Appartement à vendre,325000,Adriaan Brouwerstraat 18 401,9700 Audenarde,Normal,Non,1,66 m²,Non,Non,Non,Non,Non,Non,Non,Non,Gaz,,Oui,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,Oui,,,,,,1,,,,,,,,,Oui,,,,,,,,88 kWh/m²/an,,,,,,,,,,,,,20250617-0003626707-RES-1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt72524,RBT72524,Appartement à vendre,295000,Abdijstraat 65 0302,9700 Audenarde,Normal,Non,2,98 m²,Non,Non,Non,Non,Non,Non,Non,Non,Gaz,,Oui,1,,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,2014,Immédiatement,,,,,,,,,1,,1,,,Sud-ouest,3,,,,,Oui,,,,,,,,63 kWh/m²/an,,,,,,,,,,,,,45035-G-2013_473/EP13581/A888/D01/SD007,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72523,RBT72523,Maison à vendre,275000,Dijkstraat 6,9700 Audenarde,,Non,4,260 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Mazout,,Non,,,150 m²,pas d'application,Non,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,1,,,1,,2,,,Sud-ouest,,,,,,,,,,,,,,471 kWh/m²/an,,,,,,,,,,,,,2021025-00322700-RES-1,,,138 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72522,RBT72522,Maison à vendre,359000,Kortrijkstraat 139,9700 Audenarde,Normal,Non,3,195 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Electrique,,Non,,Oui,507 m²,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1988,A l’acte,,,,,Oui,1,,,1,,2,,,Ouest,,,,,,Oui,,,,,,,,279 kWh/m²/an,,,,,,,,,Oui,,,,20250127-0003512754-RES-1,,,128 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72521,RBT72521,Maison à vendre,349000,kortrijkstraat 27 B,9700 Audenarde,Normal,Non,3,160 m²,Non,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,,,670 m²,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2004,A l’acte,,,,,Oui,1,,,1,,2,,,,,,,,,,,,,,,,,169 kWh/m²/an,,,,,,,,,Oui,,,,20250117-0003502072-RES-1,,,90 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72147,RBT72147,Maison à vendre,415000,Kortrijkstraat 157,9700 Audenarde,,Non,3,165 m²,,Non,Non,Non,Non,Non,Non,Non,Non specifié,,Non,,Oui,406 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,,,,,1,,2,Double vitrage,Non,,3,,,,,,,,,,,,Non,,,,,,,,,,Oui,Non,Non,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72123,RBT72123,Maison à vendre,155000,Nederenamestraat 301,9700 Audenarde,À rénover,,3,150 m²,Non,,Oui,,,,,,Non specifié,,Non,,Oui,652 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,1958,A l’acte,21 m²,12 m²,11 m²,,Oui,1,,,1,,1,Double vitrage,,,3,,1,,,,,,,Oui,,,Non,756 kWh/m²/an,,13059,,,,,,,,,,,,,,,2,Indépendante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt71882,RBT71882,Maison à vendre,585000,Gentstraat 125,9700 Audenarde,À rénover,,3,384 m²,Non,Oui,Oui,,,,,,Gaz,,Oui,,Oui,1216 m²,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,1954,A l’acte,23 m²,20 m²,20 m²,50 m²,Oui,1,Equipée,60 m²,1,,2,,Oui,Ouest,4,15 m,,700 m²,Est,Oui,30 m²,Est,15 m,,Oui,Oui,,443 kWh/m²/an,25/09/2033,33922,,,,,,,,Oui,,,,,,,,Américaine,11 m²,Oui,Oui,443 kWh/an,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/9700/audenarde/rwc39933,RWC39933,Bungalow à vendre,365000,Hongerije 62,9700 Audenarde,Remis à neuf,Non,3,135 m²,,,,,,,Non,,Gaz,Non,Non,4,Oui,1074 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,1974,Immédiatement,,,,,Oui,,Equipée,,1,,,,Oui,,3,,,570 m²,,,,,,Oui,Oui,Oui,Non,340 kWh/m²/an,12/05/2035,,,,,,,,Non,Non,Non,,20250512-0003598170-RES-1,Non,,,1,Indépendante,,Non,Oui,,Non,136 m²,Oui,Non,Non,Non,Non,Non,Oui,Non,119,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt71329,RBT71329,Appartement à vendre,350000,Trekweg 22 0303,9700 Audenarde,,Non,2,83 m²,,Non,Non,Non,Non,Non,Non,Non,Non specifié,,Non,1,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,Immédiatement,,,,,,,,,1,,1,Double vitrage,Oui,,,,,,,Oui,,,,,,,Non,,,,,,,,,,,Non,Non,Non,,Non,2,,,,,,,,,,,,Oui,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt70745,RBT70745,Maison à vendre,650000,'t Jolleveld 60,9700 Audenarde,Excellent,,3,210 m²,,,,,,,,,,,Non,3,Oui,590 m²,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,2010,Immédiatement,,,,,Oui,,Equipée,,2,2,2,Double vitrage,,,4,,2,,,Oui,,,,,,,Non,40 kWh/m²/an,,,Oui,,,,,,Oui,Oui,,,,,,,,Américaine,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt70112,RBT70112,Maison à vendre,329000,Jacob Lacopsstraat 53,9700 Audenarde,Remis à neuf,Non,4,175 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,,,,100 m²,"oui, attestation conforme",,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,1956,,,,,,,,,,3,,,Double vitrage,,,2,,,,,Oui,,,,,Oui,Oui,Non,236 kWh/m²/an,,,,,,,,,Oui,,,,20250507-0003594662-RES1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt69353,RBT69353,Maison à vendre,450000,Ronseweg 31,9700 Audenarde,,Non,4,173 m²,,Non,Oui,Non,Non,Non,Non,Non,Mazout,,Non,,Oui,1253 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1989,,,,,,Oui,1,,,1,,2,Double vitrage,Non,Ouest,2,,,,,,,,,,,,Non,262 kWh/m²/an,,,,,,,,,,Non,Non,Non,3617458-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt68288,RBT68288,Appartement à vendre,300000,Deinzestraat 13-17,9700 Audenarde,Nouveau,Non,2,90 m²,Non,,,,,,,,Air pulsé,Oui,Oui,,Oui,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,2024,,11 m²,6 m²,,27 m²,Oui,1,Super équipée,12 m²,1,,1,Double vitrage,Non,Ouest,2,,2,,,Oui,9 m²,Ouest,,Oui,Oui,Oui,Non,,,,Oui,Non,,,,,,,,,,,2,,,,,,,20 kWh/an,,,,,,,Oui,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/mater/rbt67667,RBT67667,Maison à vendre,249000,Keirestraat 47,9700 Mater,À rénover,Non,3,157 m²,,Non,Oui,Non,Non,Non,Non,Non,,,,,Oui,359 m²,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,1976,,,,,,Oui,1,,,1,,1,Double vitrage,,,3,,,,,Oui,,,,,,Oui,Non,371 kWh/m²/an,,,,,,,,,Oui,,,,20250522-0003607814-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt67287,RBT67287,Maison à vendre,399000,Keirestraat 49,9700 Audenarde,,Non,2,236 m²,Non,Non,Non,Non,Non,Non,Non,Non,Mazout,,Non,,Oui,2990 m²,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,1,,,1,,2,,,Sud-ouest,4,,2,,,Oui,,,,,,Oui,,740 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt67156,RBT67156,Maison à vendre,299000,Molenstraat 80,9700 Audenarde,Normal,Non,2,151 m²,Non,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,2,Oui,583 m²,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1964,A l’acte,,,,,Oui,1,Semi-équipée,,1,1,2,,,,,,,,,,,,,,,,,272 kWh/m²/an,,,,,,,,,,,,,20250522-0003607529-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt67132,RBT67132,Maison à vendre,240000,Broekstraat 63,9700 Audenarde,À rénover,Non,3,137 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,,,Oui,184 m²,"oui, attestation non conforme",,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,1,,,Double vitrage,,,2,,,69 m²,Sud-est,,,,,,Oui,Oui,Non,394 kWh/m²/an,05/04/2032,,,,,,,,,,,,20220405-0002578542-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt66716,RBT66716,Maison à vendre,285000,Jules Lacroixstraat 30,9700 Audenarde,,Non,4,231 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,,,170 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Immédiatement,,,,,,,Equipée,,1,,2,,Non,,2,12 m,,,,Oui,,,,,,,Non,150 kWh/m²/an,,,,,,,,,,Non,Non,Non,20230709-0002939783-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbs82856,RBS82856,Appartement à vendre,345000,Broekstraat 144 301,9700 Audenarde,,Non,2,91 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,Oui,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2023,A l’acte,,,,,Oui,1,,,1,,1,Double vitrage,Non,,,,4,,,Oui,,,,,,,Non,21 kWh/m²/an,,,,,,,,,Oui,Non,Non,Non,45035-G-OMV_2019129615/EP18580/A001/D02/SD014,Non,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt42854,RBT42854,Appartement à vendre,205000,Aalststraat 114 502,9700 Audenarde,Normal,Non,1,64 m²,Non,Non,Non,Non,Non,Non,Non,Non,Gaz,,Oui,,Oui,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2004,,,,,,Oui,1,Super équipée,,1,,1,,,,4,,,,,,,,,,,,,226 kWh/m²/an,,,,,,,,,,,,,20231220-0003072810-RES-1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt32085,RBT32085,Appartement à vendre,265000,Desiré Waelkensstraat 60 0303,9700 Audenarde,,Non,,,,Non,Non,Non,Non,Non,Non,Non,,,Non,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,,,,,,,,,,,,Non,,,,3,,,Oui,1 m²,,,,,,Non,103 kWh/m²/an,,,,,,,,,,,Non,Non,45035-G-2012_427/EP02064/E669/D01/SD021,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbs79807,RBS79807,Appartement à vendre,510000,Bergstraat 73,9700 Audenarde,Nouveau,,2,123 m²,,,,,,Oui,,,,Oui,Oui,,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,2,,2,,,,2,,,,,Oui,,,,,Oui,Oui,,,,,Oui,,,,,,Oui,,,,,,2,143 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbs79805,RBS79805,Appartement à vendre,580000,Bergstraat 73,9700 Audenarde,Nouveau,,2,145 m²,,,,,,Oui,,,,Oui,Oui,,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,1,,2,,,,2,,,,,Oui,,,,,Oui,Oui,,,,,Oui,,,,,,Oui,,,,,,2,160 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbq20345,RBQ20345,Appartement à vendre,490000,Bergstraat 73,9700 Audenarde,Nouveau,,2,135 m²,,,,,,Oui,,,,Oui,Oui,,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,2,,2,,,,2,,,,,Oui,,,,,Oui,Oui,,,,,Oui,,,,,,Oui,,,,,,1,144 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/9700/audenarde/rbq20344,RBQ20344,Penthouse à vendre,760000,Bergstraat 73,9700 Audenarde,Nouveau,,3,205 m²,,,,,,Oui,,,,Oui,Oui,,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,1,,2,,,,2,,,,,Oui,,,,,Oui,Oui,,,,,Oui,,,,,,Oui,,,,,,3,263 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt31802,RBT31802,Maison à vendre,190000,Boskant 58,9700 Audenarde,À rénover,Non,3,115 m²,Non,Non,Non,Non,Non,Non,Non,Non,Non specifié,,Non,3,,814 m²,pas d'application,,,Information non communiquée,Information non communiquée,1920,A l’acte,,,,,,,Semi-équipée,,1,,1,,,,,,,,,,,,,,,,,1140 kWh/m²/an,,,,,,,,,,,,,20250515-0003601734-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt63960,RBT63960,Appartement à vendre,289000,Wallestraat 173 A02.02,9700 Audenarde,Excellent,Oui,2,72 m²,Non,,,,,,,,Gaz,,Oui,1,Oui,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,2019,,12 m²,8 m²,,22 m²,Oui,1,Super équipée,6 m²,1,,1,Double vitrage,Non,Ouest,4,,3,,Est,Oui,16 m²,Est,,Oui,Oui,Oui,Non,69 kWh/m²/an,25/09/2029,744,Oui,Non,,,,,,,,,,,1,,,,,,,48 kWh/an,,,,,,,Oui,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/leupegem/rbt63389,RBT63389,Maison à vendre,364500,Tonkinstraat 26,9700 Leupegem,Nouveau,,3,133 m²,,,,,,,,,Air pulsé,Oui,Non,,Oui,308 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2023,,17 m²,8 m²,9 m²,,Oui,,Super équipée,13 m²,1,1,2,,,,2,,,,,Oui,,,,,,,Non,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/leupegem/rbt62803,RBT62803,Maison à vendre,388250,Tonkinstraat 24,9700 Leupegem,Nouveau,,4,177 m²,,,,,,,,,Air pulsé,Oui,Non,,Oui,148 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2023,,8 m²,9 m²,17 m²,,Oui,,Super équipée,13 m²,1,1,2,,,,3,,,,,Oui,,,,,,,Non,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt47815,RBT47815,Maison à vendre,195000,Broekstraat 281,9700 Audenarde,,Non,3,135 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,,,86 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Equipée,,1,,2,Double vitrage,Non,,2,,,,,,,,,,,,,417 kWh/m²/an,,,Oui,Non,,,,,,Non,Non,Non,3415338-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt45757,RBT45757,Appartement à vendre,230000,Diependale 63 101,9700 Audenarde,,Non,2,101 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,,Oui,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1910,,,,,,,,Equipée,,1,,1,Double vitrage,Non,,,,2,,,,,,,,,,Non,278 kWh/m²/an,,,,,,,,,,Non,Non,Non,2667741-RES-1,Non,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt45756,RBT45756,Maison à vendre,325000,Nestor De Tièrestraat 178,9700 Audenarde,,Non,4,173 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,,Oui,470 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,A partir du : 01/01/2026,,,,,Oui,1,Equipée,,2,,2,Double vitrage,Non,,2,,,,,,,,,,,,Non,391 kWh/m²/an,,,,,,,,,,Non,Non,Non,2745533-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/leupegem/rbt44344,RBT44344,Maison à vendre,329000,Tonkinstraat 15,9700 Leupegem,,,3,128 m²,,,,,,,,,Air pulsé,Oui,,,Oui,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2023,,17 m²,8 m²,9 m²,,,,Super équipée,13 m²,1,,2,,,,3,,,,,Oui,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/mater/rwc39703,RWC39703,Maison à vendre,316050,,9700 Mater,Excellent,,3,515 m²,,,Oui,,,,,,Gaz,Oui,,,Oui,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2025,A convenir,,,,,,,Super équipée,,1,,,Double vitrage,,,3,,,,,,,,,Oui,Oui,Oui,,,,,,Oui,,,,,Oui,,,,,,,,,Américaine,,,Oui,,,,,,Oui,,Oui,,,,,,23,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,
