ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Grenier,Garage,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Niveau_E,Attestation__Installation_électrique,Permis_durbanisation_accordé,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Caves,Salle_à_manger,Surface_salle_à_manger,Nombre_de_Garages,Surface_de_la_cuisine,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Meublé,Surface_du_séjour,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Véranda,Alarme_antieffraction,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Orientation_du_jardin,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Orientation_de_la_terrasse,Air_conditionné,Dressing,Buanderie,Local_vélo,Étage_de_lappartement,Référence_PEB,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_dressing,Surface_du_garage,Adoucisseur_deau,Possibilités_pour_profession_libérale,Surface_constructible,Surface_totale,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Porte_de_garage_motorisée,Balcon,Attestation__Installation_électrique__Validité,Station_de_charge_électrique,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Appartement_de_service
https://immovlan.be/fr/detail/villa/a-vendre/1350/marilles/rwc39440,RWC39440,Villa à vendre,334550,,1350 Marilles,Excellent,Non,2025,A convenir,3,772 m²,Oui,,,Super équipée,Américaine,,Oui,Oui,Gaz,Oui,Oui,,Oui,Oui,4,,Oui,,Oui,Oui,Oui,Oui,23,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/orp-jauche/vbc67333,VBC67333,Villa à vendre,425000,Rue Louis Michotte 11,1350 Orp-Jauche,Excellent,Non,2006,,4,200 m²,Oui,Oui,,Equipée,Américaine,2,,,Electrique,,,Double vitrage,,,4,2,Oui,850 m²,,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,12 m²,24 m²,27 m²,19 m²,,Oui,,,1,12 m²,,2,6 m²,,,1,,Oui,40 m²,,,333 kWh/m²/an,72233 kWh/an,,37 m²,,112 m²,,,,,Oui,,Ouest,Non,13/04/2035,,,,Ouest,,Oui,,,,,,,,,,,,8 m²,17 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-jauche/vbc65610,VBC65610,Maison à vendre,225000,Avenue Albert Drossart 43,1350 Orp-Jauche,Normal,Non,1880,A l’acte,4,212 m²,Oui,Oui,,,Indépendante,1,,,Mazout,,,Double vitrage,,,2,,Oui,410 m²,Oui,,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,14 m²,15 m²,11 m²,11 m²,26 m²,Oui,,,1,35 m²,1,2,,,10 m,2,121 m²,Oui,20 m²,52 m,10 m,337 kWh/m²/an,89531 kWh/an,Non,41 m²,15 m²,35 m²,14 m²,Oui,,Non,,Non,Nord,Non,19/10/2034,84,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63865,VBC63865,Maison à vendre,505182,Chaussée de la Petite Campagnette lot 24,1350 Orp-le-Grand,Nouveau,,2024,,4,219 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,1221 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63864,VBC63864,Maison à vendre,450195,Chaussée de la Petite Campagnette lot 25,1350 Orp-le-Grand,Nouveau,,2024,,4,216 m²,Oui,Oui,,,,1,,,Gaz,,,,,,2,,Oui,843 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63863,VBC63863,Maison à vendre,471436,Chaussée de la Petite Campagnette lot 26,1350 Orp-le-Grand,Nouveau,,2024,,4,216 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,989 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63862,VBC63862,Maison à vendre,402990,Chaussée de la Petite Campagnette lot 37,1350 Orp-le-Grand,Nouveau,,2024,,4,218 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,440 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Sud,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63861,VBC63861,Maison à vendre,474601,Chaussée de la Petite Campagnette lot 42,1350 Orp-le-Grand,Nouveau,,2024,,4,219 m²,,Oui,,,,1,,,Gaz,,,,,,3,,Oui,911 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,42 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63860,VBC63860,Maison à vendre,385088,Chaussée de la Petite Campagnette lot 43,1350 Orp-le-Grand,Nouveau,,2024,,3,195 m²,Oui,Oui,,Super équipée,,1,,,Gaz,,,,,,2,,Oui,384 m²,,Oui,Oui,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,39 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63859,VBC63859,Maison à vendre,377761,Chaussée de la Petite Campagnette lot 44,1350 Orp-le-Grand,Nouveau,,2024,,3,195 m²,Oui,Oui,,,,1,,,Gaz,,,,,,2,,Oui,350 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,39 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63858,VBC63858,Maison à vendre,384590,Chaussée de la Petite Campagnette lot 45,1350 Orp-le-Grand,Nouveau,,2024,,4,200 m²,Oui,Oui,,,,1,,,Gaz,,,,,,2,,Oui,350 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,39 m²,,,,,,Non,,,,,,,,,,,,,,,RWPEB 118159,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63857,VBC63857,Maison à vendre,528020,Chaussée de la Petite Campagnette lot 46,1350 Orp-le-Grand,Nouveau,,2024,,4,220 m²,Oui,Oui,,,,1,,,Gaz,,,,,,3,,Oui,1173 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,2,,Nord-ouest,,,,Non,,,,92 kWh/m²/an,,Non,47 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc63856,VBC63856,Maison à vendre,347057,Chaussée de la Petite Campagnette Lot 41,1350 Orp-le-Grand,Nouveau,,2023,A l’acte,4,159 m²,,Oui,,Super équipée,,1,,,Gaz,,,,,,3,1,Oui,603 m²,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord,,,,Non,,,,92 kWh/m²/an,13997 kWh/an,Non,44 m²,,,,,,Non,,,,,15/12/2033,,,,,,,,,,20231215508582,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/marilles/vbc63592,VBC63592,Villa à vendre,439000,Rue diélhère 4 a,1350 Marilles,Excellent,Non,2020,A l’acte,4,115 m²,Oui,Oui,,Equipée,Américaine,1,,Oui,,Oui,,Double vitrage,,,4,7,Oui,650 m²,Oui,,,Oui,,"oui, attestation conforme",Non,Risque moyen,Information non communiquée,9 m²,12 m²,12 m²,9 m²,,,,,1,10 m²,,2,6 m²,,13 m,1,6659 m²,Oui,74 m²,24 m,13 m,,,Non,24 m²,9 m²,,,,,Non,,Non,Sud-ouest,Non,07/06/2031,10,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc61849,VBC61849,Maison à vendre,439000,Chavée aux lapins 10,1350 Orp-le-Grand,Normal,Non,1992,Immédiatement,5,250 m²,Oui,,,Equipée,Américaine,1,,Oui,,,,Double vitrage,,,4,4,Oui,876 m²,Oui,,Oui,Oui,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,17 m²,18 m²,17 m²,12 m²,38 m²,,,,,21 m²,1,2,12 m²,,13 m,2,748 m²,Oui,29 m²,44 m,13 m,169 kWh/m²/an,45046 kWh/an,Non,34 m²,10 m²,,27 m²,,,Non,,Non,Sud-est,Non,19/03/2035,25,Oui,Non,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc56904,VBC56904,Maison à vendre,149000,Rue de la grande ferme 13,1350 Orp-le-Grand,À rénover,Non,1900,A l’acte,3,213 m²,Oui,,,,Indépendante,1,,,Gaz,,,Double vitrage,,,3,3,Oui,502 m²,Oui,Oui,Oui,,,"oui, attestation conforme",Non,Risque élevé,Information non communiquée,15 m²,17 m²,17 m²,,,Oui,,,,9 m²,,2,10 m²,,15 m,4,230 m²,Oui,22 m²,62 m,15 m,798 kWh/m²/an,129526 kWh/an,Non,34 m²,12 m²,14 m²,74 m²,,,Non,,Non,Est,Non,02/02/2035,206,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/jandrain-jandrenouille/vbc54761,VBC54761,Maison à vendre,375000,Rue de genville 35,1350 Jandrain-Jandrenouille,Excellent,Non,1972,A l’acte,4,144 m²,Oui,Oui,1,Equipée,Américaine,2,,Oui,Mazout,,,Double vitrage,,,4,2,Oui,910 m²,Oui,,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,13 m²,13 m²,17 m²,15 m²,,,,,1,9 m²,2,2,,,5 m,1,814 m²,Oui,16 m²,50 m,5 m,316 kWh/m²/an,36461 kWh/an,Non,29 m²,13 m²,,38 m²,,,Non,,Non,Est,Non,14/03/2035,77,Non,Non,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/jauche/vbc52372,VBC52372,Maison à vendre,225000,Rue de la vallée 54,1350 Jauche,À rénover,Non,1850,A l’acte,3,148 m²,Oui,,,,Indépendante,1,,Oui,Non specifié,,,Double vitrage,,,3,1,Oui,371 m²,Oui,,Oui,,,"oui, attestation conforme",Non,Risque élevé,Information non communiquée,13 m²,15 m²,17 m²,,,,Oui,17 m²,,17 m²,,,9 m²,,4 m,2,243 m²,Oui,28 m²,54 m,4 m,776 kWh/m²/an,71430 kWh/an,Non,,15 m²,,33 m²,,,Non,,Non,Nord-ouest,Non,08/01/2033,219,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1350/orp-jauche/vbc25138,VBC25138,Bungalow à vendre,275000,Rue du Presbytère 13,1350 Orp-Jauche,Normal,,1977,,3,107 m²,Oui,Oui,,Equipée,Américaine,1,,Oui,,,,Double vitrage,,,4,3,Oui,627 m²,Oui,Oui,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,11 m²,9 m²,9 m²,,,,,,1,10 m²,,1,6 m²,,,,500 m²,Oui,40 m²,,,262 kWh/m²/an,28052 kWh/an,,35 m²,,,,,,,Oui,,Sud-ouest,Oui,21/10/2031,,,,Sud,,,Oui,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1350/enines/vbc38313,VBC38313,Bungalow à vendre,315000,Rue de la bruyère 39,1350 Énines,Excellent,Non,1980,A l’acte,3,101 m²,Oui,Oui,,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,4,2,Oui,1250 m²,Oui,,,,,"oui, attestation non conforme",Oui,Pas de risque d’inondation,Information non communiquée,11 m²,14 m²,12 m²,,,,,,1,13 m²,1,1,,,12 m,1,1038 m²,Oui,23 m²,52 m,12 m,325 kWh/m²/an,37593 kWh/an,Non,29 m²,11 m²,,81 m²,,,Non,,Non,Sud,Non,23/01/2035,80,Oui,Non,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc35501,VBC35501,Maison à vendre,275000,Rue du Paradis 6,1350 Orp-le-Grand,À rénover,,,A l’acte,3,170 m²,Oui,Oui,,Semi-équipée,,1,,,Mazout,,,,,,3,5,Non,339 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,,1,,,1,,Nord-ouest,,,,Non,,,,566 kWh/m²/an,103216 kWh/an,Non,,,,,,,Non,,,,,23/08/2034,140,,,,,,,,,20240823020804,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-jauche/vbc25458,VBC25458,Maison à vendre,185000,Rue de Lincent 1,1350 Orp-Jauche,Normal,,1958,,3,134 m²,,,,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,4,1,,83 m²,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,12 m²,20 m²,15 m²,,,Oui,,,,19 m²,,2,8 m²,,,1,,Oui,,,,415 kWh/m²/an,55716 kWh/an,,35 m²,4 m²,,,,,Non,,,,Non,22/01/2035,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/orp-jauche/vbc31322,VBC31322,Villa à vendre,420000,Rue de l' Enfer 45,1350 Orp-Jauche,Excellent,,2019,,3,160 m²,Oui,Oui,,Equipée,Américaine,1,,,,Oui,,,,,4,5,Oui,642 m²,Oui,Oui,,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,12 m²,10 m²,9 m²,,,,Oui,9 m²,1,11 m²,,2,9 m²,,,1,642 m²,Oui,60 m²,,,104 kWh/m²/an,13569 kWh/an,,16 m²,,,,,Oui,Non,,,Sud-ouest,Non,26/08/2031,,,,Sud-ouest,,Oui,,,,,,,,,,,,3 m²,22 m²,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc30998,VBC30998,Appartement à vendre,160000,Rue Jules Hagnoul 39,1350 Orp-le-Grand,,,,A l’acte,1,72 m²,,,,Super équipée,,1,,,Gaz,,,,,,3,,Non,,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,1,,Est,,2,,Oui,,,,293 kWh/m²/an,21086 kWh/an,Non,28 m²,,,,,,Non,,,,,,53,,,,,,,,0,20240116016187,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc29080,VBC29080,Maison à vendre,299000,Rue du crécou 47,1350 Orp-le-Grand,Normal,Non,1989,A l’acte,3,115 m²,,,,Equipée,Américaine,1,,,,,,Double vitrage,,,4,2,Oui,1363 m²,Oui,,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,9 m²,9 m²,13 m²,,,,,,,11 m²,1,2,11 m²,,6 m,1,1252 m²,Oui,40 m²,57 m,6 m,472 kWh/m²/an,65551 kWh/an,Non,34 m²,8 m²,,,,,Non,,Non,Est,Non,19/01/2034,130,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/jauche/vbc20765,VBC20765,Maison à vendre,249000,Rue d'en haut 16,1350 Jauche,Normal,Non,1850,A l’acte,4,138 m²,Oui,,,Semi-équipée,Kitchenette,1,,,Mazout,,,Double vitrage,,,3,1,Oui,350 m²,Oui,,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,21 m²,7 m²,12 m²,12 m²,,Oui,Oui,10 m²,,15 m²,1,2,,,6 m,2,215 m²,Oui,25 m²,44 m,6 m,314 kWh/m²/an,62002 kWh/an,Non,,10 m²,20 m²,33 m²,,,Non,,Non,Nord-ouest,Non,25/02/2034,79,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/jandrain-jandrenouille/vbc20384,VBC20384,Maison à vendre,385000,Chaussée de wavre 63,1350 Jandrain-Jandrenouille,Excellent,Non,1980,A l’acte,4,205 m²,Oui,Oui,1,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,4,4,Oui,1486 m²,Oui,,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,28 m²,13 m²,20 m²,17 m²,,Oui,,,1,16 m²,1,2,,,14 m,1,1335 m²,Oui,98 m²,38 m,14 m,282 kWh/m²/an,61390 kWh/an,Oui,49 m²,17 m²,11 m²,,,Oui,Non,,Non,Nord,Non,08/06/2034,70,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/orp-le-grand/vbc19331,VBC19331,Appartement à vendre,225000,Rue de la distillerie 5,1350 Orp-le-Grand,Normal,Oui,2007,,2,96 m²,,,,Semi-équipée,Kitchenette,1,,,Gaz,,,Double vitrage,,Oui,4,2,Oui,,Oui,,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,20 m²,9 m²,,,,Oui,,,,10 m²,,1,6 m²,,,1,,Oui,,,,132 kWh/m²/an,16352 kWh/an,Non,41 m²,9 m²,6 m²,,,,Non,,Non,,Non,04/11/2034,24,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/orp-jauche/rwc37831,RWC37831,Villa à vendre,326550,,1350 Orp-Jauche,Excellent,Non,2025,A convenir,3,2455 m²,Oui,Oui,1,Super équipée,Américaine,,,Oui,Non specifié,Oui,,,,,4,1,,,Oui,Oui,,Oui,23,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vbc06972,VBC06972,Maison à vendre,249000,Rue de la station 48,1350 Orp-le-Grand,Normal,Oui,1960,,4,212 m²,Oui,,,Equipée,Américaine,1,,,Gaz,,,Double vitrage,,,2,1,Oui,261 m²,Oui,Oui,,,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,15 m²,13 m²,17 m²,14 m²,,Oui,,,,15 m²,1,2,9 m²,,6 m,4,263 m²,Oui,14 m²,42 m,6 m,318 kWh/m²/an,65737 kWh/an,Non,30 m²,12 m²,30 m²,21 m²,Oui,,Non,,Non,Nord-est,Non,04/02/2032,59,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/enines/vbb82993,VBB82993,Maison à vendre,465000,Rue Bois des Fosses 58A,1350 Énines,,,2016,A l’acte,4,170 m²,Oui,Oui,,Super équipée,,1,,,Air pulsé,,,,,,3,3,Oui,1663 m²,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,1,2,,Nord-est,,,,Oui,,,,153 kWh/m²/an,30100 kWh/an,Non,26 m²,,,,,,Non,,,,,,44,,,,,,,,,20161220021921,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-jauche/vba72529,VBA72529,Maison à vendre,440556,,1350 Orp-Jauche,Nouveau,,,,3,185 m²,,Oui,,,,2,,,,,,,,,4,,,1620 m²,,,,Oui,,,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,,9 m,,,,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-jauche/vba72528,VBA72528,Maison à vendre,399751,,1350 Orp-Jauche,Nouveau,,,,3,147 m²,,Oui,,,,1,,,,,,,,,4,,,1620 m²,,,,Oui,,,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,,11 m,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vba23353,VBA23353,Maison à vendre,335923,Chaussée de la Petite Campagnette Lot 29,1350 Orp-le-Grand,Nouveau,,2023,,3,163 m²,,Oui,,Super équipée,,1,,,Gaz,,,,,,3,1,Oui,426 m²,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,Nord,,,,Non,,,,92 kWh/m²/an,,Non,45 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/folx-les-caves/vba01556,VBA01556,Maison à vendre,275000,Place de folx-les-caves 4,1350 Folx-les-Caves,Normal,,1900,A l’acte,4,267 m²,Oui,Oui,2,Equipée,Américaine,2,,,Mazout,,,Double vitrage,,,4,2,Non,299 m²,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,42 m²,11 m²,15 m²,51 m²,,Oui,Oui,14 m²,2,13 m²,1,3,,,12 m,3,,Oui,54 m²,22 m,12 m,387 kWh/m²/an,117237 kWh/an,Non,,,11 m²,48 m²,,,,,,,,29/04/2024,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/marilles/vbc73697,VBC73697,Maison à vendre,645000,Rue Dielhère 33,1350 Marilles,,Non,1815,A l’acte,4,300 m²,Non,,,Super équipée,,2,,Oui,Mazout,,,,,,3,4,Oui,2590 m²,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,2,,Sud-est,,,,Oui,,,,216 kWh/m²/an,,Non,55 m²,,,,Non,,Non,,,,,17/04/2035,53,,,,,Non,Non,Non,,20250417006363,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1350/enines/vaz90825,VAZ90825,Appartement à vendre,145000,,1350 Énines,À rénover,Non,1900,Immédiatement,1,70 m²,Non,,,Super équipée,,,,,,,,,,,2,2,Oui,,,,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,1,1,,Sud,8 m,,107 m²,Oui,25 m²,27 m,,584 kWh/m²/an,,Non,25 m²,,,,Non,,Non,,,,,,,,,,,Non,Non,Non,,20120814023754,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1350/orp-le-grand/vaj46563,VAJ46563,Maison à vendre,219500,,1350 Orp-le-Grand,Normal,Non,1900,Immédiatement,3,114 m²,Oui,Oui,,,,1,,,Mazout,,,,,,4,2,Oui,823 m²,,,Oui,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,2,,Sud,,2,650 m²,Oui,35 m²,24 m,,500 kWh/m²/an,,Non,33 m²,,,,Non,,Non,,,,,23/08/2029,,,,,,Non,Non,Non,,20190823015010,,,,,,,,,,,,125 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/linsmeau/vbc66027,VBC66027,Maison à vendre,265000,Rue du Centre 48,1357 Linsmeau,,Non,,A l’acte,3,130 m²,Oui,,,Super équipée,,2,,,Mazout,,,,,,3,1,Non,690 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,2,,Sud-ouest,,,,Non,,,,492 kWh/m²/an,97276 kWh/an,Non,,,,,Non,,Non,,,,,14/04/2035,123,,,,,Non,Non,Non,,20250414003752,,,,,,,,,,,,,,,,,,,,,,,,,
