ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Pompe_à_chaleur,Type_de_vitrage,Parlophone,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_constructible,Profondeur_du_terrain,Référence_PEB,Surface_de_la_terrasse,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Alarme_antieffraction,Nombre_détages_de_limmeuble,Air_conditionné,Largeur_du_terrain_à_rue,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Adoucisseur_deau,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,Surface_des_caves,Surface_du_grenier,Station_de_charge_électrique,Maison_basse_énergie,Chauffage_au_sol,Compteur_Bihoraire,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Étage_de_lappartement,Surface_salle_à_manger,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Balcon,Panneaux_solaires_thermiques,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Installation_électrique__Validité,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/3650/dilsen-stokkem/rbt66253,RBT66253,Maison à vendre,389000,Meuffelstraatje 1 A,3650 Dilsen-Stokkem,Nouveau,2025,,4,,,,235 m²,Non,Oui,,Equipée,,1,1,2,Oui,,,Double vitrage,Non,,,,,1,,,Oui,,Oui,Oui,,Non,,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,,,,,,,,,,,Non,,,,,,,,,,,,,Oui,,Non,Non,,,Non,pas d'application,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt66249,RBT66249,Maison à vendre,299000,Overwinningsstraat 160,2830 Willebroek,Normal,,A convenir,2,,,,99 m²,Non,Oui,,Semi-équipée,,1,,1,,Gaz,,,,Non,,,2,2,Oui,103 m²,Oui,202 m²,,,,,391 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Nord-ouest,,72 m²,41 m,20250520-0003605156-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2860/sint-katelijne-waver/rbt66214,RBT66214,Maison à vendre,550000,Irisstraat 7,2860 Sint-Katelijne-Waver,Nouveau,1933,A l’acte,6,,,,407 m²,Non,,,Semi-équipée,,1,,3,,,,,,Non,,,3,,Oui,,Oui,770 m²,,Oui,,,492 kWh/m²/an,,22/06/2033,,pas d'application,,,Oui,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Nord,,,,20230622-0002925608-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone agricole,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt66206,RBT66206,Appartement à vendre,239900,,8370 Blankenberge,,,,1,,,,136 m²,,Oui,5,,,1,,1,,,,,,,,,,5,Oui,,Oui,,,Oui,,,338 kWh/m²/an,,30/01/2033,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Oui,Non,,,86 m²,,20230130-0002795258-RES-2,,,,,Ouest,,2,,,,,,,,,,,,,,,,,,Oui,,,1,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt66205,RBT66205,Appartement à vendre,220000,,8370 Blankenberge,,1966,,4,,,,86 m²,,,,,,1,,1,,,,,,,,,,,Oui,,,,,Oui,,Non,274 kWh/m²/an,,30/01/2033,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,,,86 m²,,20230215-0002795357-RES-2,,,,,Ouest,,2,,,,,,,,,,,,,,,,,,Oui,,,2,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2840/rumst/rbt66244,RBT66244,Maison à vendre,280000,Vissersstraat 38,2840 Rumst,Normal,,A partir du : 01/10/2025,2,,,,68 m²,Non,,,Super équipée,,1,,2,,Gaz,,,,Non,,,3,,Oui,,,111 m²,,Oui,,,178 kWh/m²/an,,08/01/2034,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Nord-ouest,,33 m²,30 m,20240108-0003080519-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8620/nieuwpoort/rbt66200,RBT66200,Appartement à vendre,189000,Franslaan 150 0407,8620 Nieuwpoort,Excellent,2002,,1,,,,50 m²,Oui,,,,,1,,1,,,,Double vitrage,,Oui,,,,,Oui,,Oui,,,Oui,,Non,145 kWh/m²/an,,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,Sud-ouest,,8,,,,,,,,,,,,,,,,,,,,,4,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4020/liege/vbc87152,VBC87152,Appartement à vendre,339000,Avenue Albert Mahiels 7,4020 Liège,Remis à neuf,,,3,,,,120 m²,,,,,,1,,,,Gaz,,Double vitrage,Oui,Non,,Non,,,,,,,,,,,181 kWh/m²/an,22839 kWh/an,04/04/2034,,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,,,Non,Non,Non,,,,,,,,,20240404011649,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,Non,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4470/saint-georges-sur-meuse/vbc87151,VBC87151,Maison à vendre,149000,Rue Mallieue 23,4470 Saint-Georges-sur-Meuse,À rénover,,,2,,,,92 m²,,,,,,1,,,,Electrique,,Double vitrage,,Non,,Non,,,,,,206 m²,,,,,213 kWh/m²/an,19719 kWh/an,02/02/2026,213,"non, pas d'attestation",,Non,,Pas de risque d’inondation,Information non communiquée,,,Non,Oui,Non,,,,,,,,,20160202027070,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6250/pont-de-loup/vbc77889,VBC77889,Maison à vendre,199990,,6250 Pont-de-Loup,À rénover,,Immédiatement,2,,,,152 m²,Non,,,,,1,,1,,Gaz,,,,Non,,,3,,Oui,,Oui,,,Oui,,,425 kWh/m²/an,,11/09/2034,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,28 m²,Non,Non,Non,Non,Non,Non,Non,Sud-est,,112 m²,,20240911000623,,,,,,,1,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbs94238,RBS94238,Maison à vendre,105000,Sterrestraat 152,8680 Koekelare,,1956,A l’acte,2,,,,89 m²,,,,,,1,,1,,Gaz,,Simple vitrage,,Non,,Non,3,,Oui,,,220 m²,,,,Non,743 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Nord-ouest,4 m,,38 m,20240122-0003117935-RES-1,,,,,,Non,,Non,6 m,,,,,,,,,,,,,,,,,,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/7800/ath/vbc73015,VBC73015,Rez-de-chaussée à vendre,140000,Esplanade 15,7800 Ath,À rénover,,A l’acte,1,,,,62 m²,Non,,,,,1,1,2,,Gaz,,Double vitrage,Oui,Oui,,,2,,,,Oui,,Oui,Oui,,,303 kWh/m²/an,22667 kWh/an,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8940/wervik/rwc38486,RWC38486,Appartement à vendre,149000,Sint Maartensplein 1 E,8940 Wervik,Normal,1981,A l’acte,2,,,,90 m²,,Oui,,Super équipée,Indépendante,1,,,Oui,Gaz,Non,Double vitrage,Oui,Oui,Non,Oui,2,,,,Oui,,Oui,Oui,,Non,290 kWh/m²/an,,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,,,Oui,Oui,,,,,,,15 m²,,,,Non,2,Non,,,,,,1,,,Non,Oui,Non,,Non,Oui,Non,Non,Oui,pas d'application,Non,1,,,,,,,,,,,,Non,,,,,,Oui,90 m²,Oui,Oui,Oui,Non,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4470/saint-georges-sur-meuse/vbc75234,VBC75234,Appartement à vendre,470000,Rue Bailesse 13 11,4470 Saint-Georges-sur-Meuse,Excellent,2019,A l’acte,3,18 m²,25 m²,14 m²,166 m²,,,,Super équipée,,2,2,2,,Gaz,,,Oui,Oui,,Oui,2,1,Oui,,Oui,,Oui,Oui,,Non,80 kWh/m²/an,,20/02/2029,16,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,35 m²,Oui,,,,,,,,,,,,10 m²,,15 m²,,,,3,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7861/wannebecq/vbc59815,VBC59815,Maison à vendre,220000,Rue Trieu 29,7861 Wannebecq,Normal,,A l’acte,3,8 m²,12 m²,17 m²,159 m²,Non,Oui,1,,,1,,1,,Mazout,,,,,,,3,,Oui,410 m²,,623 m²,,,,,508 kWh/m²/an,80667 kWh/an,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,34 m²,Oui,Oui,,,,,,,14 m,,45 m,,,,24 m²,5 m²,,,2,,14 m,,,,,,16 m²,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,04/01/2025,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6060/gilly/vwd12849,VWD12849,Maison à vendre,59000,,6060 Gilly,À rénover,,Immédiatement,4,,,,122 m²,,,,,,,,,,Non specifié,,Double vitrage,,,,,2,,Oui,,,,Oui,,,,619 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,,,Oui,Oui,,,,,,,,,,20211024001412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/hantes-wiheries/vbc76521,VBC76521,Maison à vendre,195000,,6560 Hantes-Wihéries,,,,3,,,,140 m²,,,,,,,1,,,Non specifié,,,,,,,3,,Oui,,Oui,210 m²,,,,,409 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,Non,36 m²,Non,Oui,Non,Non,Non,Non,Non,,,,,20250512019277,65 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc66240,VBC66240,Maison à vendre,80000,,6560 Erquelinnes,,,,2,,,,75 m²,,,,,,1,,,,Non specifié,,,,,,,2,,Oui,100 m²,Oui,180 m²,,,,,495 kWh/m²/an,,,90,,,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,,,,,20250221013778,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1420/braine-l-alleud/vbc44602,VBC44602,Villa à vendre,610000,,1420 Braine-l'Alleud,Normal,1966,,3,14 m²,14 m²,12 m²,200 m²,Non,Oui,2,Super équipée,,2,,2,,Gaz,,Double vitrage,,Non,,,4,4,Oui,800 m²,Oui,1500 m²,Oui,Oui,Oui,,388 kWh/m²/an,78591 kWh/an,20/10/2024,71,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,61 m²,Oui,,Oui,,,,,,12 m,,,,,,18 m²,,,,,,12 m,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1410/waterloo/vbc44601,VBC44601,Villa à vendre,610000,,1410 Waterloo,Normal,1966,,3,14 m²,14 m²,12 m²,200 m²,,Oui,2,Super équipée,,2,,2,,Gaz,,Double vitrage,,Non,,,4,4,Oui,800 m²,Oui,1500 m²,Oui,Oui,Oui,,388 kWh/m²/an,78591 kWh/an,20/10/2024,71,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,61 m²,Oui,,Oui,,,,,,12 m,,,,,,18 m²,,,,,,12 m,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/houdeng-aimeries/vbc49149,VBC49149,Appartement à vendre,98000,Rue de l'Infante Isabelle 107,7110 Houdeng-Aimeries,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,Non,,,,5392,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,,,,,20250313034632,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6010/couillet/vbc75085,VBC75085,Maison à vendre,179000,Rue Maximilien Luce 36,6010 Couillet,Normal,,,5,16 m²,14 m²,14 m²,140 m²,Non,,,,,1,1,2,,Gaz,,,,Non,,Non,3,,,,Oui,145 m²,,,,Non,493 kWh/m²/an,87046 kWh/an,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,6 m²,,,,,,1,,,11 m²,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbt26655,RBT26655,Maison à vendre,359000,Populiereweg 28,8680 Koekelare,,1978,A partir du : 01/12/2025,3,,,,204 m²,,Oui,2,Equipée,,1,,1,,Mazout,,,,Non,,Non,4,2,Oui,,,740 m²,,,,Non,313 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,12 m,,36 m,Certificaat-20250430-0003589836-RES-1,,,,,,Non,,Non,19 m,,,,,,,,,,,,,,,,,,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1140/evere/vbc51183,VBC51183,Appartement à vendre,229000,,1140 Evere,,,,2,,,,100 m²,,Oui,1,,,1,,,,Mazout,,,,,,,2,,,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,Non,30 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,6 m²,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8660/la-panne/rbt41665,RBT41665,Duplex à vendre,329000,Duinkerkelaan 36 0502,8660 La Panne,,2007,,3,,,,103 m²,,,,Equipée,,1,,1,,Gaz,,,,Oui,,Non,,1,,,Oui,,,,,,112 kWh/m²/an,,,,,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,,,Non,Non,Non,Non,Non,Non,,,,,20241113-0003443404-RES-1,,,,,,Non,8,Non,,,,,,,,,,,,,,,,,,,Non,5,,,"Zone d'habitat (résidentiel, urbain ou rural)",Oui,,,,,,,,,,,,,,,,,,,,40,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5650/walcourt/vbc45914,VBC45914,Maison à vendre,99000,Domaine de Pumont 2,5650 Walcourt,À rénover,,A l’acte,2,,,,89 m²,Oui,Oui,1,Equipée,Américaine,1,1,1,,Bois,,Double vitrage,,,,,4,2,Oui,,Oui,,Oui,Oui,,,785 kWh/m²/an,70144 kWh/an,04/03/2035,3,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8432/leffinge/rbt03440,RBT03440,Maison à vendre,249000,Leffingestraat 20,8432 Leffinge,,1962,A l’acte,3,,,,121 m²,,Oui,1,Non équipée,,1,,2,,Gaz,,Double vitrage,,Non,,Non,4,2,Oui,,,356 m²,,,,Non,762 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Sud,8 m,,27 m,20250212-0003528573-RES-1,,,,,,Non,,Non,12 m,,,,,,,,,,,,,,,,,,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc74798,VBC74798,Maison à vendre,285000,,6560 Erquelinnes,,,,3,,,,185 m²,,,,,,1,1,,,Non specifié,,,,,,,4,2,Oui,740 m²,Oui,821 m²,,,,,471 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,Non,40 m²,Non,Oui,Non,Non,Non,Non,Non,,,,,20250428003309,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelet/vbc61899,VBC61899,Appartement à vendre,189000,,6200 Châtelet,Normal,1994,,2,13 m²,8 m²,,,Non,,,,,1,1,1,,Gaz,,Double vitrage,Oui,Oui,,Oui,2,,,,,,Oui,Oui,,,188 kWh/m²/an,19147 kWh/an,25/03/2035,35,,Oui,,,Information non communiquée,Information non communiquée,Oui,40 m²,Oui,Oui,,,,,,Nord-ouest,,,,,,,,6 m²,,,4,,,,,,,,,,,,,,,,,,Oui,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt02313,RBT02313,Maison à vendre,158000,,8500 Courtrai,,1918,A l’acte,2,,,,143 m²,,,,,,1,,1,,Electrique,,Simple vitrage,,Non,,Non,2,,Oui,,,135 m²,,,,Non,807 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,,4 m,,,20250331-0001872786-RES-2,,,,,,Non,3,Non,4 m,,,,,,,,,,,,,,,,,,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8800/roeselare/rbt45961,RBT45961,Appartement à vendre,174000,Kokelaarstraat 19 9,8800 Roeselare,Remis à neuf,1974,,2,,,,79 m²,,Oui,1,,,1,,1,,,,,,Oui,,,2,,Oui,,Oui,,,Oui,,,291 kWh/m²/an,,29/06/2032,,"oui, attestation conforme",Oui,,Oui,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,20220629-0002632264-RES-2,,,,,Sud,,4,Oui,,,,,,,,,,,,,,,,,Oui,,,4,,,"Zone d'habitat (résidentiel, urbain ou rural)",Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1400/nivelles/vbc82916,VBC82916,Maison à vendre,390000,Rue Paquette 12,1400 Nivelles,Normal,1950,A l’acte,3,10 m²,15 m²,40 m²,149 m²,Non,Oui,2,Equipée,Américaine,1,2,2,,Gaz,,Double vitrage,,Non,,Non,2,,Oui,88 m²,Oui,212 m²,Oui,Oui,,Non,307 kWh/m²/an,,19/05/2035,56,"oui, attestation non conforme",Oui,,Non,Information non communiquée,Information non communiquée,Oui,32 m²,Oui,,,Oui,,,,,6 m,,36 m,,20 m²,,10 m²,6 m²,Sud,,4,,6 m,,,,Sud,,35 m²,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44488,VBC44488,Appartement à vendre,599000,Corniche d'Or 3,1325 Chaumont-Gistoux,Nouveau,2023,Immédiatement,2,16 m²,15 m²,,135 m²,,Oui,1,Super équipée,,1,1,2,,Gaz,,Double vitrage,Oui,Oui,,,3,,,,Oui,,Oui,Oui,,Non,85 kWh/m²/an,,,18,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,60 m²,,Oui,,,,,,,,,,,29 m²,,11 m²,8 m²,,,2,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44078,VBC44078,Appartement à vendre,499000,Corniche d'Or 4,1325 Chaumont-Gistoux,Nouveau,2023,Immédiatement,2,22 m²,16 m²,,133 m²,,Oui,,Super équipée,,1,1,2,,Gaz,,Double vitrage,Oui,Oui,,,2,,Oui,,Oui,,Oui,,,Non,80 kWh/m²/an,,,17,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,14 m²,,,8 m²,,,2,,,,,,,,,,,,,,,,,,Oui,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/jambes/vbc55980,VBC55980,Appartement à vendre,199000,Rue des Cotelis Jambois 1 C2,5100 Jambes,Normal,,,2,,,,78 m²,Non,Oui,1,Semi-équipée,,1,,1,,,,,,Non,,,,,Non,,Non,,,,,,213 kWh/m²/an,17748 kWh/an,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,20250322009043,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt02925,RBT02925,Appartement à vendre,310000,Duinkerkelaan 60 0201,8660 La Panne,,1992,A l’acte,3,,,,88 m²,,,,Equipée,,1,,2,,Gaz,,Double vitrage,,Oui,,Non,,,,,Oui,,,,,Non,111 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,20240530-0003265552-RES-1,,,,,,Non,5,Non,,,,,,,,,,,,,,,,,,,Non,2,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,69,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6700/arlon/vbc56198,VBC56198,Maison à vendre,350000,Rue des Genêts 6,6700 Arlon,Normal,,A convenir,4,,,,125 m²,Non,Oui,,Super équipée,,1,,,,Electrique,,,,Non,,,2,,Oui,,Oui,166 m²,,Oui,,,238 kWh/m²/an,,30/03/2035,61,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,Sud-ouest,7 m,170 m²,27 m,20250330004047,35 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbj91719,RBJ91719,Maison à vendre,337040,Aquastraat 1,8900 Ieper,Nouveau,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,Non,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,,,,,,,,,,,
